Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
"In HR Playbook Card Configuration, what does the 'Order' field determine?",multiple-choice,The display order of cards in the playbook view,The order in which the activity attempts to match this configuration record,The priority of the HR case,The sequence of approval steps,,,,,,,,,,,,2,The Order field specifies the order in which the activity attempts to match this record. The lowest values are evaluated first when determining which card configuration applies. Source:,HR System Architecture
Which roles are contained within the HR manager [sn_hr_core.manager] role? (Choose two.),multiple-choice,workspace_list_admin,workspace_user,chat_admin,awa_agent,,,,,,,,,,,,"1,2","The HR manager [sn_hr_core.manager] role contains Workspace List Admin [workspace_list_admin] and Workspace user [workspace_user]. The workspace_list_admin is an elevated role, and workspace_user allows access to Agent Workspace for HR Case Management and creates/accesses interactions. Source:",HR System Architecture
"Which of the following statements is true about the Work Notes field in an HR case?
a) Text in Work Notes is visible to the Subject person
b) The sn_hr_core.restrict_guest_email property controls whether external emails appear in Work Notes
c) Work Notes cannot be translated
d) Work Notes are deleted when a case is closed",multiple-choice,Only a is true,Only b is true,Both a and c are true,Both b and d are true,,,,,,,,,,,,2,"Statement b is true: The sn_hr_core.restrict_guest_email system property allows a user to send an email from a personal email account referencing an HR case. If this property is set to false (default), the text from the email appears in the Work Notes field. Statement a is false because Work Notes are NOT visible to the Subject person. Statement c is false because Work Notes can be translated using the Translate option. Source:",HR System Architecture
"An HR agent needs to configure all aspects of Agent Workspace for HR Case Management including UI actions, forms, and workspace lists. Which role should be assigned?",multiple-choice,sn_hr_core.manager,sn_hr_core.case_writer,sn_hr_agent_ws.admin,sn_hr_core.basic,,,,,,,,,,,,3,"The HR Workspace Admin [sn_hr_agent_ws.admin] role lets you configure all aspects of Agent Workspace for HR Case Management. This role contains workspace_admin, chat_admin, ui_action_admin, form_admin, workspace_list_admin, and many other administrative roles needed for complete workspace configuration. Source:",HR System Architecture
Which role allows an HR agent to work customer interactions and manage workload across multiple service channels?,multiple-choice,interaction_agent,awa_agent,workspace_user,chat_admin,,,,,,,,,,,,2,The Advanced Work Assignment Agent [awa_agent] role allows an HR agent to work customer interactions and manages workload across multiple service channels. This role is contained within the HR agent [sn_hr_core.basic] role. Source:,HR System Architecture
What is the navigation path to configure HR Service Delivery playbook cards?,multiple-choice,All > HR Case Management > Playbook Cards,All > HR Administration > Playbook Card Configuration,All > Service Portal > Playbook Configuration,All > Workflow > HR Playbook Cards,,,,,,,,,,,,2,"To configure HR Service Delivery playbook cards, navigate to All > HR Administration > Playbook Card Configuration. Source:",HR System Architecture
What determines which electronic signature service (DocuSign vs Adobe Sign) is used for an HR case?,multiple-choice,The system property sn_hr_core.default_esign_provider,The HR service configuration associated with the case,The preference set in the employee's HR profile,The COE assignment rules,,,,,,,,,,,,2,"The electronic signature service used depends on the HR service configuration. When you request an electronic signature, it can be through either the DocuSign service or the Adobe Acrobat Sign service based on how the HR service is configured. Both integrations follow the same trigger pattern (Ready state) but are configured separately per HR service. Source:",HR System Architecture
An organization wants employees to be able to upload attachments directly from HR playbook cards. Which field in the Playbook Card Configuration should be configured?,multiple-choice,Attachments read only,Attachment source,Associated record,Form fields,,,,,,,,,,,,2,The Attachment source field is used to allow uploading of attachments. Selecting 'associated_record' allows the user to upload an attachment from the card. Note that 'Attachments read only' is for indicating existing attachments can only be read. Source:,HR System Architecture
What role is required to configure an HR case template?,multiple-choice,sn_hr_core.case_writer,sn_hr_core.admin,sn_hr_ef.document_writer,sn_hr_core.manager,,,,,,,,,,,,2,The sn_hr_core.admin role is required to configure an HR case template. This is specified in the 'Before you begin' section of the HR case template configuration documentation.,HR System Architecture
"When configuring an HR case template, what must match between the template and the associated HR service?",multiple-choice,The Priority field,The Owning group,The COE (Center of Excellence),The Assignment type,,,,,,,,,,,,3,The COE (Center of Excellence) for the HR case template must match that of the associated HR service. The documentation explicitly states: 'Make sure that the COE for the HR case template matches that of the associated HR service.',HR System Architecture
Which Assignment type options are available when configuring an HR case template? (Choose two.),multiple-choice,Named user,Auto-assignment,Skills/Assignment group,Round robin,,,,,,,,,,,,"1,3","When configuring HR case template assignment, you can select either 'Named user' (to assign to a specific user) or 'Skills/Assignment group' (to assign based on skills or a group). These are the two assignment type options documented.",HR System Architecture
Which system property controls which dynamic variables are excluded from HR task templates to protect privacy?,multiple-choice,sn_hr_core.template_privacy_exclude,sn_hr_core.task_template_variable_ignore,sn_hr_ef.dynamic_variable_filter,sn_hr_core.exclude_personal_data,,,,,,,,,,,,2,"The sn_hr_core.task_template_variable_ignore system property is used to exclude dynamic variables that might provide personal information. By default, social security number (ssn) is excluded.",HR System Architecture
An HR administrator needs to configure an HR case template that requires employees to sign a document when the case is created. Which field should they add to the template?,multiple-choice,Signature Required field,Document Template field,PDF Template field,E-Sign Document field,,,,,,,,,,,,3,"To configure cases that require a document acknowledgement or signature, the administrator should add the PDF Template field to the HR case template. This field allows selecting a document for cases requiring signatures.",HR System Architecture
What is the navigation path to access HR Service Configuration for managing HR case templates?,multiple-choice,All > HR Case Management > HR Templates,All > HR Administration > HR Services > HR Service Configuration,All > HR Administration > Case Templates,All > HR Services > Template Configuration,,,,,,,,,,,,2,"The correct navigation path is All > HR Administration > HR Services > HR Service Configuration. From there, you open the HR service and then access the HR template for that service.",HR System Architecture
