Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
"An administrator sets up a formula indicator using two contributing indicators. During data collection, one contributing indicator has no score for March. What should the administrator configure to allow the formula to calculate using zero instead?",multiple-choice,Set 'Value when nil' to 0 on the contributing indicator,Enable 'Allow formula component to be null' on the formula indicator,Configure a default score on the indicator source,Set the formula to use COALESCE function,,,,,,,,,,,,2,"The 'Allow formula component to be null' checkbox must be selected on the formula indicator to handle null contributing scores. When enabled, null values are treated as zero in the calculation.",CIS-PA
"Where can administrators manage Platform Analytics Solution content, widgets, dashboards, and diagnose errors from a single location?",multiple-choice,System Properties module,Performance Analytics Admin Console,Dashboard Editor,KPI Composer,,,,,,,,,,,,2,"From a single console, administrators can manage Platform Analytics Solution content, manage Performance Analytics widgets and dashboards, diagnose and resolve errors, view usage analytics, modify configuration settings and access ServiceNow help.",Visualization & Dashboards
What does Spotlight help users accomplish in Performance Analytics?,multiple-choice,Create animated dashboard transitions,Identify and rank records of interest based on multiple weighted criteria,Highlight specific time periods on charts,Export dashboards as presentations,,,,,,,,,,,,2,Use Spotlight to identify and rank records of interest based on multiple weighted criteria.,Visualization & Dashboards
Which three statements describe benefits of Performance Analytics? (Choose three.),multiple-choice,Tracks critical process metrics and trends,Replaces all existing ServiceNow reports,Measures process health against organizational targets,Identifies process patterns and potential bottlenecks before they occur,Automatically generates all required dashboards,,,,,,,,,,,"1,3,4","Performance Analytics improves performance by tracking critical process metrics and trends, measuring process health against targets, and identifying patterns and bottlenecks before they occur.",Visualization & Dashboards
How can Interactive Analysis be launched for a list of records?,multiple-choice,Navigate to Performance Analytics > Interactive Analysis,Right-click on a column header and select Launch Interactive Analysis,Click the Interactive Analysis icon in the header,From the PA Admin Console only,,,,,,,,,,,,2,Right-click on the header of the column you want to analyze and select Launch Interactive Analysis.,Visualization & Dashboards
In which phase of PA implementation should stakeholders be granted dashboard access?,multiple-choice,Plan and Prepare,Start with Platform Analytics Solutions,Collect data,Share results,,,,,,,,,,,,4,"In the Share results phase, you display actionable KPIs, grant dashboard access to stakeholders, and empower everyone to take action with embedded, real-time analytics.",Visualization & Dashboards
What is the Dependency Assessment feature used for in Performance Analytics?,multiple-choice,To check plugin dependencies before activation,"To view, analyze, and edit PA components and their relationships from a single view",To test dashboard performance,To manage user role dependencies,,,,,,,,,,,,2,"Dependency Assessment enables you to view, analyze, and edit your performance analytics components including widgets, indicators, and breakdowns, from a single view. By viewing the hierarchy of components and the relationships between them, you can see immediately who is impacted by a change.",Visualization & Dashboards
What are Analytics Solutions in Platform Analytics?,multiple-choice,Custom scripts for calculating indicators,Pre-configured dashboards with all necessary underlying components,Third-party analytics integrations,Data export configurations,,,,,,,,,,,,2,Analytics Solutions include preconfigured dashboards and all necessary underlying components.,Visualization & Dashboards
Which aggregate types are supported when using element filters in Platform Analytics data visualizations?,multiple-choice,Sum and Average only,"Count, Minimize, and Maximize",All aggregates are supported,No aggregates are supported with element filters,,,,,,,,,,,,2,"Only automated indicators with the Count, Minimize, or Maximize aggregate are supported in Platform Analytics data visualizations with element filters.",Visualization & Dashboards
An administrator wants to clean up old Performance Analytics scores to ensure optimal performance. Which feature should they use?,multiple-choice,Score Migration Tool,Cleaning collected Performance Analytics data feature,Data Archiving module,Table Cleaner utility,,,,,,,,,,,,2,Performance Analytics scores and snapshots may grow over time and should be routinely cleaned to ensure optimal performance and accurate data.,Visualization & Dashboards
What happened to the Performance Analytics Scores [pa_scores] table structure in recent releases?,multiple-choice,It was removed entirely,It was split into two tables to help with processing large numbers of scores,It was merged with the Snapshots table,It was renamed to pa_score_data,,,,,,,,,,,,2,The Performance Analytics Scores [pa_scores] table was split into two tables. This structure helps with processing large numbers of scores. You can migrate your scores from the old table structure to the new using the score migration tool.,Visualization & Dashboards
What can NOT be changed when viewing a personalized visual on a dashboard or workspace?,multiple-choice,The time period displayed,The breakdown selection,The elements filter used to personalize the visual,The drill-down level,,,,,,,,,,,,3,It is not possible to change elements filters that are used to personalize visuals when simply viewing the visual on a dashboard or workspace. Only a user with the rights to edit the underlying widget or data visualization can change the elements filter.,Visualization & Dashboards
Which two aggregation methods can be used when aggregating breakdown element scores in the Scoresheet? (Choose two.),multiple-choice,Sum,Average,Median,Mode,,,,,,,,,,,,"1,2","When using Aggregate scores in the Scoresheet, you can choose whether to use the Sum or the Average of a specific breakdown to calculate the main scores for the indicator.",Visualization & Dashboards
What is the recommended approach before setting up Performance Analytics on a production instance?,multiple-choice,Activate all available plugins immediately,Set up and test Performance Analytics on a non-production instance,Configure all dashboards before testing,Import sample data directly to production,,,,,,,,,,,,2,Important: Set up and test Performance Analytics on a non-production instance before you set it up on a production instance.,Visualization & Dashboards
A user wants to try out Spotlight with Complimentary Performance Analytics. Which records can they use Spotlight with?,multiple-choice,Any ServiceNow records,Only incident records,Incident and Change records,Task-based records only,,,,,,,,,,,,2,Without a license you can only use Spotlight with incident records and you cannot access the Spotlight interactive analysis.,Visualization & Dashboards
Where can a user navigate to try out Complimentary Performance Analytics for Incident Management?,multiple-choice,Performance Analytics > Admin Console,Performance Analytics > Guided Setup,System Applications > Plugins,Performance Analytics > Indicators,,,,,,,,,,,,2,"To try out Complimentary Performance Analytics for Incident Management, navigate to Performance Analytics > Guided Setup and launch the Incident Management guided setup.",Visualization & Dashboards
"When dashboards are migrated between ServiceNow releases, which roles are automatically populated in the 'Restrict to roles' field?",multiple-choice,admin and dashboard_admin,pa_viewer and pa_contributor,itil and pa_power_user,No roles are automatically populated,,,,,,,,,,,,2,"When dashboards are migrated between releases, the Restrict to roles field is automatically populated with pa_viewer and pa_contributor to ensure only users who could access the dashboard before migration can access it afterward.",CIS-PA
A user views a dashboard with a pie chart widget showing 36 incident records. They drill down into the list view. How many records will they see?,multiple-choice,All 36 records,Only records the user has ACL access to,No records — list views require separate permissions,Records filtered by the user's domain only,,,,,,,,,,,,2,"While aggregate data visualizations like pie or bar reports show all data regardless of ACLs, when a user drills down into the list view, only records the user is allowed to access are visible.",CIS-PA
Which two roles can change dashboard group permissions? (Choose two.),multiple-choice,pa_power_user,pa_admin,dashboard_admin,pa_viewer,,,,,,,,,,,,"1,2","Users with pa_power_user, pa_admin, and admin roles can change dashboard group permissions.",CIS-PA
What happens when a user without any roles attempts to view a responsive dashboard that has been shared with them?,multiple-choice,They cannot access the dashboard at all,They can view the dashboard but cannot create or edit dashboards,They can view and edit the dashboard,They see a request access form,,,,,,,,,,,,2,"Users without a role can view dashboards that have been shared with them, but cannot create or edit dashboards.",CIS-PA
An administrator wants to see which Performance Analytics components are affected before changing a field name used in reports. Which Admin Console feature should they use?,multiple-choice,Troubleshoot panel,Content Library,Dependency Assessment,Usage dashboards,,,,,,,,,,,,3,"Dependency Assessment enables viewing, analyzing, and managing relationships between PA components. You can identify all reports, indicators, and interactive filters affected by a change like renaming a field.",CIS-PA
