Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
What does ServiceNow Service Mapping use to identify dependencies between applications and hosts?,multiple-choice,A bottom-up scanning approach starting from network devices,A top-down approach that maps interconnected applications and hosts delivering a service,Manual entry by administrators for each CI relationship,Import sets from external monitoring tools,,,,,,,,,,,,2,"Service Mapping identifies and maps dependencies between interconnected applications and hosts that deliver a service using a top-down approach. This helps visualize the impact of issues within a service, enhancing CMDB awareness of service connections.",Problem Management
A database server failure causes an HR requisition system to stop working. Which CMDB feature would best help identify all affected services?,multiple-choice,CI Class Manager,Schema Map,Dependency View map,Tables and Columns module,,,,,,,,,,,,3,"The Dependency View map shows upstream and downstream dependencies between configuration items. It would show that losing the database server affects the application, which in turn disrupts services like the HR requisition system.",Problem Management
What is the difference between Discovery and Service Mapping in ServiceNow?,multiple-choice,Discovery maps service dependencies; Service Mapping inventories devices,Discovery inventories devices independently (horizontal); Service Mapping maps service dependencies (top-down),Discovery is for cloud resources; Service Mapping is for on-premise only,They are the same feature with different names,,,,,,,,,,,,2,Discovery employs a horizontal method that inventories devices as independent objects without detailing their interconnections. Service Mapping uses a top-down approach to identify and map dependencies between interconnected applications and hosts delivering a service.,Problem Management
What is the difference between a 'Known Error' and a 'Problem' in ServiceNow?,multiple-choice,A Known Error is a Problem where the root cause has been identified and a workaround documented,Known Errors are more severe than Problems,Problems track incidents; Known Errors track change requests,There is no difference; they are the same record type,,,,,,,,,,,,1,"A Problem becomes a Known Error when root cause analysis is complete and either a workaround or permanent fix has been identified. Known Errors are documented so that if the issue recurs, the service desk can apply the workaround immediately.",problem-management
An administrator notices that 15 incidents over the past month all relate to the same printer failing. What is the FIRST step in the Problem Management process?,multiple-choice,Create a Problem record and associate the related incidents,Close all 15 incidents as duplicates,Order a replacement printer immediately,Create a Change Request to replace the printer,,,,,,,,,,,,1,"The first step is creating a Problem record and linking the related incidents. This begins formal root cause analysis and provides a single tracking point for the recurring issue. Solutions (change requests, replacements) come after root cause analysis.",problem-management
Which activity is part of 'proactive' Problem Management?,multiple-choice,Analyzing incident trends to identify potential problems before they cause major outages,Creating Problem records only after a Major Incident occurs,Closing all open Problems at the end of each quarter,Assigning every incident to the Problem Management team,,,,,,,,,,,,1,"Proactive Problem Management involves analyzing trends, reviewing recurring incidents, and identifying patterns that indicate underlying problems — before they escalate into major outages. This is preventive rather than reactive.",problem-management
What happens to associated incidents when a Problem record's state changes to 'Resolved'?,multiple-choice,Nothing automatically — incidents must be resolved individually or through a configured business rule,All associated incidents are automatically deleted,Associated incidents are automatically resolved with the same resolution,Associated incidents are moved to the 'Pending' state,,,,,,,,,,,,1,"By default, resolving a Problem does not automatically resolve associated incidents. Organizations may configure business rules or flows to auto-resolve child incidents, but this requires explicit setup.",problem-management
Where can users access the Visualization Designer in ServiceNow?,multiple-choice,All > User Administration > Visualizations,All > Platform Analytics > Library > Data Visualizations,All > System Security > Charts,All > Incident > Reports,,,,,,,,,,,,2,"If you need custom charts, go to All > Platform Analytics > Library > Data Visualizations, or use the Column Context menus and lists to create charts directly from the data.",Reporting & Dashboards
What is the recommended best practice when creating a new visualization in ServiceNow?,multiple-choice,Always create visualizations from scratch,Duplicate an existing visualization and edit your copy,Import visualizations from external tools,Use only the default system visualizations,,,,,,,,,,,,2,"It's often easier to build charts starting from a filtered list or existing visualization, where configuration options are pre-provided. It's best practice to duplicate an existing visualization, and then edit your copy to fit your needs.",Reporting & Dashboards
What is the key difference between one-time reporting and Performance Analytics?,multiple-choice,One-time reporting is more accurate,Performance Analytics shows trends over time; one-time reporting shows where you are today,One-time reporting requires more licenses,Performance Analytics only works with incident data,,,,,,,,,,,,2,"One-time reporting shows 'where are we today?' while Performance Analytics reveals trends over time. PA captures regular snapshots to show accurate historical trends, helping to review indicators, monitor metrics, and improve decisions.",Reporting & Dashboards
Which visualization types are available in ServiceNow? (Choose two),multiple-choice,Speedometer and dial,Gantt chart,Pie and semi-donut,3D surface plot,,,,,,,,,,,,"1,3","ServiceNow offers various visualization types including speedometer, dial, single score, pie, semi-donut, bubble, and text analytics. Gantt charts and 3D surface plots are not standard visualization types.",Reporting & Dashboards
What are the two types of dashboards in ServiceNow?,multiple-choice,Public and private,Responsive and non-responsive,Static and dynamic,Basic and advanced,,,,,,,,,,,,2,"Dashboards can be responsive or non-responsive. Non-responsive dashboards have limits on who can create, view, and edit them. Responsive dashboards adapt to different screen sizes.",Reporting & Dashboards
What is the purpose of the 'Data' configuration option in the Visualization Designer?,multiple-choice,To set the visualization's color scheme,To choose where your data comes from - a predefined data source or a ServiceNow table,To export the visualization to PDF,To schedule automatic refreshes,,,,,,,,,,,,2,The Data configuration option lets you choose where your data comes from - either a predefined data source or a ServiceNow table. This is fundamental to building any visualization.,Reporting & Dashboards
How can a user add a visualization to a dashboard in ServiceNow?,multiple-choice,Only by creating the dashboard first,Only by using the import function,"By creating a dashboard first and adding the visualization, or by saving the visualization and selecting 'Add to Dashboard'",Visualizations cannot be added to dashboards,,,,,,,,,,,,3,"To add a visualization to a dashboard, either create a dashboard first and add the visualization as an element, or save the visualization and select 'Add to Dashboard' for a new or existing dashboard.",Reporting & Dashboards
What does Performance Analytics capture to show accurate historical trends?,multiple-choice,User login records,Regular snapshots of data,Email notifications,System configuration changes,,,,,,,,,,,,2,"Performance Analytics captures regular snapshots to show accurate historical trends, helping to review indicators, monitor metrics, and improve decisions. Unlike one-time reporting, PA development is ongoing and can be refined over time.",Reporting & Dashboards
What does the 'Type' configuration option in the Visualization Designer allow you to do?,multiple-choice,Select the data table to use,Choose from over 20 chart types for your visualization,Set user permissions,Configure email recipients,,,,,,,,,,,,2,"The Type configuration option lets you pick from over 20 chart types for your visualization, including bar charts, pie charts, speedometers, and more.",Reporting & Dashboards
What does the 'Presentation' configuration option in the Visualization Designer control?,multiple-choice,Which users can view the visualization,The data grouping and calculations,"Appearance customization including color, titles, and legend adjustments",The scheduling of report generation,,,,,,,,,,,,3,"The Presentation configuration option allows you to customize the appearance, including color, titles, and legend adjustments. This controls how the visualization looks to users.",Reporting & Dashboards
A manager wants to track incident resolution trends over the past year. Which ServiceNow feature should they use?,multiple-choice,List views with filters,Performance Analytics,Knowledge Base articles,Service Catalog,,,,,,,,,,,,2,"Performance Analytics reveals trends over time and captures regular snapshots to show accurate historical trends. For tracking resolution trends over a year, PA provides the trending capabilities needed for this analysis.",Reporting & Dashboards
Where can users access Analytics Center in ServiceNow?,multiple-choice,All > System Definition > Analytics,All > Platform Analytics > Analytics Center,All > Reports > Center,All > System Administration > Analytics,,,,,,,,,,,,2,"To access data visualizations and dashboards, go to All > Platform Analytics > Analytics Center. You can choose to create a new dashboard or a new visualization from there.",Reporting & Dashboards
What can ServiceNow visualizations be used for? (Choose two),multiple-choice,"Shown as bar charts, pie charts, and other chart types",Directly modifying database records,Run manually or automatically scheduled,Replacing all security controls,,,,,,,,,,,,"1,3","Visualizations can be shown as bar charts, pie charts, etc., and can be run manually or automatically scheduled. They include conditions for features like incident management and service catalog requests, including KPI reports.",Reporting & Dashboards
Where can you access the collection of data visualizations in ServiceNow?,multiple-choice,All > System Definition > Visualizations,All > Platform Analytics > Library > Data Visualizations,All > Reports > Chart Builder,All > System UI > Visualizations,,,,,,,,,,,,2,Navigate to All > Platform Analytics > Library > Data Visualizations to access the collection of visualizations. You can use these to create custom visuals.,Reporting & Dashboards
What is the recommended best practice when creating a new visualization?,multiple-choice,Always start from scratch for maximum customization,Duplicate an existing visualization and edit the copy to fit your needs,Import visualization templates from the ServiceNow Store,Use only the default visualizations provided by ServiceNow,,,,,,,,,,,,2,"It's best practice to duplicate an existing visualization, then edit your copy to fit your needs. It's often easier to build charts starting from a filtered list or existing visualization where configuration options are pre-provided.",Reporting & Dashboards
What is the key difference between one-time reporting and Performance Analytics?,multiple-choice,One-time reporting is more accurate than Performance Analytics,One-time reporting shows current state; Performance Analytics reveals trends over time,Performance Analytics only works with incident data,One-time reporting requires a separate license,,,,,,,,,,,,2,"One-time reporting shows 'where are we today?' while Performance Analytics reveals trends over time. PA captures regular snapshots to show accurate historical trends, helping to review indicators, monitor metrics, and improve decisions.",Reporting & Dashboards
How do you add a visualization to a dashboard in ServiceNow?,multiple-choice,Drag and drop from the visualization library only,"Either create a dashboard first and add visualizations, or save a visualization and select 'Add to Dashboard'",Visualizations are automatically added to the default dashboard,Export the visualization and import it into the dashboard,,,,,,,,,,,,2,"You can either create a dashboard first and add the visualization as an element, or save the visualization and select 'Add to Dashboard' for a new or existing dashboard.",Reporting & Dashboards
Which configuration options are available in the Visualization Designer? (Choose 2),multiple-choice,Data source selection (predefined or ServiceNow table),Automatic email scheduling of visualizations,Chart type selection (over 20 types available),Integration with external BI tools,,,,,,,,,,,,"1,3","In the Visualization Designer, you can choose where your data comes from (predefined data source or ServiceNow table) and pick from over 20 chart types. Other options include Group By/Sorting and Presentation customization.",Reporting & Dashboards
Which visualization types are available in ServiceNow? (Choose 3),multiple-choice,Speedometer,Bubble chart,Gantt chart,Semi-donut,Waterfall chart,,,,,,,,,,,"1,2,4","ServiceNow offers various visualization types including speedometer, dial, single score, pie, semi-donut, bubble, and text analytics, among others.",Reporting & Dashboards
What are the two types of dashboards in ServiceNow?,multiple-choice,Static and dynamic,Responsive and non-responsive,Personal and shared,Basic and advanced,,,,,,,,,,,,2,"Dashboards can be responsive or non-responsive. Non-responsive dashboards have limits on who can create, view, and edit them.",Reporting & Dashboards
"A manager wants a dashboard that shows real-time incident counts by priority, updated every 5 minutes. Which report type should the administrator create?",multiple-choice,A bar chart report on the Incident table grouped by Priority with auto-refresh enabled on the dashboard,A scheduled PDF export sent every 5 minutes,A static HTML page with hardcoded data,A Performance Analytics indicator with real-time collection,,,,,,,,,,,,1,A standard report (bar chart grouped by Priority) added to a dashboard with auto-refresh enabled provides near-real-time data. Dashboard auto-refresh intervals can be configured to update at regular intervals.,reporting-dashboards
Which two report types are available in ServiceNow's Report Designer? (Choose 2),multiple-choice,Pie chart,Pivot table,Gantt chart,3D scatter plot,,,,,,,,,,,,"1,2","Pie charts and Pivot tables are both standard report types available in ServiceNow's Report Designer. Other available types include bar charts, line charts, donut charts, and trend reports.",reporting-dashboards
What is the difference between a 'Report' and a 'Performance Analytics (PA) Dashboard' in ServiceNow?,multiple-choice,Reports show current data snapshots; PA Dashboards show trends over time using collected indicator data,Reports are for managers; PA Dashboards are for administrators only,They show the same data in different formats,Reports are deprecated in favor of PA Dashboards,,,,,,,,,,,,1,"Standard Reports query live data for point-in-time snapshots. Performance Analytics collects and stores indicator data over time, enabling trend analysis, comparisons, and historical insights that standard reports cannot provide.",reporting-dashboards
An administrator creates a report but a user in the 'itil' group cannot see it on their dashboard. What is the most likely cause?,multiple-choice,The report has not been shared with the user's group or role,The user's browser doesn't support reports,Reports can only be viewed by the creator,The dashboard auto-refresh is disabled,,,,,,,,,,,,1,"Reports must be explicitly shared with users, groups, or roles to be visible on their dashboards. By default, a report is only visible to its creator until sharing permissions are configured.",reporting-dashboards
What is a 'scheduled report' in ServiceNow?,multiple-choice,A report that is automatically generated and distributed via email at configured intervals,A report that can only be run during business hours,A report that requires manual approval before each run,A report that deletes itself after a set period,,,,,,,,,,,,1,"Scheduled reports run automatically at configured intervals (daily, weekly, monthly) and distribute the results via email to specified recipients as PDF or other formats.",reporting-dashboards
Which feature allows users to interact with report data by clicking on chart elements to drill down into the underlying records?,multiple-choice,Report drilldown — clicking a chart segment opens the filtered list of records,Report scheduling — scheduled reports include drill-down links,Report export — exporting to PDF enables interactive drill-down,Report cloning — creating copies enables different views,,,,,,,,,,,,1,"ServiceNow reports support interactive drilldown — clicking on a bar, pie slice, or other chart element opens a filtered list showing the individual records that make up that data point.",reporting-dashboards
What is a catalog item in ServiceNow?,multiple-choice,A database table,"Anything that can be ordered on its own, like a laptop or service",A type of user role,A workflow template,,,,,,,,,,,,2,"A catalog item is anything that can be ordered on its own, like a laptop or a service. The Service Catalog allows users to view and order various items, such as goods, services, and information from their organizations departments.",Self-Service & Automation
What is the purpose of variables in the Service Catalog?,multiple-choice,To track inventory levels,To define item options for end users and customize items to customer needs,To create user accounts,To send email notifications,,,,,,,,,,,,2,"Service Catalog variables customize items to customer needs, like offering different operating systems for computers. They define the structure of catalog item forms using questions that may affect prices.",Self-Service & Automation
What is a Variable Set in ServiceNow?,multiple-choice,A collection of user roles,"A container that groups variables together, saving time and reducing errors",A type of report,A backup mechanism,,,,,,,,,,,,2,"Instead of adding variables to each item separately, Variable Sets group them, saving time and reducing errors. Updates to a Variable Set apply to all associated items.",Self-Service & Automation
What is a Record Producer in ServiceNow?,multiple-choice,A backup tool for records,A catalog item that creates task-based records more easily than using a standard form,A type of workflow,A reporting dashboard,,,,,,,,,,,,2,"A Record Producer in ServiceNow is a catalog item that lets users create task-based records, like incidents, more easily than using a standard form. It appears similar to other catalog items but generates task records instead.",Self-Service & Automation
What is an Order Guide used for?,multiple-choice,To create user manuals,To let users request multiple related items at once,To track shipping information,To manage inventory,,,,,,,,,,,,2,"Order Guides let users request multiple related items at once and help them decide what they need, with variables arranged by order number. Items must be complete with variables and a delivery flow before being added to an Order Guide.",Self-Service & Automation
What does the Catalog Builder allow administrators to do?,multiple-choice,Build physical products,Create or edit catalog items visually with guidelines and restrictions,Manage user passwords,Configure network settings,,,,,,,,,,,,2,Create or edit catalog items and record producers visually with guidelines and restrictions using the Catalog Builder. This tool lets you delegate catalog management and design templates for catalog items.,Self-Service & Automation
What happens if no user criteria is set on a knowledge base's 'can read' related list?,multiple-choice,Only administrators can access it,The knowledge base becomes open to the public,The knowledge base is disabled,Only the knowledge manager can view articles,,,,,,,,,,,,2,"If there is no user criteria on the can read related list, then the knowledge base becomes open to the public. User criteria must be set to restrict access to specific users or groups.",Self-Service & Automation
How can users provide feedback on knowledge articles?,multiple-choice,By deleting articles,"By commenting or flagging articles, which notifies kb administrators",By creating new categories,By modifying article workflows,,,,,,,,,,,,2,"Users can provide feedback by commenting or flagging articles, which notifies kb administrators. This helps maintain quality and allows users to participate in knowledge improvement.",Self-Service & Automation
What does the Virtual Agent provide in ServiceNow?,multiple-choice,Hardware maintenance services,An intelligent chat experience using AI and natural language,Database backup services,Network monitoring,,,,,,,,,,,,2,"Virtual Agent provides an intelligent chat experience, answering common questions and resolving routine issues using AI and natural language. It understands 3 million words for 24/7 user support.",Self-Service & Automation
Which user criteria types are used to control access to knowledge bases? (Choose two),multiple-choice,Can read / Can't read,Can delete / Can't delete,Can contribute / Can't contribute,Can export / Can't export,,,,,,,,,,,,"1,3","Knowledge bases use user criteria including: can read/can't read, and can contribute/can't contribute. These control who can view articles and who can create or edit them.",Self-Service & Automation
"In the Service Catalog request structure, what does each catalog item within a request have?",multiple-choice,Only one task maximum,Multiple tasks that are specific to that item,"No tasks, only approvals",Shared tasks with all other items,,,,,,,,,,,,2,"In a Service Catalog request, each item can have several tasks. Even if tasks have similar names, they are specific to each item because the steps for each may vary.",Self-Service & Automation
Where can users track their submitted service requests?,multiple-choice,All > System Logs > Requests,All > Self-Service > My Requests,All > Admin > Request History,All > Reports > Service Requests,,,,,,,,,,,,2,"After submitting a request, users can track it through All > Self-Service > My Requests. Flow stages show the progress of an item with stages.",Self-Service & Automation
What is the purpose of categories in Knowledge Management?,multiple-choice,To create user accounts,To help organize knowledge bases and make articles easier to find,To manage workflow approvals,To configure email notifications,,,,,,,,,,,,2,"Categories help organize knowledge bases and make articles easier to find. Knowledge managers define categories, while contributors can select and modify them if allowed.",Self-Service & Automation
What determines the order in which variables are displayed on a catalog item form?,multiple-choice,Alphabetical order by variable name,The order field value - lower numbers show first,Creation date of the variable,Random assignment,,,,,,,,,,,,2,"The order field sets the display sequence for variables. Lower numbers show first, allowing administrators to control the logical flow of questions on catalog item forms.",Self-Service & Automation
What can users do in the Service Portal? (Choose two),multiple-choice,Search knowledge bases and browse catalogs,Configure system security settings,Create and view incidents,Modify database schemas,,,,,,,,,,,,"1,3","Service Portal allows users to search knowledge bases, browse catalogs, make requests, create and view incidents, and check system status. It's designed for end-user self-service, not administration.",Self-Service & Automation
What is a Record Producer in ServiceNow?,multiple-choice,A tool for generating reports from service catalog data,A catalog item that creates task-based records like incidents through a simplified interface,A script that automatically generates records on a schedule,A dashboard widget for monitoring record creation rates,,,,,,,,,,,,2,A Record Producer is a catalog item that lets users create task-based records (like incidents) more easily than using a standard form. It appears similar to other catalog items but generates task records instead.,Self-Service & Automation
What is the purpose of a Variable Set in the Service Catalog?,multiple-choice,To define the pricing structure for catalog items,To group variables so they can be shared across multiple catalog items,To set environment variables for server-side scripts,To configure variable-width columns in list views,,,,,,,,,,,,2,"Variable Sets group variables together so they can be reused across multiple catalog items, saving time and reducing errors. Updates to a Variable Set automatically apply to all associated items.",Self-Service & Automation
What determines the display order of variables on a catalog item form?,multiple-choice,The alphabetical order of variable names,The order field value — lower numbers show first,The date each variable was created,The variable type determines the order,,,,,,,,,,,,2,The order field sets the display sequence for variables on a catalog item form. Lower numbers show first.,Self-Service & Automation
What is the function of a trigger in Workflow Studio?,multiple-choice,It defines the output format of a workflow,"It is an activity that initiates the flow, such as a record creation or scheduled job",It specifies which users can run the workflow,It controls the error handling behavior of a flow,,,,,,,,,,,,2,"A trigger is an activity that initiates a flow. Triggers can be based on records (e.g., record created in a specified table), dates, or applications. A spoke contains specific triggers and actions for an application.",Self-Service & Automation
Which are core actions available in Workflow Studio? (Choose 2),multiple-choice,Ask For Approval,Send SMS,Create Record,Generate PDF,,,,,,,,,,,,"1,3","Core actions in Workflow Studio include Ask For Approval, Create Record, Delete Record, Lookup Record, and Wait for Condition. Additional application-specific actions are available through spokes.",Self-Service & Automation
What does the 'match all' checkbox control on a knowledge base's user criteria?,multiple-choice,Whether all articles in the knowledge base require approval,Whether all criteria must match (checked) or any criteria grants access (unchecked),Whether all users can contribute to the knowledge base,Whether all knowledge bases share the same user criteria,,,,,,,,,,,,2,"The 'match all' checkbox determines access: when checked, all criteria must match for access; when unchecked, matching any criteria grants access. By default, it is unchecked.",Self-Service & Automation
What happens if no user criteria are set on a knowledge base's 'can read' related list?,multiple-choice,Only administrators can read the articles,The knowledge base becomes open to the public,Only users with the knowledge role can read articles,The knowledge base is hidden from all users,,,,,,,,,,,,2,"If there is no user criteria on the 'can read' related list, then the knowledge base becomes open to the public. To restrict access, administrators must add appropriate user criteria.",Self-Service & Automation
A service catalog item needs to automatically create both an Incident and a Change Request when ordered. Which approach is recommended?,multiple-choice,Configure a Flow Designer flow triggered by the catalog item that creates both records,Create two separate catalog items and bundle them,Write a background script that monitors new RITM records,Use an email notification to trigger record creation,,,,,,,,,,,,1,Flow Designer is the recommended automation tool for catalog item fulfillment. A flow triggered by the Service Catalog item can create multiple records (Incident and Change Request) with proper relationships and field mappings.,self-service-automation
"In the Service Catalog, what is the difference between a 'Record Producer' and a 'Catalog Item'?",multiple-choice,A Record Producer creates a record in a specific table; a Catalog Item creates a Requested Item (RITM) with a fulfillment workflow,They are the same thing with different names,A Record Producer is for hardware; a Catalog Item is for software,Record Producers can only be used by administrators,,,,,,,,,,,,1,"Record Producers create records directly in a specified target table (e.g., Incident, Change Request). Catalog Items follow the request fulfillment process, creating a Request with Requested Items (RITMs) and optional tasks.",self-service-automation
Which statements about Flow Designer are true? (Choose 2),multiple-choice,"Flows can be triggered by record creation, updates, or scheduled intervals",Flow Designer requires JavaScript coding for all actions,Subflows allow reusable logic that can be called from multiple flows,Flows can only run synchronously,,,,,,,,,,,,"1,3","Flow Designer supports multiple trigger types (record-based, scheduled, application-based) and subflows enable reusable automation components that can be shared across flows.",self-service-automation
"An organization wants to require manager approval for any catalog request over $1,000. Where should this approval be configured?",multiple-choice,In the catalog item's Approval field using a generated approval based on the price,In a Flow Designer approval action with a condition checking the item price,In a UI Policy on the Request form,In the user's manager field only,,,,,,,,,,,,2,"Flow Designer's 'Ask for Approval' action can include conditions based on variables like price. This allows dynamic approval routing — only triggering manager approval when the price exceeds $1,000.",self-service-automation
What is the purpose of the 'Knowledge Base' in ServiceNow self-service?,multiple-choice,To provide searchable articles that help users resolve issues without creating tickets,To store system configuration documentation only,To replace the Service Catalog entirely,To manage user passwords,,,,,,,,,,,,1,"Knowledge Bases contain articles organized by category that enable self-service. Users can search for solutions to common issues, reducing ticket volume through 'shift left' — resolving issues at the lowest cost tier.",self-service-automation
What is the correct order of records created when a user submits a Service Catalog request?,multiple-choice,Request → Requested Item (RITM) → Catalog Task(s),Incident → Request → Catalog Task(s),Catalog Task → Requested Item → Request,Change Request → Request → Requested Item,,,,,,,,,,,,1,"The Service Catalog creates a Request (sc_request) which contains one or more Requested Items (sc_req_item/RITM), which may generate Catalog Tasks (sc_task) for fulfillment. This is the standard three-tier request model.",self-service-automation
Which notification channel should an administrator configure to send a user an update when their catalog request is approved?,multiple-choice,An email notification triggered by the RITM approval state change,A popup alert on the ServiceNow homepage,A system log entry visible only to administrators,A change to the user's browser bookmark,,,,,,,,,,,,1,Email notifications triggered by record state changes (like RITM stage/approval changes) are the standard way to inform users about request status updates in ServiceNow.,self-service-automation
What is the 'Service Portal' in ServiceNow?,multiple-choice,A user-facing website built with widgets that provides self-service capabilities outside the platform UI,A dashboard for administrators to monitor system health,A mobile app available on app stores,The main backend interface for ITIL users,,,,,,,,,,,,1,"Service Portal is a framework for creating user-facing websites using configurable widgets. It provides a simplified, branded experience for end users to access the Service Catalog, Knowledge Base, and submit requests without needing access to the full platform UI.",self-service-automation
What does a list in ServiceNow display?,multiple-choice,A single record from a table,Records from a table where each row is a record and each column is a field,Only the fields marked as mandatory,Configuration settings for applications,,,,,,,,,,,,2,"A list shows records from a table. In both the core platform and workspace, each row is a record and each column is a field. Lists can be interacted with in various ways including filtering and sorting.",User Interface & Navigation
What is the purpose of views in ServiceNow?,multiple-choice,To delete records from the database,To display lists or forms in different ways for different user types,To create new tables automatically,To import data from external sources,,,,,,,,,,,,2,"Views allow users to display lists or forms in different ways. System administrators can create views for different user types, such as employee, self-service, and mobile users. The number of records stays the same, but field order may vary.",User Interface & Navigation
What is dot-walking in ServiceNow?,multiple-choice,A method to delete multiple records at once,Collecting data from related tables via reference fields,A type of user authentication,A workflow execution pattern,,,,,,,,,,,,2,"Dot-walking collects data from related tables via reference fields. It works in form layout, but not in form design. It's commonly used in form builder, list views, platform analytics, and Workflow Studio.",User Interface & Navigation
What are the three parts of a filter condition in ServiceNow?,multiple-choice,"Table, Record, and Value","Field, Operator, and Value","User, Role, and Permission","Name, Description, and Category",,,,,,,,,,,,2,"A filter condition has three parts: Field (can include related tables), Operator (varies by field type, like 'greater than' for numbers), and Value (text entry or choice list based on field type).",User Interface & Navigation
What is the difference between personalize list and configure list layout?,multiple-choice,They are the same function with different names,Personalize list affects only the individual user; configure list layout affects everyone,Personalize list is for admins only; configure list layout is for all users,Personalize list is permanent; configure list layout is temporary,,,,,,,,,,,,2,"Where the list layout configuration affects everyone, the personalize list modifies the layout of a list for an individual user. It does not affect the platform default. Personalization should be used for temporary situations.",User Interface & Navigation
"A user has personalized their incident list view. Later, an administrator adds a new column to the default list view. What will happen for that user?",multiple-choice,The user will automatically see the new column,The user will not see the new column until they choose 'reset to column defaults',The user's personalization will be automatically deleted,The administrator's change will be rejected,,,,,,,,,,,,2,"Any global changes that occur at the system level will not be reflected in a personalized list. If the system administrator configures a list view a user has personalized, they will not see those newly added default changes until they choose reset to column defaults.",User Interface & Navigation
Where is the view name displayed on a list or form?,multiple-choice,At the bottom of the page,In brackets beside the table or form title (unless it's the default view),In the Application Navigator,In the user profile settings,,,,,,,,,,,,2,"The view name will appear in brackets beside the table or form title, unless it's the default view. This helps users identify which view they are currently using.",User Interface & Navigation
What does a form in ServiceNow display?,multiple-choice,Multiple records from multiple tables,Information from a single record in a table,Only read-only data,System configuration settings,,,,,,,,,,,,2,"Forms in ServiceNow show information from a single record in a table, and can be accessed through global search or lists. The form's content varies with the record type, and users can view or edit this content.",User Interface & Navigation
Which elements are included on ServiceNow forms? (Choose two),multiple-choice,Fields and sections,Import sets,Related lists,Scheduled jobs,,,,,,,,,,,,"1,3","Forms include fields, sections, formatters, UI actions, and related lists. These elements enhance how users navigate and interact with forms. Import sets and scheduled jobs are separate functionalities.",User Interface & Navigation
What happens when you navigate away from a form without saving changes?,multiple-choice,Changes are automatically saved,You will be prompted to save or discard changes before reloading the form,Changes are lost without any warning,The form becomes read-only,,,,,,,,,,,,2,"When changing views or navigating away, you will be prompted to save or discard changes before reloading the form. This prevents accidental data loss.",User Interface & Navigation
What are the three ways to modify a form in ServiceNow?,multiple-choice,"Import, Export, and Copy","Form Builder, Form Design, and Form Layout","Create, Update, and Delete","View, Edit, and Preview",,,,,,,,,,,,2,"There are several ways to modify a form: Form Builder, Form Design, and Form Layout. Each provides different capabilities for form customization. Administrators should avoid adding the same editable field in multiple sections.",User Interface & Navigation
What is the purpose of templates in ServiceNow?,multiple-choice,To create new tables automatically,To pre-fill common field values when creating records,To backup database records,To generate automated reports,,,,,,,,,,,,2,"Templates allow users to fill in the most common fields for a table, save it as a template, and make it available to users. Users can apply templates manually when creating records, or administrators can set scripts to apply them automatically.",User Interface & Navigation
Why should only certain groups be allowed to create templates?,multiple-choice,To reduce system storage usage,To avoid bypassing processes like mandatory fields and UI policies,To prevent users from seeing each other's data,To improve system performance,,,,,,,,,,,,2,"Only certain groups should create templates to avoid bypassing processes, like mandatory fields and UI policies, particularly for records using condition based flows or workflows. Templates can potentially skip validation rules if not properly controlled.",User Interface & Navigation
What happens when a user personalizes a form using the personalize form feature?,multiple-choice,The changes affect all users on the platform,The personalized form will remain each time the user logs in,Mandatory fields can be hidden,The changes are temporary and reset on logout,,,,,,,,,,,,2,The personalized form will remain each time the user logs in. Only fields configured to display are available in the personalize form menu. Mandatory fields cannot be hidden through personalization.,User Interface & Navigation
"In Form Builder, which elements can administrators configure in the policies and rules section? (Choose two)",multiple-choice,UI policies,Database schemas,Business rules,Network settings,,,,,,,,,,,,"1,3","In the Form Builder policies and rules section, administrators can configure UI policies, access control rules, client scripts, business rules, and workspace view rules. Database schemas and network settings are managed elsewhere.",User Interface & Navigation
What is the purpose of dot-walking in ServiceNow?,multiple-choice,To navigate between application menus,To access fields from related tables through reference fields,To create new database tables,To configure user roles and permissions,,,,,,,,,,,,2,"Dot-walking collects data from related tables via reference fields. It allows you to access fields on referenced records, commonly used in form builder, form layout, list views, platform analytics, and Workflow Studio.",User Interface & Navigation
What happens when a system administrator configures a list view that a user has already personalized?,multiple-choice,The user's personalized view is automatically updated with the new changes,The user will NOT see the new default changes until they choose 'Reset to column defaults',The personalized view is deleted and replaced with the new configuration,Both views are merged automatically,,,,,,,,,,,,2,Any global changes at the system level will not be reflected in a personalized list. The user must choose 'Reset to column defaults' to see newly added default changes.,User Interface & Navigation
Which of the following are ways to modify a form in ServiceNow? (Choose 3),multiple-choice,Form Builder,Form Design,Form Layout,Form Schema,,,,,,,,,,,,"1,2,3","There are three ways to modify a form in ServiceNow: Form Builder, Form Design, and Form Layout. Form Schema is not a valid form modification tool.",User Interface & Navigation
A user wants to hide certain fields on a form without affecting other users. Which feature should they use?,multiple-choice,Form Builder,Form Layout,Personalize Form,UI Policy,,,,,,,,,,,,3,Personalize Form allows individual users to hide fields on a form without affecting other users. The personalized form remains each time the user logs in. Mandatory fields cannot be hidden.,User Interface & Navigation
