Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
Which capability in ITSM Pro provides data visualizations to anticipate trends and drive IT alignment with business goals?,multiple-choice,Virtual Agent,Predictive Intelligence,Platform Analytics,Continual Improvement Management,,,,,,,,,,,,3,"Platform Analytics enables stakeholders, workers, owners, and executives to make smarter, real-time decisions. It uses data visualizations to anticipate trends, prioritize resources, and drive IT alignment with business goals. Platform Analytics is included in ITSM Pro.",Reporting & Metrics
Which workspace allows service owners to track and analyze how services are performing from a single integrated interface?,multiple-choice,Service Operations Workspace,Service Owner Workspace,Vendor Manager Workspace,Agent Workspace,,,,,,,,,,,,2,Service Owner Workspace provides service owners with a single window to manage and monitor portfolios and services in one integrated and graphically intuitive user interface. It allows tracking and analysis of service performance and identification of services needing attention.,Reporting & Metrics
"An Incident Manager wants to send satisfaction surveys to users after incident closure, but not more than once per 30 days per user. Where is this limitation configured?",multiple-choice,In the survey question properties,In the survey trigger conditions,In the user profile settings,In the notification email template,,,,,,,,,,,,2,"Survey trigger conditions define when surveys are sent and include options to limit survey frequency per user. The trigger can be configured to prevent sending more than one survey to the same user within a specified period (e.g., 30 days), preventing survey fatigue while still collecting feedback.",Reporting & Metrics
Which ITSM tier includes Continual Improvement Management and Predictive Intelligence?,multiple-choice,ITSM Standard,ITSM Professional,ITSM Enterprise,Now Platform,,,,,,,,,,,,2,"ITSM Professional builds on ITSM Standard with capabilities including Virtual Agent, Predictive Intelligence, Continual Improvement Management, Platform Analytics, Service Owner Workspace, Vendor Manager Workspace, and DevOps.",Reporting and Metrics
Which two additional applications does ITSM Enterprise add on top of ITSM Standard and Professional?,multiple-choice,Process Optimization and Workforce Optimization,Virtual Agent and Predictive Intelligence,Performance Analytics and DevOps,Service Mapping and Event Management,,,,,,,,,,,,1,ITSM Enterprise builds off Standard and Professional with two additional applications: Process Optimization and Workforce Optimization. Virtual Agent and Predictive Intelligence are part of ITSM Professional.,Reporting and Metrics
Which three translation services are supported by default for Dynamic Translation in ServiceNow? (Choose three.),multiple-choice,IBM,Microsoft,Google,Amazon,DeepL,,,,,,,,,,,"1,2,3","Dynamic Translation in ServiceNow uses IBM, Microsoft, and Google translation services by default. It can translate comments and work notes, enabling individuals to interact with the platform in their native language.",Reporting and Metrics
What is the Walk-up Experience application used for in ServiceNow ITSM?,multiple-choice,Managing remote desktop support sessions,Enabling users to check into a queue at a physical IT support location,Tracking employee badge access to server rooms,Monitoring mobile device compliance,,,,,,,,,,,,2,"Walk-up Experience enables users to check into a walk-up queue online, view the number of requesters in the queue, schedule appointments, and receive reminders. Large monitors at the physical location display walk-in requests and appointments.",Reporting and Metrics
What are the four stages of the Request Management lifecycle?,multiple-choice,"New, In Progress, On Hold, Closed","Submittal, Approval, Fulfillment, Closure","Create, Assess, Authorize, Implement","Detection, Investigation, Resolution, Review",,,,,,,,,,,,2,"The Request Management lifecycle consists of four stages: Submittal (users select and submit catalog items), Approval (orders are approved if required), Fulfillment (tasks are completed to fulfill items), and Closure (request is closed when all items are fulfilled).",Request Management
What is the purpose of an Order Guide in the Service Catalog?,multiple-choice,To provide information instead of goods and services,To create incident records from the Service Catalog,To bundle multiple catalog items into one request,To approve catalog requests automatically,,,,,,,,,,,,3,"Order guides allow for the convenient bundling of multiple items, such as when providing new IT equipment, software, and account access to a new employee. They enable users to request multiple related items in a single transaction.",Request Management
What is the record prefix for Requested Items?,multiple-choice,REQ,RITM,SCTASK,INC,,,,,,,,,,,,2,"Each Requested Item is assigned a unique RITM number and provides details like the fulfillment stage and price associated with that particular item. REQ is for the overall Request, SCTASK is for catalog tasks.",Request Management
What are the three types of catalog items in ServiceNow? (Select all that apply),multiple-choice,Record producers,Order guides,Content items,Change requests,,,,,,,,,,,,"1,2,3","The three types of catalog items are: Record producers (create custom fulfillment experiences and task records), Order guides (bundle multiple items), and Content items (provide information instead of goods and services).",Request Management
What happens when a request is rejected during the approval stage?,multiple-choice,It moves to fulfillment anyway,The process comes to a halt,It is automatically escalated to a manager,It creates an incident record,,,,,,,,,,,,2,"If the request is rejected during the approval stage, the process comes to a halt. However, if approved, the request moves forward to the fulfillment stage where tasks are created and completed.",Request Management
What role has full control over all aspects of the Service Catalog application?,multiple-choice,catalog_editor,catalog_manager,catalog_admin,catalog_builder_editor,,,,,,,,,,,,3,Users with the catalog_admin role have full control over all aspects of the Service Catalog application. This role is given to users responsible for configuring and maintaining the Service Catalog application.,Request Management
How does the request closure process work when multiple catalog tasks are involved?,multiple-choice,The request closes when the first task is completed,Requests are closed automatically from task level up to request level,Each task must be manually closed by an administrator,The request closes 7 days after the last task,,,,,,,,,,,,2,"Requests are automatically closed starting from the catalog task level up to the requested item level, and ultimately to the request level. Once all tasks are completed, the requested item closes, which in turn closes the request.",Request Management
What is the purpose of a Record Producer in the Service Catalog?,multiple-choice,To bundle multiple items together,To create custom fulfillment experiences and task-based records,To provide informational content to users,To automatically approve requests,,,,,,,,,,,,2,"Record producers create custom fulfillment experiences using App Engine automation tools. They provide alternate ways of adding information, such as incidents, via the Service Catalog.",Request Management
What must happen before a fulfiller can begin work on a catalog task?,multiple-choice,The request must be closed first,The task must be assigned and state changed to Work in Progress,All other tasks must be completed,The manager must manually approve the task,,,,,,,,,,,,2,"Before starting work on a catalog task, it must be assigned to a member within the assigned group and the State field should be changed from Open to Work in Progress.",Request Management
What is the record prefix for catalog tasks in ServiceNow?,multiple-choice,RITM,SC Task,REQ,CAT,,,,,,,,,,,,2,"Catalog task record IDs are distinguished by the prefix SC Task. Each record represents a single activity necessary for fulfilling a specific requested item. REQ is for requests, RITM is for requested items.",Request Management
"Which of the following statements about Order Guides are true?
a) Order guides bundle multiple catalog items into one request.
b) Users can pick and choose which items to include from the guide.
c) Items that are not sequenced execute at the end of the process.
d) Users can only sequence items within the corresponding order guide.",multiple-choice,"a, b, c, and d","a, b, and d",a and b only,"a, c, and d",,,,,,,,,,,,2,"Statements a, b, and d are true. Statement c is false — items that are not sequenced execute at the BEGINNING of the process, not the end. Order guides allow bundling, user selection, and sequencing only within the guide.",Request Management
"A request has three catalog tasks. Task 1 and Task 2 run in parallel, and Task 3 depends on their completion. When all tasks are done, what happens?",multiple-choice,An administrator must manually close the requested item and request,"The requested item closes automatically, then the request closes automatically",The request closes but the requested item remains open for review,A notification is sent to the requester to close the request manually,,,,,,,,,,,,2,"In the Request Management closure stage, requests are automatically closed bottom-up: once all catalog tasks are completed, the requested item is automatically closed, which in turn closes the request. No manual intervention is needed.",Request Management
Which type of catalog item provides information rather than goods or services?,multiple-choice,Record Producer,Order Guide,Content Item,Service Offering,,,,,,,,,,,,3,"Content items provide information instead of goods and services. The three types of catalog items are: Record Producers (create task-based records), Order Guides (bundle multiple items), and Content Items (provide information).",Request Management
Which two actions must a fulfiller take before starting work on a catalog task? (Choose two.),multiple-choice,The task must be assigned to a member within the assigned group,The State field must be changed from Open to Work in Progress,The task must be approved by the change manager,The requester must confirm the task details,,,,,,,,,,,,"1,2","Before starting work, two things must happen: the catalog task must be assigned to a specific member within the assigned group, and the State field should be changed from Open to Work in Progress.",Request Management
Which closure states are available for completed catalog tasks?,multiple-choice,"Closed Complete, Closed Skipped, and Closed Incomplete","Resolved, Closed, and Canceled","Done, Skipped, and Failed","Fulfilled, Rejected, and Canceled",,,,,,,,,,,,1,"Catalog tasks can be marked as Closed Complete (task finished successfully), Closed Skipped (task not needed), or Closed Incomplete (task could not be fully completed). These are the standard closure states.",Request Management
What does SLA stand for in ServiceNow ITSM?,multiple-choice,System Level Agreement,Service Level Agreement,Service License Authorization,Standard Level Acknowledgment,,,,,,,,,,,,2,"SLA stands for Service Level Agreement. It defines the commitment between a service provider and customer regarding service quality, availability, and response times. In ServiceNow ITSM, SLAs are used to track and manage response and resolution timeframes for incidents, requests, and other task records.",SLA Management
What color indicates a breached SLA in the ServiceNow SLA timeline?,multiple-choice,Yellow,Orange,Gray,Red,,,,,,,,,,,,4,"Red indicates a breached SLA in the ServiceNow SLA timeline. The color progression is: Green (< 50% elapsed), Yellow (50-75% elapsed), Orange (75-100% elapsed), Red (breached), and Gray (paused). These visual indicators help agents quickly identify SLA status.",SLA Management
What is the difference between a Response SLA and a Resolution SLA for incidents?,multiple-choice,"Response SLA tracks time to close, Resolution SLA tracks time to assign","Response SLA tracks time to assign, Resolution SLA tracks time to resolve","Response SLA only applies to P1 incidents, Resolution SLA applies to all","Response SLA is for internal teams, Resolution SLA is for customers",,,,,,,,,,,,2,Response SLA tracks the time from incident creation until it is assigned to an individual (when the Assigned To field is populated and state is In Progress). Resolution SLA tracks the time from creation until the incident is resolved. Both SLAs can apply to all priority levels with different time targets.,SLA Management
What happens to an SLA clock when an incident is placed On Hold?,multiple-choice,The SLA clock continues running normally,The SLA clock resets to zero,The SLA clock pauses and resumes when taken off hold,The SLA is automatically marked as breached,,,,,,,,,,,,3,"When an incident is placed On Hold, the SLA clock pauses (indicated by a gray timeline). The pause condition allows time to be excluded when waiting for external factors like customer response or vendor input. When the incident is taken off hold, the SLA clock resumes from where it left off.",SLA Management
Which types of agreements can be configured in ServiceNow to track service commitments? (Select two),multiple-choice,Service Level Agreement (SLA),Master Service Contract (MSC),Operational Level Agreement (OLA),Technical Requirement Document (TRD),,,,,,,,,,,,"1,3",ServiceNow supports three types of service agreements: SLAs (Service Level Agreements) define commitments between the IT organization and customers. OLAs (Operational Level Agreements) define commitments between internal IT teams. UCs (Underpinning Contracts) define commitments with external vendors. MSC and TRD are not agreement types in ServiceNow.,SLA Management
A company requires that Priority 1 incidents be responded to within 20 minutes during business hours only (8AM-5PM weekdays). Which SLA component needs to be configured?,multiple-choice,The SLA workflow to exclude weekends,The SLA schedule to define 8-5 weekdays,The SLA notification to pause on weekends,The SLA condition to filter by time of day,,,,,,,,,,,,2,"SLA definitions use schedules to determine when the SLA clock runs. By configuring a schedule of 8-5 weekdays and attaching it to the SLA definition, the SLA clock will only count time during those hours. Time outside the schedule is automatically excluded from the elapsed time calculation.",SLA Management
What color does the SLA Timeline display when a task SLA is paused?,multiple-choice,Green,Yellow,Gray,Red,,,,,,,,,,,,3,"A paused task SLA stage is displayed in gray on the SLA Timeline. Green is <50%, yellow is 50-75%, orange is 75-100%, and red indicates a breach (>100%).",SLA Management
Which two types of service agreements exist alongside SLAs in ServiceNow? (Choose two.),multiple-choice,Operational Level Agreement (OLA),Configuration Level Agreement (CLA),Underpinning Contract (UC),Business Process Agreement (BPA),,,,,,,,,,,,"1,3","ServiceNow supports three types of service agreements: SLAs (between service provider and users), OLAs (internal agreements to meet SLAs), and UCs (agreements between service provider and external vendors). OLAs track internal service commitments; UCs track external vendor performance.",SLA Management
An incident's assignment group is changed during investigation. What happens to the SLA?,multiple-choice,The SLA continues unchanged,The initial SLA is closed and a new SLA begins with a retroactive start,The SLA is paused until the new group accepts the assignment,The SLA is canceled and no new SLA is created,,,,,,,,,,,,2,"When the assignment group is changed, a condition can be set to close the initial SLA triggered and start a new SLA with a retroactive start. Internal SLAs (indicated as OLA in the Type column) may be activated when an incident escalates to a different group.",SLA Management
When does the Response SLA end for an incident?,multiple-choice,When the incident state is set to Resolved,When the Assigned To field is completed and state is set to In Progress,When the incident is closed,When the caller confirms resolution,,,,,,,,,,,,2,"The Response SLA ends when the Assigned To field is completed and the state is set to In Progress. At this point, the Resolution SLA continues to run until the incident is resolved.",SLA Management
