Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
What is the concept of 'tiering' in Third-Party Risk Management?,multiple-choice,Categorizing vendors by contract value only,Classifying vendors by their risk level to determine assessment rigor and monitoring frequency,Ranking vendors by customer satisfaction scores,Organizing vendors by geographic region,,,,,,,,,,,,2,"Tiering classifies vendors by inherent risk level (e.g., critical, high, medium, low), determining the depth of assessment, frequency of reassessment, and level of ongoing monitoring required.",CIS-TPRM
Which lifecycle phase of TPRM focuses on evaluating a vendor BEFORE entering a business relationship?,multiple-choice,Continuous monitoring,Offboarding,Pre-contract assessment (due diligence),Periodic reassessment,,,,,,,,,,,,3,"Pre-contract assessment (due diligence) evaluates the vendor's risk posture before entering a business relationship, ensuring acceptable risk levels before onboarding.",CIS-TPRM
What is the purpose of third-party elements in TPRM?,multiple-choice,To store login credentials for third-party contacts,"To identify and assess additional entities related to an engagement, such as data centers or applications",To manage email notification templates,To configure workflow automation rules,,,,,,,,,,,,2,"Third-party elements are additional entities related to an engagement that need to be identified and assessed. After the IRQ process, if TP elements are needed, a collection task is created to gather information about elements like data centers, applications, or other entities associated with the engagement.",Third-party Supporting Processes
Which roles can monitor third-party risk using the Vendor Management Workspace? (Choose THREE),multiple-choice,TPR managers,TPR assessors,Third-party assessment reviewers,Third-party contacts,Due diligence requesters only,,,,,,,,,,,"1,2,3","TPR managers [sn_vdr_risk_asmt.vendor_risk_manager], TPR assessors [sn_vdr_risk_asmt.vendor_assessor], and Third-party assessment reviewers [sn_vdr_risk_asmt.vendor_assessment_reviewer] can monitor and review the performance of third parties with Vendor Management Workspace.",Third-party Supporting Processes
"After the TP element collection process, what must the TPR manager or owner do to create element records?",multiple-choice,Wait for automatic element creation by the system,Manually create third-party element records based on questionnaire responses,Send a request to the third party for element creation,Import elements from an external system,,,,,,,,,,,,2,"After the third-party engagement contact submits questionnaire responses, the TPR manager or owner navigates to the list of third-party elements and manually creates a third-party element record for each set of responses. Entity records are then automatically generated for each element.",Third-party Supporting Processes
"Evaluate the following statements about the TP element collection process:

Statement 1: The collection process begins when the TPR manager selects 'Start collection' after the IRQ process completes.

Statement 2: Entity records must be manually created for each third-party element.

Which statements are TRUE?",multiple-choice,Both statements are true,Only Statement 1 is true,Only Statement 2 is true,Neither statement is true,,,,,,,,,,,,2,"Statement 1 is true - the collection process starts when the TPR manager selects 'Start collection' after IRQ completion, creating a collection task. Statement 2 is false - entity records are AUTOMATICALLY generated for each element after the element records are manually created.",Third-party Supporting Processes
Which role is required to add a third-party element record to an engagement?,multiple-choice,sn_vdr_risk_asmt.vendor_contact,sn_vdr_risk_asmt.vendor_assessor (as owner) or sn_vdr_risk_asmt.vendor_risk_manager,itil,approver_user,,,,,,,,,,,,2,The sn_vdr_risk_asmt.vendor_assessor role (when assigned as the due diligence request owner) or the sn_vdr_risk_asmt.vendor_risk_manager role is required to add third-party element records to engagements.,Third-party Supporting Processes
Which of the following is NOT a state change during the TP element collection process?,multiple-choice,Collection in progress,Collection in review,Collection approved,TP elements are closed,,,,,,,,,,,,3,'Collection approved' is not a standard state in the TP element collection process. The process moves through states like 'Collection in progress' (when collecting) to 'Collection in review' (when all elements are created and the collection task is closed).,Third-party Supporting Processes
What happens after third-party elements are assigned to an engagement?,multiple-choice,The engagement is automatically closed,The elements become active and available for assessment,A new IRQ is automatically generated,The third party receives a notification to approve the elements,,,,,,,,,,,,2,"After third-party elements are assigned to an engagement, the elements become active and available for assessment. The TPR manager and internal stakeholders can then assess them as part of the overall due diligence process.",Third-party Supporting Processes
Which types of due diligence are typically conducted in the TPRM due diligence process? (Choose FOUR),multiple-choice,Information Security due diligence,Financial due diligence,Legal due diligence,Operational due diligence,Marketing due diligence,,,,,,,,,,,"1,2,3,4","TPRM supports several types of due diligence including Information Security, Financial, Legal, Operational, Compliance, and Reputation due diligence. Marketing due diligence is not a standard type.",Supporting Processes
What is the primary objective of Information Security due diligence in TPRM?,multiple-choice,To evaluate the third party's marketing capabilities,To safeguard sensitive information and mitigate the risk of data breaches or unauthorized access,To assess the third party's financial profitability,To verify the third party's legal entity registration,,,,,,,,,,,,2,"Information Security due diligence involves evaluating the third party's data protection practices, cybersecurity measures, and information handling processes. The objective is to safeguard sensitive information and mitigate the risk of data breaches or unauthorized access.",Supporting Processes
In which table must all third parties be categorized as 'Vendors'?,multiple-choice,Third Party [sn_vdr_risk_asmt_third_party],Company [core_company],Vendor [vendor],Organization [sys_organization],,,,,,,,,,,,2,All third parties must be categorized as 'Vendors' in the Company [core_company] table.,Supporting Processes
What does Reputation due diligence assess in the TPRM context?,multiple-choice,The third party's data encryption standards,The third party's integrity and past performance through background checks and media coverage,The third party's financial statements and credit rating,The third party's IT infrastructure and disaster recovery plans,,,,,,,,,,,,2,"Reputation due diligence assesses the third party's integrity and past performance through background checks and media coverage, ensuring alignment with organizational values.",Supporting Processes
Which TPRM tools support the due diligence process? (Choose THREE),multiple-choice,Questionnaire templates sent through the third-party portal,Due Diligence Request (DDR) workflows,Reports and dashboards for tracking active requests,Automated contract signing workflows,Real-time video conferencing integration,,,,,,,,,,,"1,2,3","TPRM provides questionnaire templates for financial assessment sent through the third-party portal, DDR workflows for orchestrating internal and external assessments, and reports and dashboards for tracking active requests and timelines.",Supporting Processes
What does Compliance due diligence verify in TPRM?,multiple-choice,The third party's ability to deliver products on time,"Adherence to laws and regulations, identifying potential compliance gaps",The third party's cybersecurity incident history,The third party's employee satisfaction ratings,,,,,,,,,,,,2,"Compliance due diligence verifies adherence to laws and regulations, identifying potential compliance gaps that could lead to legal or reputational issues.",Supporting Processes
A TPR assessor needs to create a single fourth-nth party record quickly without sending a questionnaire. Where should they navigate?,multiple-choice,All > Third-party Risk Management > Fourth Parties > New,Workspaces > Vendor Management Workspace > Third parties > All fourth parties > New,All > GRC > Policy and Compliance > Fourth Parties,Workspaces > Vendor Management Workspace > Assessments > Fourth Party Templates,,,,,,,,,,,,2,"To manually create a fourth-nth party record, navigate to Workspaces > Vendor Management Workspace, select the list icon, then navigate to Third parties > All fourth parties > New.",Supporting Processes
How does TPRM integrate with GRC Issue Management when a vendor assessment reveals non-compliance?,multiple-choice,Issues are manually created by administrators only,Assessment findings can automatically generate GRC issues for tracking and remediation,Non-compliance results in automatic vendor termination,Issues are logged in a separate system outside ServiceNow,,,,,,,,,,,,2,"TPRM integrates with GRC Issue Management to automatically generate issues from assessment findings, enabling structured tracking and remediation of vendor non-compliance.",CIS-TPRM
What is the primary purpose of the Third-party portal in TPRM?,multiple-choice,To manage internal employee onboarding,To provide third-party contacts a secure interface to respond to assessments and manage tasks,To generate financial reports for executives,To configure system properties and settings,,,,,,,,,,,,2,"The Third-party portal serves as a secure primary point of interaction for third-party contacts and risk assessors. Third-party contacts use it to organize, prioritize, and perform tasks like responding to questionnaires, performing tasks, and communicating with risk-assessment staff regarding issues.",Third-party Portal
Which of the following tasks can third-party contacts perform through the Third-party portal? (Choose THREE),multiple-choice,Respond to questionnaires for assessments,Delegate tasks to other contacts,Configure TPRM system properties,Manage their contact information,Assign TPRM roles to internal users,,,,,,,,,,,"1,2,4","Third-party contacts can use the portal to respond to assessments, delegate tasks, and manage their information. They can also use Microsoft Excel templates or the SIG questionnaire for responses. System configuration and role assignment are internal administrator tasks.",Third-party Portal
Which role is required to set up third-party contacts in TPRM?,multiple-choice,itil only,admin or sn_vdr_risk_asmt.vendor_risk_manager,sn_vdr_risk_asmt.vendor_contact,approver_user,,,,,,,,,,,,2,The admin or sn_vdr_risk_asmt.vendor_risk_manager role is required to set up third-party contacts. This includes granting access to the Third-party portal and specifying permissions for third-party contacts.,Third-party Portal
"Evaluate the following statements about the Third-party portal:

Statement 1: TPR managers can create logins for third-party contacts and assign roles through the portal.

Statement 2: Third-party contacts cannot track their progress on questionnaires through the portal.

Which statements are TRUE?",multiple-choice,Both statements are true,Only Statement 1 is true,Only Statement 2 is true,Neither statement is true,,,,,,,,,,,,2,"Statement 1 is true - TPR managers can manage third-party contacts including creating logins, assigning roles, and tracking progress. Statement 2 is false - third-party contacts CAN track their progress on questionnaires and tasks through the Third-party portal.",Third-party Portal
What happens when a third-party contact opens an assessment in the Third-party portal that has the 'Include previous responses' option enabled?,multiple-choice,They see a blank questionnaire with no pre-filled responses,They receive a notification with the previous assessment information and can review/update pre-populated responses,They cannot access the questionnaire until previous responses are removed,The questionnaire is automatically submitted without their input,,,,,,,,,,,,2,"When 'Include previous responses' is enabled, the notification in the Third-party portal includes the number, name, and last updated date of the previous assessment that supplied the responses, along with a link to that assessment. The third-party contact can then review and update the pre-populated responses.",Third-party Portal
Which of the following is NOT a capability available to TPR managers when managing the Third-party portal?,multiple-choice,Creating logins for third-party contacts,Assigning roles to third-party contacts,Directly answering questionnaires on behalf of third parties without any configuration,Tracking progress on questionnaires and tasks,,,,,,,,,,,,3,"While TPR managers can manage contacts, assign roles, and track progress, answering questionnaires on behalf of third parties requires the sn_svdp.allow_assessor_edit property to be configured appropriately. It's not automatically available.",Third-party Portal
Which response formats can third-party contacts use when responding to questionnaires through the portal? (Choose TWO),multiple-choice,Microsoft Excel templates,Microsoft PowerPoint presentations,SIG questionnaire format,Video recordings,Audio files,,,,,,,,,,,"1,3",Third-party contacts can use Microsoft Excel templates or the SIG (Standard Information Gathering) questionnaire format for responses through the portal. These are the standard supported response formats.,Third-party Portal
What tasks can third-party contacts perform using the Third-party portal? (Choose THREE),multiple-choice,Respond to questionnaires for assessments,Perform assigned tasks,Communicate with risk-assessment staff regarding issues,Approve due diligence requests,Modify TPRM system properties,,,,,,,,,,,"1,2,3","Third-party contacts use the Third-party portal to securely organize, prioritize, and perform tasks like responding to questionnaires for assessments, performing tasks, and communicating with risk-assessment staff regarding issues.",Third-party Portal
Which roles can set up third-party contacts to grant access to the Third-party portal?,multiple-choice,admin only,admin or sn_vdr_risk_asmt.vendor_risk_manager,sn_vdr_risk_asmt.vendor_risk_assessor only,Any user with the itil role,,,,,,,,,,,,2,The admin or sn_vdr_risk_asmt.vendor_risk_manager role is required to set up third-party contacts and grant them access to the Third-party portal.,Third-party Portal
What must be set up to enable secure access for external third parties to the TPRM portal?,multiple-choice,A VPN connection for each third party,An authentication policy using platform post-authentication policies,Individual admin accounts for each third-party contact,A dedicated TPRM instance for external users,,,,,,,,,,,,2,An authentication policy must be added to enable secure access for external third parties. This uses the platform post-authentication policies to enable third parties to secure access to your instance.,Third-party Portal
Which questionnaire classification must be used for fourth-party registration questionnaires sent to third parties through the portal?,multiple-choice,Risk Assessment classification,Fourth-party template classification with Fourth-party information metric category,Compliance Assessment classification,Standard vendor questionnaire classification,,,,,,,,,,,,2,You can use the base system fourth-party registration questionnaire or a custom questionnaire that has the Fourth-party template classification and has a Fourth-party information metric category added.,Third-party Portal
What must be configured to enable email notification of assessments and issues to third-party contacts?,multiple-choice,SMTP server settings in system properties,Email communication with third-party contacts,Notification rules in the Service Portal,Push notification subscriptions for each contact,,,,,,,,,,,,2,You must enable email communication with third-party contacts to enable email notification of assessments and issues. This is a specific TPRM configuration task.,Third-party Portal
What is the purpose of the Third-Party Portal in TPRM?,multiple-choice,To allow internal users to review vendor contracts,To provide external vendors a secure interface to complete assessments and upload evidence,To display vendor performance dashboards to executives,To manage vendor billing and invoicing,,,,,,,,,,,,2,"The Third-Party Portal gives external vendors a secure, self-service interface to respond to assessment questionnaires, upload supporting evidence, and communicate with the assessing organization.",CIS-TPRM
