Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
Which features are part of the Software Asset Management application's core functionality? (Choose three.),multiple-choice,Discovery and normalization of installed software,Hardware lifecycle management,Reconciliation of software compliance,Software reclamation and optimization,Network bandwidth monitoring,,,,,,,,,,,"1,3,4","The SAM application's core functionality includes: Discovery and normalization (matching discovered software to a centralized library), Reconciliation (calculating compliance status based on rights used vs purchased), and Optimization/Reclamation (uninstalling unused software and reclaiming rights).",SAM Overview & Fundamentals
What is the primary purpose of the Software Asset Management Content Service?,multiple-choice,To provide automated software deployment to endpoints,To deliver normalization content and rules for mapping discovered software to known products,To generate license compliance reports for auditors,To manage software entitlement purchasing workflows,,,,,,,,,,,,2,"The SAM Content Service delivers normalization content including publisher part numbers, discovery model-to-product mappings, and pattern rules. It continuously updates to improve normalization accuracy.",SAM Overview & Fundamentals
Which widget on the Software Asset Overview shows the cost of licenses owned but not being used?,multiple-choice,Total true-up cost,Over-licensed amount,Potential savings,Software spend,,,,,,,,,,,,2,"The Over-licensed amount widget shows the cost of licenses owned but not being used, sourced from Product Results [samp_product_result].",SAM Overview & Fundamentals
Which Activity Center alerts require the sam_admin role to access? (Choose 2),multiple-choice,Scheduled jobs failed,Removal candidates identified,Last content download failed,New normalization suggestions,,,,,,,,,,,,"1,3",'Scheduled jobs failed' and 'Last content download failed' both require the sam_admin role. All other alerts are accessible to any user with the sam_user role.,SAM Overview & Fundamentals
What does the 'Expiring maintenance and subscription' widget on the Software Asset Overview display?,multiple-choice,Entitlements that expired in the last 6 months,The end date total of all entitlements going to expire within 6 months,All entitlements with no end date set,Subscriptions that need immediate renewal,,,,,,,,,,,,2,"This widget shows the end date of the total sum of all entitlements going to expire within 6 months, including Perpetual, Maintenance, Perpetual + Maintenance, Upgrade, SA, Perpetual + SA, and Step-up types.",SAM Overview & Fundamentals
A SAM administrator wants to view reports and dashboards only for software products being managed in a phase-wise implementation. Which property must be enabled?,multiple-choice,com.snc.samp.automaticsmrcreation,com.snc.samp.manage.published.products,com.snc.samp.recon.enablecustommetrics,com.snc.samp.wide_net_normalization.enabled,,,,,,,,,,,,2,"The com.snc.samp.manage.published.products property enables viewing reports and dashboards only related to published software products in a phase-wise SAM implementation. When enabled, a Published status filter appears in the Software Asset Workspace.",SAM Overview & Fundamentals
Which SAM property determines how rights and software installations are grouped during reconciliation?,multiple-choice,com.snc.samp.recon.max_workers,com.snc.samp.recon.group,com.snc.samp.recon.enablecustommetrics,com.snc.samp.debug,,,,,,,,,,,,2,"The com.snc.samp.recon.group property determines how rights and software installations are grouped during reconciliation. Values include Company, Cost Center, Country, Department, Region, or None (default).",SAM Overview & Fundamentals
Which values can be used for the default Group setting in SAM reconciliation? (Choose 2),multiple-choice,Company,Business Unit,Region,Location,,,,,,,,,,,,"1,3","The valid values for the reconciliation Group setting are: Company, Cost Center, Country, Department, Region, or None. Business Unit and Location are not valid grouping options.",SAM Overview & Fundamentals
What is the purpose of the com.snc.samp.automaticsmrcreation property?,multiple-choice,Automatically creates software models for any unlicensed installations of licensable products without an entitlement,Automatically creates reconciliation schedules for new software models,Automatically creates entitlements when new software is discovered,Automatically creates discovery patterns for unrecognized software,,,,,,,,,,,,1,"This property automatically creates a software model (in non-compliant state) for any unlicensed installations, subscriptions, or options of licensable products that do not have an entitlement. The new models are used in the License Position Report.",SAM Overview & Fundamentals
What are the three tiers of software reconciliation results in Software Asset Management?,multiple-choice,"Product Results, License Results, Installation Results","Product Results, Software Model Results, License Metric Results","Publisher Results, Model Results, Entitlement Results","Discovery Results, Normalization Results, Compliance Results",,,,,,,,,,,,2,"Software reconciliation generates three tiers of results: Product Results (for all models and installations associated with a software product), Software Model Results (for each individual software model), and License Metric Results (for each license metric associated with the software model).",Software Compliance Management
Which related lists appear on Product Results records after software reconciliation? (Choose three.),multiple-choice,Software Model Results,Unlicensed Installs,Discovery Models,Removal Candidates,Transform Maps,,,,,,,,,,,"1,2,4","Product Results records include related lists for: Software Model Results, Licensed Installs, Unlicensed Installs, and Removal Candidates. For SAP, Unlicensed Users appears instead of Unlicensed Installs.",Software Compliance Management
How often does software reconciliation run by default in Software Asset Management?,multiple-choice,Daily,Weekly,Monthly,On every discovery scan,,,,,,,,,,,,2,"Reconciliation runs weekly or on demand for a specific publisher or all publishers. When reconciliation runs, it calculates compliance based on how many rights are in use compared to the number of active rights purchased.",Software Compliance Management
Which API version should be used for new IBM License Metric Tool (ILMT) or BigFix Inventory integrations?,multiple-choice,v1 APIs (supported but deprecated),v2 APIs (current recommended version),v3 APIs (latest release),REST Table API,,,,,,,,,,,,2,"Version 1 of the ILMT and BigFix Inventory integration APIs have been deprecated by IBM. For new integrations, version 2 of the APIs should be used. The Software Asset Management application continues to support existing v1 integrations.",Software Compliance Management
"Which of the following statements about IBM ILMT integration prerequisites are true?
a) ILMT version 9.2.7 or later must be installed.
b) IBM ILMT agents must be configured to comply with IBM usage measurement guidelines.
c) The Software Asset Management Professional for IBM plugin must be activated.
d) ILMT can only be installed on physical hosts, not virtual machines.",multiple-choice,"a, b, c, and d","a, b, and c only","b, c, and d only",a and b only,,,,,,,,,,,,2,"Statements a, b, and c are true. Statement d is false because ILMT can be installed on both physical hosts AND virtual machines (VMs).",Software Compliance Management
"An organization uses Visual Studio subscriptions. When reconciliation runs, Microsoft software installed on production environments appears as unlicensed. What should be configured to ensure proper license coverage?",multiple-choice,Add product install conditions to Visual Studio software models limiting installations to development or test environments,Increase the inference percent to 100% on Visual Studio software models,Disable environment validation in SAM properties,Create separate entitlements for each environment type,,,,,,,,,,,,1,"Visual Studio subscriptions only cover development or test environments. Product install conditions should be added to Visual Studio software models to define where software can be installed. For example, conditions like 'Installed on contains dev' or 'Installed on contains test'. Production installations require separate Microsoft licenses.",Software Compliance Management
What data is retrieved by the ILMT and BigFix Inventory integration? (Choose two.),multiple-choice,"Products, components, editions, hosts, and virtual machines",License usage based on product use,License usage based on component use,User authentication credentials,,,,,,,,,,,,"1,2","The ILMT/BigFix integration retrieves historical software installation data including products, components, editions, hosts, virtual machines, and license usage. Note that license usage is based on product use, not component use.",Software Compliance Management
Where can you access the navigation path to view reconciliation results in the Software Asset Workspace?,multiple-choice,Software Asset Workspace > Reconciliation > Historical Results,Software Asset Workspace > License usage (then select a publisher card),Software Asset Workspace > Discovery > Results,Software Asset Workspace > Compliance > Reports,,,,,,,,,,,,2,"In the Software Asset Workspace, navigate to Software Asset Workspace > License usage, then select a publisher card and select a Product Results record to view product result details. In Core UI, the path is All > Software Asset > Reconciliation > Historical Results.",Software Compliance Management
What is the default frequency for the software reconciliation scheduled job?,multiple-choice,Daily,Weekly,Monthly,On-demand only,,,,,,,,,,,,2,"Reconciliation is a scheduled job that runs at a specified frequency, with the default being weekly. It can also be run on demand for specific or all publishers, groups, and subgroups.",Software Compliance Management
Which grouping values can be used for software reconciliation? (Choose three.),multiple-choice,Country,Department,Hardware model,Cost center,Network segment,,,,,,,,,,,"1,2,4","Group and subgroup values for reconciliation include country, department, company, region, or cost center. These properties can be set in Software Asset > Administration > Properties.",Software Compliance Management
Which license type requires linkage to a base perpetual license for SAM to reconcile it properly?,multiple-choice,Subscription license,Perpetual license,Software Assurance or Maintenance entitlement,Upgrade license,,,,,,,,,,,,3,Software Assurance (Microsoft) and Maintenance (non-Microsoft) entitlements must be linked to a base perpetual license to activate the entitlements. SAM does not reconcile these entitlements unless they are related to base perpetual licenses.,Software Compliance Management
An organization has a Perpetual + Software Assurance license for Microsoft SQL Server. What benefit is automatically applied by SAM during reconciliation?,multiple-choice,Automatic license key generation,Software Assurance benefits including unlimited virtualization for Datacenter editions,Free technical support from ServiceNow,Automatic software uninstallation on non-compliant devices,,,,,,,,,,,,2,"Software Asset Management automatically applies Software Assurance benefits for Perpetual + Software Assurance licenses. Benefits include new version rights, license mobility, and unlimited virtualization for products like Windows Server Datacenter Edition.",Software Compliance Management
What role is required to view software reconciliation results in SAM?,multiple-choice,sam_admin,sam_user,sam_developer,itil,,,,,,,,,,,,2,Users with the sam_user role can view reconciliation results. This role provides read access to SAM data including compliance status and license positions.,Software Compliance Management
Which navigation path accesses software reconciliation results in the Core UI?,multiple-choice,All > Software Asset > Reports > Reconciliation,All > Software Asset > Reconciliation > Historical Results,All > CMDB > Software > Compliance,All > License Management > Results,,,,,,,,,,,,2,"In Core UI, navigate to All > Software Asset > Reconciliation > Historical Results to view reconciliation results. Select a reconciliation result, then select a Product Results record to view details.",Software Compliance Management
Which license metric group requires the SaaS License Management plugin to be installed?,multiple-choice,Common,Concurrent Licenses,Subscription and Consumption,Adobe,,,,,,,,,,,,3,"Installing SaaS License Management adds the Subscription and Consumption metric groups. The Subscription group includes User Subscription, and the Consumption group includes SaaS Consumption metrics.",Software Compliance & Reconciliation
What is the difference between Floating and Token license metrics in the Concurrent Licenses group?,multiple-choice,Floating shares software licenses; Token shares a pool of tokens that may require multiple tokens per software checkout,Floating is for cloud software; Token is for on-premise software,Floating allows unlimited users; Token has a strict user limit,There is no difference; they are aliases for the same metric,,,,,,,,,,,,1,"Floating licenses share and manage a pool of software licenses, checking out one license per request. Token licenses share a pool of tokens, and each software access may check out one or more tokens. Both are based on peak usage.",Software Compliance & Reconciliation
An organization uses Oracle databases on VMware. Which property controls the level of aggregation for Oracle license reconciliation?,multiple-choice,com.snc.samp.recon.group,com.snc.samp.oracle.reconlevel,com.snc.samp.oracle.hostaffinityenabled,com.snc.samp.recon.max_workers,,,,,,,,,,,,2,"The com.snc.samp.oracle.reconlevel property sets the aggregation level for Oracle Database and WebLogic Server licenses on VMware. Options are ESX, ESX cluster (default), or vCenter(s).",Software Compliance & Reconciliation
What are the three aggregation levels available for Oracle reconciliation on VMware?,multiple-choice,"VM, Host, Cluster","ESX, ESX cluster, vCenter(s)","Physical, Virtual, Hybrid","Server, Datacenter, Enterprise",,,,,,,,,,,,2,"The three aggregation levels are: ESX (considers all processor cores on the ESX host), ESX cluster (considers all processors on every ESX server within a cluster — default), and vCenter(s) (considers all processor cores on every ESX server).",Software Compliance & Reconciliation
How does the Microsoft Per Core (with CAL) license metric handle VMware clusters with vMotion or DRS enabled?,multiple-choice,Only the ESX server currently hosting the VM is licensed,The peak capacity of cores on all ESX servers within the cluster is considered for licensing,Only the ESX server with the most cores is licensed,Each VM is licensed individually regardless of the host,,,,,,,,,,,,2,"When vMotion or DRS is enabled, any VM can move to any ESX Server within the cluster. Therefore, the peak capacity of cores on ALL ESX Servers in the cluster is considered for the rights needed to license the cluster.",Software Compliance & Reconciliation
IBM Processor Value Unit (PVU) licensing supports two capacity modes. What are they?,multiple-choice,Full capacity and Subcapacity,Standard and Enterprise,Per-socket and Per-core,Physical and Virtual,,,,,,,,,,,,1,IBM PVU licensing supports Full capacity (requires licenses for all activated processor cores in the physical hardware environment) and Subcapacity (requires licenses for less than the full capacity of your server or group of servers).,Software Compliance & Reconciliation
A customer wants to determine whether to use RHEL Server or RHEL for Virtual Datacenters licenses. Which property controls the optimization threshold?,multiple-choice,com.snc.samp.oracle.reconlevel,com.snc.samp.windowserver.license.threshold,The Red Hat Enterprise Linux Server for Virtual Datacenters license cost optimization threshold property,com.snc.samp.recon.group,,,,,,,,,,,,3,"This property determines whether to use RHEL Server or RHEL for Virtual Datacenters licenses. The default threshold is 3.2, based on the ratio of RHEL Server subscription list price to RHEL for Virtual Datacenters subscription price. It requires the IBM publisher pack.",Software Compliance & Reconciliation
How many cores per processor does VMware's Per Processor license metric require by default?,multiple-choice,16 cores per processor,32 cores per processor,48 cores per processor,64 cores per processor,,,,,,,,,,,,2,VMware's Per Processor license metric requires one license per 32 cores per CPU. A 'Maximum cores per processor' metric attribute with a default value of 32 is automatically created on software models for VMware per processor entitlements.,Software Compliance & Reconciliation
