Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
What does the 'Remaining Units' field on a service entitlement track?,multiple-choice,The number of agents available to work on cases,The number of remaining cases or hours available under the entitlement,The remaining days until the entitlement expires,The number of products still covered under the contract,,,,,,,,,,,,2,Entitlements are counted on a per-unit basis. The Unit field defines whether units are cases or hours. The Remaining Units field tracks how many cases or hours remain and is updated by business rules when cases are closed.,CIS-CSM
Which role is required to create install base characteristics in CSM?,multiple-choice,admin,sn_customerservice_agent,sn_customerservice_manager,itil,,,,,,,,,,,,3,"Only users with the sn_customerservice_manager role can create install base characteristics. Administrators can activate the Install Base Characteristics plugin, but creating the characteristics requires the manager role.",CIS-CSM
Which of the following can a service contract in CSM include? (Choose two.),multiple-choice,Multiple service entitlements,Only one SLA definition,Multiple SLAs,"Only accounts, not consumers",,,,,,,,,,,,"1,3","A service contract can include multiple service entitlements and multiple SLAs. It can also include accounts, contacts, or consumers and specify covered assets.",CIS-CSM
What are special handling notes used for in CSM?,multiple-choice,To document technical troubleshooting steps,To bring important customer information to an agent's attention during case handling,To record agent performance feedback,To store case resolution templates,,,,,,,,,,,,2,"Special handling notes bring important case information to an agent's attention. They can alert agents about VIP customers, specific handling requirements, or any other critical information that affects how a case should be managed.","Workspace, Portals & Analytics"
What is the purpose of targeted communications in CSM?,multiple-choice,To send marketing emails to potential customers,To proactively reach out to customers affected by known issues,To target specific agents for training,To communicate only with premium customers,,,,,,,,,,,,2,"Targeted communications allow proactive outreach to customers who are affected by known issues. This enables organizations to notify customers before they contact support, improving customer experience during major incidents.","Workspace, Portals & Analytics"
How can customers create cases through the Service Catalog in CSM?,multiple-choice,By calling the service desk,By submitting catalog items that are configured to create cases,By emailing the system administrator,Service Catalog cannot create cases in CSM,,,,,,,,,,,,2,Customers can create cases by submitting catalog items that are configured to generate cases. This allows organizations to guide customers through specific request types with appropriate information collection.,"Workspace, Portals & Analytics"
What are persona-based dashboards in CSM?,multiple-choice,Dashboards customized based on the agent's personality type,Dashboards configured to show relevant metrics and data based on user role,Dashboards that display customer personas,Personal dashboards that only the owner can view,,,,,,,,,,,,2,"Persona-based dashboards are configured to show relevant metrics and data based on the user's role. Agents, managers, and executives each see dashboards tailored to their responsibilities and decision-making needs.","Workspace, Portals & Analytics"
What portals are available for customers and consumers in CSM?,multiple-choice,Only the IT Service Portal,"Customer Service Portal, Consumer Service Portal, and Business Location Service Portal",Only the Employee Service Center,Custom portals must always be built from scratch,,,,,,,,,,,,2,"CSM provides Customer Service Portal for B2B customers, Consumer Service Portal for B2C consumers, and Business Location Service Portal (BLSP) for location-specific service. These can be configured to meet specific needs.","Workspace, Portals & Analytics"
"Which CSM feature enables business customers to view and manage their cases, contracts, and assets through a self-service interface?",multiple-choice,Agent Workspace,Customer Service Portal,Service Catalog,Now Mobile,,,,,,,,,,,,2,"The Customer Service Portal provides a self-service interface where business customers can view their cases, contracts, install base items, and other account information. It's the customer-facing component of CSM.",CIS-CSM
How does Virtual Agent support business locations in CSM?,multiple-choice,It can only support cases from headquarters locations,It supports customer interactions with location-aware context for creating and managing cases,Virtual Agent is not available for CSM,"It only works with internal employee requests, not customer cases",,,,,,,,,,,,2,"Virtual Agent in CSM supports business locations, allowing location-aware customer interactions for case creation and management. This enables customers at different business locations to get contextual support.",CIS-CSM
Where can customers access install base characteristics for parent install base items?,multiple-choice,Only through the Agent Workspace,Through customer service portals,Only by contacting an agent directly,Through the CMDB directly,,,,,,,,,,,,2,"Characteristics related to parent install base items are visible on customer service portals. However, characteristics associated with child install base items are not visible on portals.",CIS-CSM
"When a post case review is published, how is it made accessible from customer service portals?",multiple-choice,A link to the review appears in the customer's email notifications only,A PDF link is added to the Additional comments field on the Case form,The review is posted as a knowledge article,Customers must request the review from their account manager,,,,,,,,,,,,2,"When a post case review is published, a PDF link is added to the Additional comments field on the Case form. This makes the review accessible from customer service portals where customers can view their case details.",CIS-CSM
