Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
"In the Zero Touch Refresh flow, when is the 'Ready for pickup' task created?",multiple-choice,For all refresh methods when the provider ships the asset,Only for the Pickup refresh method when the provider ships to the stockroom,Only for the Ship refresh method,When the employee confirms receipt,,,,,,,,,,,,2,The 'Ready for pickup' task is created only for the Pickup refresh method in which the provider ships the new asset to the stockroom from where the employee picks up the asset.,Practical Asset Management
Which functions are available in the Inventory view of the Hardware Asset Workspace? (Choose three.),multiple-choice,Asset audits,Disposal orders,Purchase order approvals,Transfer orders,Contract renewals,,,,,,,,,,,"1,2,4","The Inventory view includes tabs for Asset audits, Disposal orders, Transfer orders, as well as All stockrooms, Loaner asset orders, RMA orders, and Donation orders.",Practical Asset Management
Which role is required to access the Inventory view in the Hardware Asset Workspace?,multiple-choice,ham_admin only,asset or inventory_admin,procurement_user,itil,,,,,,,,,,,,2,You need the asset or inventory_admin role to access the Inventory view in the Hardware Asset Workspace.,Practical Asset Management
Which widget in the Inventory view Overview tab shows the number of transfer orders that are canceled or undelivered?,multiple-choice,Orders pending delivery by stockroom,Open transfer orders,Open stock orders,Active stock rules by model category,,,,,,,,,,,,2,The 'Open transfer orders' widget shows the number of canceled or undelivered transfer orders.,Practical Asset Management
Which action cards in the Inventory view Overview tab help identify issues with stockrooms? (Choose two.),multiple-choice,Stockrooms missing service locations,Open hardware requests from stock,Stockrooms missing distribution channels,Loaner asset orders by status,,,,,,,,,,,,"1,3",The action cards 'Stockrooms missing service locations' and 'Stockrooms missing distribution channels' help identify stockrooms that aren't properly associated with service locations or distribution channels.,Practical Asset Management
What role is required to use the hardware asset refresh request flow?,multiple-choice,asset_manager,inventory_user,itil,ham_admin,,,,,,,,,,,,2,The inventory_user role is required to use the hardware asset refresh request flow.,Practical Management
How does the system determine if a hardware asset is eligible for refresh?,multiple-choice,Based on the number of incidents reported against the asset,By comparing the asset creation date with the useful_life field to determine if the asset is past its useful life period,When the warranty expires on the asset,Based on manual assessment by the asset manager,,,,,,,,,,,,2,The weekly scheduled job 'SAM - Calculate refresh eligibility' uses the SAMRefreshEligibilityCalculator Script Include to compare the asset creation date with the useful_life field (in months). Assets past their useful life period have the 'Qualified for refresh' flag set to true.,Practical Management
What are the two refresh type options available when creating a hardware asset refresh request?,multiple-choice,Standard and Express,Single model and Multiple model,Individual and Bulk,Automatic and Manual,,,,,,,,,,,,2,"When creating a hardware asset refresh request, you choose between Single model (replace all old assets with the same model) or Multiple model (replace with different models for each asset). Multiple model supports up to 50 lines.",Practical Management
"When an asset is retired via an incident, which related records are automatically updated?",multiple-choice,Only the asset record,"CI, related asset record, software allocations, and maintenance contracts",CI and asset record only,Asset record and purchase orders,,,,,,,,,,,,2,"When the Change Management application triggers the retire asset event, the retire task updates: CI, related asset record, software allocations, and maintenance contracts. This reduces manual intervention needed to update records.",Practical Management
"When an asset is retired or swapped via an incident, how is the Stockroom field populated?",multiple-choice,It defaults to the first stockroom in the system,"Based on the asset's location, using supporting stockroom priorities if multiple exist",The user must manually select a stockroom,It always uses the default stockroom configured in system properties,,,,,,,,,,,,2,"The Stockroom field is populated based on the location of the asset. If there's no stockroom at the asset's location, the field isn't populated. If the location is supported by multiple stockrooms as service locations, the stockroom is selected based on priority.",Practical Management
