Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
"Which statements about the Vulnerability Manager Workspace are true?
a) It enables monitoring of VITs, AVITs, and CVITs using watch topics
b) It allows creating remediation efforts to manage remediation progress
c) It is only available to Remediation Owners
d) It supports filtering records to visualize summaries on the Home page",multiple-choice,"a, b, c, and d","a, b, and d only",a and c only,b and d only,,,,,,,,,,,,2,"Statements a, b, and d are true. The Vulnerability Manager Workspace enables monitoring VITs, AVITs, CVITs with watch topics, creating remediation efforts, and filtering records for summaries. Statement c is false - it's primarily for Vulnerability Analysts, not Remediation Owners.",Tools to Manage Vulnerability Response
What happens when an approved exception expires in Vulnerability Response?,multiple-choice,The vulnerable item is permanently closed,The vulnerable item or remediation task reverts to the Open state,The exception is automatically renewed for another period,The vulnerable item is deleted from the system,,,,,,,,,,,,2,"When an approved exception expires, the VI or RT reverts to the Open state, allowing for renewed action on the vulnerability.",Management Tools and Processes
How does Vulnerability Response track the number of times a record has been deferred?,multiple-choice,Through manual entry by analysts,A scheduled job (set deferral counts) runs daily to post counts for records deferred more than once,Through real-time counters on each record,By querying the audit log on demand,,,,,,,,,,,,2,"A scheduled job, 'set deferral counts', runs daily to post counts for records that are deferred more than once in the Deferral count column.",Management Tools and Processes
What is the approval workflow for exception requests in Vulnerability Response?,multiple-choice,No approval is needed; exceptions are automatically granted,A single-level approval by any admin,"Up to two levels of approval, but if no first-level approver exists, an exception cannot be requested",Approval is only required for critical vulnerabilities,,,,,,,,,,,,3,"Exception approval can be a two-level workflow. If only the first-level approver is present, the exception can be requested and approved. However, if there's no first-level approver, an exception can't be requested.",Management Tools and Processes
"Starting with v23.0 of Vulnerability Response, what replaced the Vulnerable Item State Approval workflow?",multiple-choice,A new Business Rule,The Vulnerability State Approval Change flow in Flow Designer,A scheduled job for state transitions,Manual state approval by admins only,,,,,,,,,,,,2,"Starting with v23.0 of Vulnerability Response, the Vulnerable Item State Approval workflow is deprecated and replaced by the flow 'Vulnerability State Approval Change' in the Flow Designer.",Management Tools and Processes
What is the purpose of vulnerability classification rules?,multiple-choice,To classify vulnerabilities by their discovery source,To automatically categorize vulnerabilities and set priority based on defined conditions,To delete duplicate vulnerability records,To assign vulnerabilities to specific groups based on location,,,,,,,,,,,,2,"Classification rules automatically categorize incoming vulnerabilities and set their classification type based on defined conditions, streamlining triage and prioritization.",CIS-VR
What is the purpose of vulnerability exception management?,multiple-choice,To permanently delete vulnerabilities from the system,To document accepted risks for vulnerabilities that cannot be immediately remediated,To escalate all exceptions to executive management,To automatically patch affected systems,,,,,,,,,,,,2,"Exception management allows organizations to formally document and approve accepted risks for vulnerabilities that cannot be remediated due to business constraints, with defined review periods.",CIS-VR
Which roles are required to view the Vulnerability Management (PA) dashboard? (Choose two.),multiple-choice,sn_vul.vulnerability_admin or sn_vul.vulnerability_analyst,sn_vul.remediation_owner,pa_viewer,itil,,,,,,,,,,,,"1,3","The required roles to view the Vulnerability Management (PA) dashboard are: sn_vul.vulnerability_admin, sn_vul.vulnerability_analyst (or those who inherit sn_vul.vulnerability_read), AND pa_viewer.",Vulnerability Response Dashboards and Reports
Which tabs are included in the Vulnerability Management (PA) dashboard? (Choose three.),multiple-choice,Overview,Business Services,Scanner Configurations,Exceptions,Integration Status,,,,,,,,,,,"1,2,4","The Vulnerability Management (PA) dashboard includes these tabs: Overview, Business Services, Service Owners, Vulnerable CIs, Exceptions, and Remediation.",Vulnerability Response Dashboards and Reports
What does the 'VIs Mean Time to Remediation (MTTR)' indicator show?,multiple-choice,The total number of VIs remediated,"The mean time to remediate (close) a vulnerable item, as a 30-day running average",The number of VIs past their remediation target,The percentage of VIs meeting SLA targets,,,,,,,,,,,,2,"The VIs Mean Time to Remediation (MTTR) indicator shows the mean time to remediate (close) a vulnerable item, displayed as a 30-day running average.",Vulnerability Response Dashboards and Reports
"Which statements about the Vulnerability Management dashboard indicators are true?
a) The goal for Vulnerable Items indicator is to minimize
b) The goal for Closed Vulnerable Items indicator is to maximize
c) Unassigned Vulnerable Items has a goal to minimize
d) The goal for Distinct Vulnerabilities is to maximize",multiple-choice,"a, b, c, and d","a, b, and c only",a and b only,b and d only,,,,,,,,,,,,2,"Statements a, b, and c are true: Vulnerable Items (minimize), Closed Vulnerable Items (maximize), Unassigned Vulnerable Items (minimize). Statement d is false - Distinct Vulnerabilities has a goal to MINIMIZE, not maximize.",Vulnerability Response Dashboards and Reports
Which role is required to view the CISO dashboard in Vulnerability Response?,multiple-choice,sn_vul.vulnerability_admin,sn_vul.vulnerability_ciso,sn_vul.vulnerability_analyst,pa_viewer,,,,,,,,,,,,2,The sn_vul.vulnerability_ciso role is required to view the CISO dashboard. The sn_vul.ciso_write role is needed to edit it.,Reporting and Dashboards
What must be installed and activated before using the CISO dashboard in Vulnerability Response?,multiple-choice,Vulnerability Response Core plugin only,Performance Analytics for Vulnerability Response and the corresponding PA job,ServiceNow ITSM module,Security Incident Response plugin,,,,,,,,,,,,2,"To activate the CISO dashboard, you must install Performance Analytics for Vulnerability Response and activate the corresponding Performance Analytics job.",Reporting and Dashboards
Which scheduled jobs must be run to refresh data on the CISO dashboard?,multiple-choice,Update vulnerability items and Refresh CISO data,Update dashboard tables followed by [PA VR] CISO Dashboard,Run PA collection and Generate CISO report,Sync vulnerability data and Update CISO metrics,,,,,,,,,,,,2,You must run the 'Update dashboard tables' scheduled job followed by '[PA VR] CISO Dashboard' to refresh the CISO dashboard data.,Reporting and Dashboards
What is the purpose of the Unified Vulnerability Response Dashboard?,multiple-choice,To manage only host vulnerabilities,"To provide a comprehensive view of vulnerabilities across infrastructure, cloud, applications, and containers in a centralized dashboard",To display only application vulnerability data,To show historical vulnerability trends only,,,,,,,,,,,,2,"The Unified Vulnerability Response Dashboard provides a comprehensive view of an organization's vulnerabilities and risks across infrastructure, cloud, applications, and containers for better visibility and remediation.",Reporting and Dashboards
Which default dashboard is displayed for users with the sn_vul_cmn_vulnerability_admin or sn_vul_cmn_vulnerability_analyst role in the Vulnerability Manager Workspace?,multiple-choice,Vulnerability PA Dashboard,Unified Dashboard,Application overview,Container overview,,,,,,,,,,,,2,The Unified Dashboard is the default dashboard displayed for users with sn_vul_cmn_vulnerability_admin or sn_vul_cmn_vulnerability_analyst roles.,Reporting and Dashboards
Which dashboard is the default for users with the sn_vul_app_sec_manager role in the Vulnerability Manager Workspace?,multiple-choice,Unified Dashboard,Vulnerability PA Dashboard,Application overview,CISO Dashboard,,,,,,,,,,,,3,The Application overview dashboard is the default dashboard displayed for users with the sn_vul_app_sec_manager role.,Reporting and Dashboards
What does the Vulnerability Response Health Dashboard indicate?,multiple-choice,The number of active vulnerability scanners,The overall health score of the Vulnerability Response application,The network health of systems with vulnerabilities,The status of integration connections,,,,,,,,,,,,2,The Vulnerability Response Health Dashboard indicates the overall health score of the Vulnerability Response application.,Reporting and Dashboards
A vulnerability manager wants to view real-time reports on critical vulnerable items by assignment group. Which dashboard tab should they use?,multiple-choice,Remediation tab,Exceptions tab,Overview tab,Vulnerable CIs tab,,,,,,,,,,,,3,The Overview tab on the Vulnerability Management (PA) dashboard includes the 'Critical Vulnerable Items by Assignment Group' real-time report.,Reporting and Dashboards
Which real-time report is available on the Vulnerable CIs tab of the PA dashboard?,multiple-choice,Critical Vulnerable Items by Assignment Group,Deferred Vulnerable Items by Reason,Retired or Stolen CIs with Active VIs,Unassigned Vulnerable Items,,,,,,,,,,,,3,The Vulnerable CIs tab includes 'Vulnerable CIs Without Owners' and 'Retired or Stolen CIs with Active VIs' reports.,Reporting and Dashboards
What type of subscription is required for the Performance Analytics for Vulnerability Response application?,multiple-choice,It is included free with the VR base system,A separate subscription from the ServiceNow Store,It requires the ITSM Pro license,No subscription needed; it is available with any ServiceNow instance,,,,,,,,,,,,2,The Performance Analytics for Vulnerability Response application is available with a separate subscription from the ServiceNow Store.,Reporting and Dashboards
What filtering options are available on the Vulnerability Management (PA) dashboard?,multiple-choice,Only by severity level,"By assignment group, exploits, risk rating, or state",Only by date range,Only by vulnerability scanner type,,,,,,,,,,,,2,"On the PA dashboard, you can filter reports by assignment group, exploits, risk rating, or state to quickly gain insight into vulnerability exposure.",Reporting and Dashboards
Which role is needed to edit the CISO dashboard in Vulnerability Response?,multiple-choice,sn_vul.vulnerability_ciso,sn_vul.ciso_write,sn_vul.vulnerability_admin,pa_admin,,,,,,,,,,,,2,The sn_vul.ciso_write role is required to edit the CISO dashboard. The sn_vul.vulnerability_ciso role is only needed to view it.,Reporting and Dashboards
Which dashboard provides the Vulnerability Admin an executive view of the organization's vulnerability posture?,multiple-choice,Vulnerability Remediation dashboard,Vulnerability Management (Overview) dashboard,IT Remediation Workspace,Security Posture Control dashboard,,,,,,,,,,,,2,"The Vulnerability Management (Overview) dashboard provides an executive view into vulnerabilities and vulnerable items, helping the Vulnerability Admin pinpoint areas of concern quickly.",CIS-VR
Which role is required to access the Vulnerability Response dashboards and data visualizations?,multiple-choice,itil,sn_vul.vulnerability_read combined with pa_viewer,admin only,report_admin,,,,,,,,,,,,2,Access to Vulnerability Response dashboards requires sn_vul.vulnerability_read (or roles that inherit it like sn_vul.vulnerability_admin/analyst) combined with pa_viewer for Performance Analytics widgets.,CIS-VR
