Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
"What does a ""High"" confidence level indicate for a connection suggestion generated by Predictive Intelligence?",multiple-choice,The connection is to a central application used by the entire organization,The connection is likely to an internal component used only by this specific component or application,The connection is to a middleware component used by multiple services,The connection is to a monitoring application deployed on numerous servers,,,,,,,,,,,,2,"A ""High"" confidence level indicates the connection is likely to an internal component that is only used by this specific component or application, making it highly relevant for the service instance.",Machine Learning
"When Service Mapping evaluates connection rules, in what order does it process local and global rules?",multiple-choice,"Global rules first, then local rules, both in descending order","Local rules first in ascending Order value, then global rules in ascending Order value",All rules simultaneously based on confidence level,"Rules are processed in creation date order, oldest first",,,,,,,,,,,,2,"Service Mapping first checks local rules for a CI connection, evaluating from least to greatest Order value. If no match is found, it then evaluates global rules in ascending order. By default, the system checks only 20 local rules and 20 global rules.",Machine Learning
Which property controls whether the connection suggestions feature based on Predictive Intelligence is enabled?,multiple-choice,sa.traffic_based_discovery.active,sa_ml.connection_suggestions.active,glide.discovery.enable_adme,sa.enable_gray_out_on_resume_discovery,,,,,,,,,,,,2,"The sa_ml.connection_suggestions.active property controls the connection suggestions feature based on Predictive Intelligence. It defaults to true, except for deployments that used traffic-based discovery before Quebec.",Machine Learning
What happens when a connection rule is no longer valid during Service Mapping rediscovery?,multiple-choice,The CI connections remain in the application service permanently,Service Mapping changes the decision attribute to Undecided and removes the association,The connection rule is automatically deleted,An alert is generated for the administrator to review,,,,,,,,,,,,2,"If a rule is no longer valid, Service Mapping changes the decision attribute for its corresponding connection suggestion to Undecided and removes the association between the connection rule and the suggestion. Unless a different rule applies, the CI connections are removed from the application services.",Machine Learning
"When discovering Citrix Xen Hyper-V resources, which commands does ServiceNow Discovery use to find and map the hypervisor components?",multiple-choice,PowerShell commands via WMI,Xen (XE) and (XL) commands via SSH,VMware vSphere API calls,REST API queries to the Citrix controller,,,,,,,,,,,,2,"ServiceNow Discovery uses Xen (XE) and (XL) commands to discover Citrix Xen Hyper-V components. These commands allow Discovery to gather information about the Hyper-V Server, Associated Pools, VMs, Network and Storage, and their relationships with new and existing CIs.",Service Mapping Pattern Design
Which prerequisites must be verified before discovering Citrix Xen Hyper-V resources? (Choose two.),multiple-choice,Pool admin RBAC role for SSH access,WMI credentials with domain admin privileges,MID Server reachability to the target device,VMware vCenter connection established,,,,,,,,,,,,"1,3","Before discovering Citrix Xen Hyper-V resources, you must verify that the pool admin RBAC role is configured for SSH access to the Linux server hosting the hypervisor, and that the MID Server has reachability to the target device. These are essential prerequisites documented for the Citrix Xen Hyper-V pattern.",Service Mapping Pattern Design
Which system property must be set to true to enable network router discovery in ServiceNow?,multiple-choice,glide.discovery.network_router_enable,glide.discovery.L3_mapping,glide.discovery.router_protocol,glide.discovery.ip_range_scan,,,,,,,,,,,,2,The glide.discovery.L3_mapping system property must be set to true to enable network router discovery. This property is configured by navigating to sys_properties.list and verifying or setting its value.,Service Mapping Pattern Design
What is the purpose of the glide.discovery.bgp_router_disable property when set to true?,multiple-choice,Enables BGP routing protocol discovery for all network devices,Disables the SNMP – Routing pattern for routers running BGP protocol,Forces discovery to use CDP instead of LLDP protocol,Prevents discovery from populating router serial numbers,,,,,,,,,,,,2,"When glide.discovery.bgp_router_disable is set to true (the default), it disables running the SNMP – Routing pattern when discovering a router running the BGP protocol. This is done because enabling it can cause performance issues including out-of-memory issues on the MID Server.",Service Mapping Pattern Design
A customer wants to discover Oracle RAC clusters using the Oracle Listener HD pattern. Which statements about this pattern are true? (Choose three.),multiple-choice,The Oracle Clusterware setup is only supported for UNIX operating systems,Windows Server with Oracle RAC is fully supported,The minimum Oracle Clusterware version required is 12.2.X.X,The pattern requires Discovery and Service Mapping Patterns plugin version 1.0.82 or later,SNMP credentials are required for Oracle RAC discovery,,,,,,,,,,,"1,3,4","The Oracle Listener HD pattern has specific limitations and requirements: it only supports Oracle Clusterware setup on UNIX operating systems, requires Oracle Clusterware minimum version 12.2.X.X (Oracle Database 12c Release 2) or higher, and needs the Discovery and Service Mapping Patterns plugin version 1.0.82 or later to function.",Service Mapping Pattern Design
Which command does the Oracle Listener HD pattern execute to check the Database Listener status?,multiple-choice,oracle_status LISTENER_NAME,lsnrctl status LISTENER_NAME,crsctl stat listener,tnsping LISTENER_NAME,,,,,,,,,,,,2,"The Oracle Listener HD pattern executes 'lsnrctl status LISTENER_NAME' to check the Database Listener status. If no output is obtained from this command, the Oracle Listener HD pattern is terminated.",Service Mapping Pattern Design
What happens when Service Mapping runs pattern-based discovery after traffic-based discovery has already created connections?,multiple-choice,All traffic-based connections are permanently deleted,Pattern-based connections replace all traffic-based connections,Duplicate traffic-based connections are removed if pattern-based discovery creates the same connections,Both pattern-based and traffic-based connections are merged with a new connection type,,,,,,,,,,,,3,"When pattern-based discovery runs after traffic-based discovery, the system removes any connections that were created by traffic-based discovery if they're also created by pattern-based discovery. This prevents duplicate connections in the service map while preserving unique connections from both methods.",Service Mapping Pattern Design
Which CMDB tables contain data collected using traffic-based methods for Service Mapping? (Choose two.),multiple-choice,Flow Connector [sa_flow_connection],Service Instance [cmdb_ci_service_auto],TCP Connection [cmdb_tcp],Application Service [cmdb_ci_service_discovered],,,,,,,,,,,,"1,3",Service Mapping uses traffic-related data from the Flow Connector [sa_flow_connection] table (populated from Netflow and VPC logs) and the TCP Connection [cmdb_tcp] table (populated from netstat and lsof commands) to detect CI inbound and outbound connections during traffic-based discovery.,Service Mapping Pattern Design
"An administrator wants to use traffic-based discovery for a specific service instance containing Tomcat and MySQL CIs, but traffic-based discovery is turned off at the CI type level for MySQL databases. What will happen?",multiple-choice,Service Mapping will use traffic-based discovery for all CIs including MySQL,Service Mapping will not discover any CIs using traffic-based methods,Service Mapping will use traffic-based discovery for Tomcat but not for MySQL,Service Mapping will prompt the user to choose which discovery method to use,,,,,,,,,,,,3,"Traffic-based discovery can be enabled at different levels from most global to most specific. More specific rules at the CI type level override service instance settings. Since MySQL has traffic-based discovery turned off at the CI type level, it won't be discovered using this method even though the service instance has it enabled. Tomcat will still use traffic-based discovery.",Service Mapping Pattern Design
"Which property controls traffic-based discovery at the product level, and what is its effect when enabled?",multiple-choice,sa_ml.connection_suggestions.active - enables AI-based pattern suggestions,sa.traffic_based_discovery.active - facilitates discovery of all CIs in your environment,glide.discovery.traffic.enable - activates network flow log collection,service_mapping.traffic.global - enables traffic monitoring for all services,,,,,,,,,,,,2,"The sa.traffic_based_discovery.active property controls traffic-based discovery at the product level. When enabled, it facilitates the discovery of all CIs in your environment. This is the highest level setting, and you cannot enable traffic-based discovery at other levels unless it's enabled at the product level.",Service Mapping Pattern Design
What is the maximum number of tag categories that can be configured per service family when using tag-based mapping in Service Mapping?,multiple-choice,One,Two,Three,Five,,,,,,,,,,,,3,The maximum number of tag categories per service family is three. This limitation helps keep the service family configuration manageable while still allowing meaningful categorization using multiple tag dimensions.,Service Mapping Pattern Design
Which statements about the Display in Host View option in service map customization are correct? (Choose two.),multiple-choice,It switches between CI view that hides hosts and host view that hides CIs,It is useful only for service instances discovered using Service Mapping,It permanently removes hosts from the service map,It is available regardless of which plugins are activated,,,,,,,,,,,,"1,2",The Display in Host View option allows switching between CI view (hides hosts) and host view (hides CIs). It is useful only for service instances discovered using Service Mapping because manually created service instances don't contain the necessary host-to-application relationships that make this view meaningful.,Service Mapping Pattern Design
How does the Dell EMC Isilon discovery pattern classify an application as an Isilon cluster before using REST queries?,multiple-choice,WMI-based queries to Windows servers,SNMP-based queries for initial classification,SSH commands to Linux hosts,Agent-based discovery probes,,,,,,,,,,,,2,"The Dell EMC Isilon discovery process begins with using SNMP-based queries to classify an application as an Isilon cluster. Once classified, the discovery process then uses REST queries to find detailed information about the cluster.",Service Mapping Pattern Design
Which Dell EMC Isilon user roles are required for discovery? (Choose three.),multiple-choice,ISI_PRIV_LOGIN_PAPI,ISI_PRIV_ADMIN,ISI_PRIV_NETWORK,ISI_PRIV_SMB,ISI_PRIV_ROOT,,,,,,,,,,,"1,3,4","The Dell EMC Isilon user must have the following roles for discovery: ISI_PRIV_LOGIN_PAPI (for API login), ISI_PRIV_NETWORK (for network information), and ISI_PRIV_SMB (for SMB share information). Other required roles include ISI_PRIV_AUTH, ISI_PRIV_DEVICES, ISI_PRIV_NFS, and ISI_PRIV_SMARTPOOLS.",Service Mapping Pattern Design
Which CMDB table stores information about the storage cluster that Isilon servers form?,multiple-choice,cmdb_ci_storage_server,cmdb_ci_storage_cluster,cmdb_ci_cluster,cmdb_ci_storage_pool,,,,,,,,,,,,2,The Storage Cluster [cmdb_ci_storage_cluster] table stores the name and IP address of the cluster that Isilon servers form. This is separate from the Storage Server table which stores information about individual servers.,Service Mapping Pattern Design
An administrator needs to configure credentials for Dell EMC Isilon discovery. Which TWO types of credentials must be created?,multiple-choice,SSH credentials and SNMP credentials,SNMP Community credentials and Basic authentication credentials,Windows credentials and REST API tokens,Kerberos credentials and LDAP credentials,,,,,,,,,,,,2,"For Dell EMC Isilon discovery, two types of credentials are required: SNMP Community credentials for the initial SNMP-based classification queries, and Basic authentication credentials for the REST API queries that retrieve detailed information about the cluster.",Service Mapping Pattern Design
What advantage does tag-based mapping offer compared to pattern-based mapping in terms of user privileges?,multiple-choice,Tag-based mapping requires more elevated privileges than pattern-based,Tag-based mapping doesn't require configuring credentials or providing users with elevated rights,Both methods require identical privilege levels,Tag-based mapping requires root access to all systems,,,,,,,,,,,,2,"Tag-based mapping doesn't require configuring credentials or providing users with elevated rights. This is a significant advantage as it uses tags that are already discovered by Discovery and Cloud Provisioning and Governance, making it easier to implement.",Service Mapping Pattern Design
"Which user role has the ability to view, create, edit, and publish discovery patterns in Pattern Designer?",multiple-choice,PD user,PD admin,PD MID,PDE viewer,,,,,,,,,,,,2,"The PD admin role can view, create, edit, and publish patterns in Pattern Designer.",Service Mapping Pattern Design
Which two applications does ServiceNow use to release discovery patterns? (Choose two.),multiple-choice,Discovery and Service Mapping Patterns (sn_itom_pattern),Visibility Content (sn_pattern_design),Pattern Designer Core (sn_pd_core),ITOM Discovery Engine (sn_itom_discovery),,,,,,,,,,,,"1,2","ServiceNow releases all discovery patterns using two applications: Discovery and Service Mapping Patterns (sn_itom_pattern) for patterns originally released on the ServiceNow Store, and Visibility Content (sn_pattern_design) for patterns that were part of family releases up until Tokyo.",Service Mapping Pattern Design
An administrator wants to improve a pattern so that a CI connection previously found by traffic-based discovery is always found for all CIs of the same type. What should the administrator do?,multiple-choice,Create a connection rule based on Predictive Intelligence suggestions,Modify the pattern to parse configuration files containing the IP address and port data,Enable Netflow data collection for the CI type,Add a manual connection in the application service,,,,,,,,,,,,2,"To ensure a traffic-based connection is always discovered, you modify the pattern to search CI configuration files for the IP address and port, then create a pattern step to parse this file. This way, Service Mapping extracts the connection information directly from the configuration file during pattern-based discovery.",Service Mapping Pattern Design
What is the primary purpose of the PDE viewer role in Pattern Designer?,multiple-choice,To create and publish new discovery patterns,"To view Command Validation Tasks, Results, and Command Lists without edit permissions",To run pattern-based probes on the MID Server,To debug patterns in the Pattern Designer workspace,,,,,,,,,,,,2,"Starting with Pattern Designer Enhancements version 3.9.0, the PDE viewer role allows users to view Command Validation Tasks, Command Validation Task Results, and Command Lists, but does not grant permissions to modify or edit them.",Service Mapping Pattern Design
How does ServiceNow Discovery find Apache Kafka and Zookeeper components?,multiple-choice,Using REST API calls to the Kafka broker,Using the Kafka and Zookeeper discovery pattern,Using SNMP probes to query Kafka metrics,Using WMI commands on the Kafka server,,,,,,,,,,,,2,ServiceNow Discovery uses the Kafka and Zookeeper discovery pattern to find Kafka data built on the Zookeeper synchronization service.,Service Mapping Pattern Design
Which role is required to fine-tune patterns using traffic-based discovery data?,multiple-choice,service_mapping_admin,pd_admin,app_service_admin,discovery_admin,,,,,,,,,,,,2,The pd_admin role is required to fine-tune patterns using traffic-based discovery. This role enables creating and modifying existing patterns that Service Mapping and Discovery use for horizontal and top-down discovery.,Service Mapping Pattern Design
Where are non-activated discovery patterns stored in ServiceNow?,multiple-choice,Discovery Patterns [sa_pattern] table,Service Mapping Draft Pattern [sa_pattern_draft] table,Pattern Extensions [sa_pattern_extension] table,Custom operation [sa_custom_operation] table,,,,,,,,,,,,2,"Non-activated (draft) discovery patterns are stored in the Service Mapping Draft Pattern [sa_pattern_draft] table. Once activated, patterns are stored in the Discovery Patterns [sa_pattern] table.",Service Mapping Pattern Design
What encryption standard does the Password2 field type in Pattern Designer comply with?,multiple-choice,AES-256 with FIPS 140-2-L1 protection,NIST 800-57 guidelines with FIPS 140-2-L3 protection,RSA-2048 with NIST 800-63 protection,TLS 1.3 with FIPS 140-2-L2 protection,,,,,,,,,,,,2,The Password (two-way encrypted) field type works in accordance with NIST 800-57 guidelines and provides FIPS 140-2-L3 protection for encrypting and decrypting data in patterns.,Service Mapping Pattern Design
What does the Pattern Designer (com.snc.pattern.designer) application provide?,multiple-choice,The discovery patterns used by Service Mapping,The UI for creating or customizing discovery patterns,The MID Server communication layer for pattern execution,The scheduling engine for pattern-based discovery,,,,,,,,,,,,2,The Pattern Designer application provides the UI for creating or customizing discovery patterns. It is automatically installed with Discovery or Service Mapping. The patterns themselves are released using dedicated pattern applications.,Service Mapping Pattern Design
An organization needs to discover Amazon ElastiCache Redis clusters. Which discovery pattern should they use?,multiple-choice,Amazon AWS - Redis Cluster pattern,Amazon ElastiCache discovery pattern,Amazon AWS - Cache Service pattern,Amazon RDS discovery pattern,,,,,,,,,,,,2,"The Amazon ElastiCache discovery pattern is used to find Redis clusters deployed as part of the ElastiCache service. ElastiCache is compatible with both Redis and Memcached, but the pattern collects information only for Redis.",Service Mapping Pattern Design
How frequently does ServiceNow release new discovery patterns on the ServiceNow Store?,multiple-choice,Quarterly,Monthly,Bi-annually with major releases,Weekly,,,,,,,,,,,,2,ServiceNow releases new discovery patterns on the ServiceNow Store on a monthly basis to ensure that organizations can discover the latest industry-standard devices and applications. Major ServiceNow versions incorporate patterns previously released on the Store.,Service Mapping Pattern Design
What table stores information about slow execution of pattern steps for monitoring and troubleshooting?,multiple-choice,Discovery log [sa_discovery_log],Slow Steps [sys_step_pattern],Performance Statistics [sa_performance_statistics],Service Discovery Messages [sa_discovery_message],,,,,,,,,,,,2,"The Slow Steps [sys_step_pattern] table stores information about slow execution of pattern steps. The ""Slow steps stats persist"" scheduled job runs every minute to collect this data.",Service Mapping Pattern Design
Which roles are preconfigured by Service Mapping to manage application services? (Choose two.),multiple-choice,service_mapping_admin,discovery_admin,sm_app_owner,cmdb_admin,,,,,,,,,,,,"1,3","Service Mapping provides preconfigured roles including service_mapping_admin (for setting up Service Mapping, mapping/maintaining services, and advanced configuration) and sm_app_owner (for service owners who provide mapping information and review/approve mapping results). The service_mapping_user role is also preconfigured but not listed in these options.",Service Mapping Configuration
What capability does the app_service_user role provide compared to the itil role for viewing application services?,multiple-choice,app_service_user can view service instances while itil cannot view any,"Both roles can view all service instances, but only app_service_user can use the getContent REST API",itil role has more permissions than app_service_user for service viewing,app_service_user can modify services while itil is view-only,,,,,,,,,,,,2,"The app_service_user role allows viewing maps for operational service instances AND retrieving service content using the getContent - GET REST API. The itil role contains the app_service_user role and can view all service instances, but the REST API capability is specifically documented for app_service_user.",Service Mapping Configuration
"In a hierarchy of service groups, what happens when a user is granted access to a parent service group?",multiple-choice,Access must be explicitly granted to each child service group,Access to the parent automatically grants access to all child service groups,"Only immediate children inherit access, not deeper levels",Child groups must be configured to inherit parent permissions,,,,,,,,,,,,2,"In a hierarchy of service groups, access to a parent service group automatically grants access to all the child service groups. This makes managing access to large numbers of services more practical, especially in large organizations.",Service Mapping Configuration
Why does Service Mapping merge connection lines for the same CI by default in an application service map?,multiple-choice,To reduce database storage requirements,To declutter the map and make it more readable,To improve discovery performance,To comply with CSDM standards,,,,,,,,,,,,2,"By default, Service Mapping merges connection lines for the same CI to declutter an application service map. This helps make the map more readable, especially for complex services with many connections.",Service Mapping Configuration
Which role is required to navigate to Service Mapping > Administration > Tag-based Service Families and create new tag-based service families?,multiple-choice,app_service_user,service_mapping_user,service_mapping_admin,itil,,,,,,,,,,,,3,The service_mapping_admin role is required to access tag-based service families administration and create new service families for tag-based mapping. This is an administrative function that goes beyond basic viewing capabilities.,Service Mapping Configuration
An administrator sees a connection line on a service map where the Properties pane shows 'Manual Endpoint' under Endpoint Type. What does this indicate?,multiple-choice,The connection was created by traffic-based discovery,The connection was added manually by a user,The connection has authentication errors,The connection requires pattern updates,,,,,,,,,,,,2,"When the Properties pane shows 'Manual Endpoint' under Endpoint Type, it indicates that the connection was manually added by a user. Users can manually add connections or CIs, and in both cases the connection shows as a Manual Endpoint.",Service Mapping Configuration
"When creating a serverless discovery schedule for Microsoft Certificate Authority (CA) discovery, what should be selected in the Certificate Discovery Type field?",multiple-choice,SSL Certificate Discovery,CA Trust Discovery,PKI Certificate Scan,X.509 Certificate Discovery,,,,,,,,,,,,2,"When creating a discovery schedule for Microsoft CA, the Certificate Discovery Type should be set to 'CA Trust Discovery'. This is the appropriate type for discovering CA certificates from Microsoft Certificate Authority servers.",Service Mapping Configuration
How many certificates can a single serverless execution pattern discover by default for Microsoft CA?,multiple-choice,"5,000 certificates","10,000 certificates","20,000 certificates","50,000 certificates",,,,,,,,,,,,3,"Discovery uses each execution pattern to discover up to 20,000 certificates. For deployments using more than 20,000 certificates, you need to create several execution patterns to handle the larger volume.",Service Mapping Configuration
Which role is required to create a serverless discovery schedule for Microsoft CA discovery?,multiple-choice,service_mapping_admin,discovery_admin,cmdb_admin,itil,,,,,,,,,,,,2,The discovery_admin role is required to create serverless discovery schedules for Microsoft CA certificate discovery. This role provides the necessary permissions to configure Discovery schedules and execution patterns.,Service Mapping Configuration
"Before creating a serverless discovery schedule for Microsoft CA, which prerequisites must be verified? (Choose two.)",multiple-choice,The CA process is up and running on the host machine,SNMP credentials are configured for the CA server,A Windows host was discovered during a previous horizontal discovery,The CA server has an agent installed,,,,,,,,,,,,"1,3","Before creating a serverless discovery schedule for Microsoft CA, two prerequisites must be verified: the CA process must be up and running on the host machine, and a Windows host must have been discovered during a previous horizontal discovery. The Windows host becomes the Proxy Host for the serverless execution pattern.",Service Mapping Configuration
What is the relationship between a dependent service and a contained service when linking application services?,multiple-choice,The contained service references the dependent service,The dependent service contains a reference to the contained service,Both services reference each other equally,The services are merged into a single entity,,,,,,,,,,,,2,"When linking application services, the service that contains the reference becomes a dependent service, and the service that you include as a reference is a contained service. This creates a dependency relationship for impact monitoring in Event Management.",Service Mapping Configuration
What are the three MID Server selection criteria that Service Mapping uses to choose the relevant MID Server?,multiple-choice,"Application, Capability, and IP range","Domain, Protocol, and IP address","OS type, Network zone, and Credential set","Priority, Location, and Application type",,,,,,,,,,,,1,"Service Mapping uses three MID Server selection criteria: Application (defines what application a MID Server works with), Capability (defines network capability such as SSH, WMI, SNMP), and IP range (limits operation to a specific IP range).",Service Mapping Configuration
Service Mapping cannot find a MID Server with matching selection criteria for a discovery request. What happens next?,multiple-choice,Service Mapping uses a random MID Server,Service Mapping chooses the default MID Server,The discovery request fails immediately,Service Mapping queues the request until a MID Server is available,,,,,,,,,,,,2,"If there are no MID Servers with matching selection criteria, Service Mapping chooses the default MID Server. If there is no default MID Server either, Service Mapping cannot start the discovery process.",Service Mapping Configuration
Which versions of PowerShell does ServiceNow support for MID Server communication with Windows servers?,multiple-choice,PowerShell 2.0 through 5.1,PowerShell 3.0 through 5.1,PowerShell 5.0 through 7.0,PowerShell 4.0 through 7.2,,,,,,,,,,,,2,ServiceNow supports PowerShell 3.0 up to 5.1 for MID Server communication with Windows servers using WMI and WinRM protocols.,Service Mapping Configuration
What is the default maximum number of CI relations allowed for a service before the map view is automatically disabled?,multiple-choice,"1,000","3,000","5,000","10,000",,,,,,,,,,,,3,"The sa.max_relations_in_service property defaults to 5,000. Exceeding this value automatically prohibits services from displaying in the map view. Very large application services may cause performance issues, so users can view CI lists instead.",Service Mapping Configuration
An organization with domain separation enabled wants to deploy MID Servers for Service Mapping. Where should the MID Servers be placed?,multiple-choice,In the top-level global domain,In each domain at every level of the hierarchy,In the lowest domain level (leaf domain),In a dedicated MID Server domain outside the hierarchy,,,,,,,,,,,,3,"In deployments where domain separation is enabled and domains are configured to form a hierarchy, MID Servers must be placed in the lowest domain level, a ""leaf domain.""",Service Mapping Configuration
What property controls the maximum depth of a service instance map in Service Mapping?,multiple-choice,sa.max_relations_in_service,glide.service_mapping.computation_depth,sa.rediscovery.batch_size,sa.discovery_task_timeout_min,,,,,,,,,,,,2,The glide.service_mapping.computation_depth property controls the maximum depth of a service instance map. Its default value is 25.,Service Mapping Configuration
What happens if a MID Server does not have sufficient credentials to access a device during Service Mapping discovery?,multiple-choice,The discovery fails and generates an error,The MID Server can run Nmap commands to collect basic information without credentials,Service Mapping skips the device and continues with other CIs,The MID Server prompts the administrator for credentials,,,,,,,,,,,,2,"If the MID Server does not have sufficient credentials to access a device or application, it can run Network Mapper (Nmap) commands to collect basic information without using credentials. This requires additional configuration.",Service Mapping Configuration
What values can the sa.topdown.mapping_with_acc_mode property be set to for controlling top-down discovery with Agent Client Collector?,multiple-choice,"0 (MID only), 1 (ACC first, fallback to MID), 2 (ACC only)","0 (disabled), 1 (enabled), 2 (debug mode)","0 (ACC only), 1 (MID only), 2 (hybrid mode)","0 (auto-detect), 1 (manual selection), 2 (round-robin)",,,,,,,,,,,,1,"The sa.topdown.mapping_with_acc_mode property has three values: 0 means top-down discovery runs using MID Server exclusively, 1 means ACC is attempted first with MID Server fallback, and 2 means ACC exclusively (terminates if unsuccessful).",Service Mapping Configuration
"In base systems, which commands does traffic-based discovery rely on for collecting TCP-related data?",multiple-choice,"ping, traceroute, and nslookup","netstat, ss, and lsof","nmap, curl, and wget","tcpdump, wireshark, and iftop",,,,,,,,,,,,2,"In base systems, traffic-based discovery relies solely on TCP-related data collected using the netstat, ss, and lsof commands. Discovery based on Netflow and VPC logs requires additional configuration.",Service Mapping Configuration
