Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
Which applications are categorized under Enterprise Security Case Management in Security Operations? (Choose three.),multiple-choice,Security Incident Response,Security Posture Control,Major Security Incident Management,Data Loss Prevention Incident Response,Vulnerability Response,,,,,,,,,,,"1,3,4","Enterprise security case management applications include Security Incident Response, Major Security Incident Management, Data Loss Prevention Incident Response, Threat Intelligence, and TISC. These help respond to critical incidents.",Security Incident Response Overview and Data Visualization
What happens when an analyst selects a donut chart item in the Security Incident Overview section?,multiple-choice,A report is generated and emailed,It navigates to the respective record with a filtered list view,The chart expands to show more details,A new security incident is created,,,,,,,,,,,,2,"The donut charts in the Overview section are drill-down enabled. When an analyst selects any chart item, it navigates to the respective record with a filtered list view of items within that corresponding tab.",Security Incident Response Overview and Data Visualization
What is the information flow sequence in Security Incident Response?,multiple-choice,Resolution → Investigation → Integration → Review,Integration → Investigation → Resolution → Review,Investigation → Integration → Resolution → Review,Review → Integration → Investigation → Resolution,,,,,,,,,,,,2,"Security Incident Response employs the flow of information from integration through investigation, and then on to resolution and review.",Security Incident Response Overview
How does Security Incident Response protect investigations from non-security administrators?,multiple-choice,By encrypting all incident data,"By providing security-related roles and ACLs that restrict access, with admin users unable to impersonate application admin roles",By storing incidents in a separate database,By requiring VPN access for all users,,,,,,,,,,,,2,"SIR provides security-related roles and ACLs to restrict access. IT System Administrators [admin] cannot access features granted by application admin roles when impersonating, including security incidents and profile information.",Security Incident Response Overview
Which key performance indicator on the CISO dashboard measures the time it takes to identify a security incident?,multiple-choice,Average Time to Contain,SI - Average Time to Identify,Average Time to Eradicate,New Security Incidents This Week,,,,,,,,,,,,2,"SI - Average Time to Identify is a 7-day average of the time in minutes it takes to identify a security incident, calculated daily.",Security Incident Response Overview
Which role is required to view the CISO dashboard in Security Incident Response?,multiple-choice,sn_si.admin,sn_si.ciso,sn_si.analyst,sn_si.manager,,,,,,,,,,,,2,"The sn_si.ciso role is required to view the CISO dashboard, which reveals the overall security posture of your organization.",Security Incident Response Overview
Which role provides full administrative access to Security Incident Response?,multiple-choice,sn_si.analyst,sn_si.admin,security_admin,sn_si.manager,,,,,,,,,,,,2,"The sn_si.admin role provides full administrative access to Security Incident Response, including configuration of workflows, playbooks, and integration settings.",CIS-SIR
How can organizations use MITRE ATT&CK to understand their security posture?,multiple-choice,By comparing their employee count to industry average,By understanding the high-level security posture in the context of the ATT&CK framework,By counting the number of servers,By measuring network bandwidth,,,,,,,,,,,,2,Organizations can understand the high-level security posture in the context of the MITRE-ATT&CK framework.,Risk Calculations and Post Incident Response
What enables security teams to predict attacker behavior in intent-based response?,multiple-choice,Random guessing,Understanding how the organization is being attacked and correlating incidents,Ignoring threat intelligence,Relying only on manual processes,,,,,,,,,,,,2,"Security teams can use intent-based response to understand how the organization is being attacked and what the attacker might do next, enabling prediction of attacker behavior.",Risk Calculations and Post Incident Response
How does MITRE ATT&CK help with prioritizing indicators of compromise?,multiple-choice,It doesn't help with prioritization,It enables prioritizing IoCs and threat hunting with ATT&CK information,It automatically deletes low-priority IoCs,It hides all IoCs from analysts,,,,,,,,,,,,2,Organizations can prioritize indicators of compromise and threat hunting with MITRE-ATT&CK information.,Risk Calculations and Post Incident Response
How can Vulnerability Response teams benefit from MITRE ATT&CK CVE context?,multiple-choice,They cannot use this information,They can review exploited techniques to determine if business-critical assets are threatened,It replaces vulnerability scanning,It only provides historical data,,,,,,,,,,,,2,MITRE ATT&CK shares CVE context information for each technique. Security teams can review exploited techniques in Vulnerability Response to determine if business-critical assets are threatened.,Risk Calculations and Post Incident Response
What is the benefit of understanding adversary sequence in MITRE ATT&CK?,multiple-choice,No practical benefit,Opportunity to anticipate adversary's next move and break the kill chain,Only useful for compliance reporting,Slows down incident response,,,,,,,,,,,,2,"When your security team understands the tactical sequence, you have an opportunity to anticipate an adversary's next move and break the kill chain.",Risk Calculations and Post Incident Response
How does intent-based response help with resource allocation during an attack?,multiple-choice,It doesn't help with resource allocation,It enables predicting attacker behavior so resources can be focused effectively,It automatically fires employees,It increases response time,,,,,,,,,,,,2,Intent-based response enables predicting attacker behavior so that resources can be focused effectively during an attack.,Risk Calculations and Post Incident Response
"Which statements about MITRE ATT&CK risk assessment capabilities are true?
a) It helps prioritize IoCs based on threat intelligence
b) CVE context is shared for each technique
c) It can only be used for compliance purposes
d) It helps understand organizational security posture",multiple-choice,"a, b, c, and d","a, b, and d only",a and c only,b and d only,,,,,,,,,,,,2,"Statements a, b, and d are true. ATT&CK helps prioritize IoCs, shares CVE context, and helps understand security posture. Statement c is false - ATT&CK is for active defense, not just compliance.",Risk Calculations and Post Incident Response
Which system property must be set to true to activate the new Risk Score Calculator in SIR Workspace?,multiple-choice,sn_si.enable_risk_calculator,sn_si_aw.activate_new_risk_score_calculator,sn_si.risk_score_enabled,sn_si_aw.risk_calculator_active,,,,,,,,,,,,2,The sn_si_aw.activate_new_risk_score_calculator system property must be set to true to activate the new Risk Score Calculator.,Risk Assessment and Response
What is the default state of the new Risk Score Calculator Rule in the SIR base system?,multiple-choice,Active and auto-calculating for all incidents,Inactive by default; it must be enabled to see the risk score,Active only for critical incidents,Enabled only for the SIR Workspace,,,,,,,,,,,,2,"By default, the new Risk Score Calculator Rule is inactive, and you need to enable the rule to see the risk score of the security incidents.",Risk Assessment and Response
Where do you navigate to access the Risk Score Calculator Rule configuration in the SIR Workspace?,multiple-choice,Security Incident > Configuration > Risk Rules,Workspaces > Security Incident Response Workspace > Administration > Rules Engine > Risk Score Calculator Rule,System Properties > Security > Risk Calculator,Security Incident > Setup Assistant > Risk Configuration,,,,,,,,,,,,2,"To access Risk Score Calculator Rules, navigate to Workspaces > Security Incident Response Workspace > Administration, then Rules Engine > Risk Score Calculator Rule.",Risk Assessment and Response
How does SIR calculate the risk score for a security incident?,multiple-choice,Based solely on the CVSS score of related vulnerabilities,"By combining factors like affected CI business criticality, threat severity, and incident category",Using a fixed score assigned at incident creation,Based on the number of observables attached to the incident,,,,,,,,,,,,2,"SIR's risk scoring considers multiple factors including the business criticality of affected CIs, the threat severity, incident category, and other configurable parameters to provide a comprehensive risk assessment.",CIS-SIR
What is the benefit of linking security incidents to CMDB configuration items?,multiple-choice,It allows automatic patching of affected systems,It enables impact assessment based on CI relationships and business criticality,It triggers automatic incident resolution,It removes the need for manual investigation,,,,,,,,,,,,2,"Linking security incidents to CMDB CIs enables analysts to assess business impact by understanding affected services, downstream dependencies, and the business criticality of compromised assets.",CIS-SIR
