Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
Where can a Discovery administrator find the most accurate PID for debugging an Application Pattern when the application may have been restarted?,multiple-choice,Pattern Designer > Discovery Pattern Log,Configuration > Servers > Windows > Running Processes tab,Directly on the host via Task Manager > Details,Discovery Status > ECC Queue,,,,,,,,,,,,3,"The most accurate way to find a PID is directly on the host. PID information in ServiceNow becomes stale as soon as discovery completes. Accessing the host directly via RDP to Windows Host > Task Manager > Details gives you the most recent PID, especially if the host/application has been restarted which can cause the PID to reset.",Discovery Pattern Design
Which probe is used to trigger a Horizontal Pattern for classified devices?,multiple-choice,Shazzam probe,Classification probe,HorizontalDiscoveryProbe-Horizontal Patt,ApplicationMappingProbe,,,,,,,,,,,,3,"The HorizontalDiscoveryProbe-Horizontal Patt is the single probe added to the Trigger probes list of a Classifier to fire a horizontal pattern. After the probe is added, a specific pattern is populated in the Pattern field for firing when the probe is triggered during classification.",Discovery Pattern Design
What are the two types of Horizontal Discovery Patterns?,multiple-choice,Network and Storage patterns,Infrastructure and Application patterns,Windows and Linux patterns,Physical and Virtual patterns,,,,,,,,,,,,2,"There are two types of Horizontal Discovery Patterns: Infrastructure patterns (used to target hardware or hosts like servers, load balancers, or network devices) and Application patterns (an application running on a host identified by a running process or via a TCP connection to another application).",Discovery Pattern Design
Which operation in Pattern Designer would you use to populate a variable with a constant string value like 'Firewall'?,multiple-choice,Parse Variable,Set Parameter Value,Transform Table,WMI Query,,,,,,,,,,,,2,"The Set Parameter Value operation is one of the simplest operations to use. It allows the pattern to always populate a variable with a constant value, which can be a string or a different variable. However, best practice is to design patterns to use information queried from targets rather than hard-coded values.",Discovery Pattern Design
What syntax is used in Pattern Designer to reference a placeholder for the password when executing a command that requires applicative credentials?,multiple-choice,$password$,{{password}},$$password$$,%password%,,,,,,,,,,,,3,"To make the Now Platform apply applicative credentials while executing a command, use placeholders with double dollar signs: $$username$$ for the user name and $$password$$ for the password. This syntax ensures credentials are securely resolved at runtime.",Discovery Pattern Design
Which operation would you use to combine data from two pattern tables while keeping only variables that match names from both tables?,multiple-choice,Set Parameter Value,Parse Variable,Merge Table,SNMP Query,,,,,,,,,,,,3,"Merge Table is often used as a final step in a pattern. It merges two or three tables together and keeps any data that matches the variable names in the Target Table. This operation effectively populates the pattern table that exactly matches the CMDB Table (CI Type, CI Class).",Discovery Pattern Design
What must be done after successfully modifying a discovery pattern for the changes to take effect?,multiple-choice,Restart the MID Server,Click Save and then Publish,Run a Quick Discovery to validate,Deactivate and reactivate the pattern,,,,,,,,,,,,2,Always remember to save and publish your patterns when you have successfully modified them. The most current version of the discovery pattern will not run if the Publish button is not clicked. Debug and Test allow you to verify steps before publishing.,Discovery Pattern Design
Which operation should you use to interrogate a Windows Server and retrieve information from the Win32_Process WMI table?,multiple-choice,Parse Command Output,SNMP Query,WMI Query,Parse Variable,,,,,,,,,,,,3,The WMI Query operation interrogates Windows Servers. It has its own UI that allows for a WMI query to be auto-generated based on Namespace with a Condition Clause. All of the Fields selected in the operation become variables in the table created or referenced in Target Table.,Discovery Pattern Design
Which port does the SNMP Query operation use by default to gather information from network devices?,multiple-choice,Port 22,Port 135,Port 161,Port 443,,,,,,,,,,,,3,"SNMP Query is used to gather information on network, printer, and power devices - any device that responds on port 161 for querying MIB objects. Scalar and Table Variable Types allow you to query single MIB objects (Scalar) or multiple related MIB objects (Table).",Discovery Pattern Design
What happens when Pattern Designer Debug runs and a step fails?,multiple-choice,The entire pattern stops and must be restarted,A red icon appears for the step that fails with an error explanation,The failing step is automatically skipped,An email notification is sent to the admin,,,,,,,,,,,,2,"The Horizontal Discovery Log is one of the advantages of using Discovery Patterns. For each step, every time a pattern discovery runs, all the data and times to execute are recorded. If there is a failure, the discovery log shows a red icon for the step that fails, allowing administrators to quickly identify and troubleshoot issues.",Discovery Pattern Design
What character is used in Pattern Designer syntax to represent existing or future variables?,multiple-choice,Ampersand (&),Dollar sign ($),Percent sign (%),Hash (#),,,,,,,,,,,,2,The dollar sign ($) is used to represent existing or future variables in a pattern. Typing it into a field will generally give a dropdown menu of possible variables to choose. Variables can be combined with constants using the + sign.,Discovery Pattern Design
How can you reuse steps from one pattern in another pattern?,multiple-choice,Copy and paste the steps manually,Create a shared library from the steps and insert via Library Reference,Export the pattern and import into the target pattern,Steps cannot be reused between patterns,,,,,,,,,,,,2,"To reuse steps, navigate to the pattern containing the steps you want to reuse, select the steps, right-click, and choose Create shared library. Then in the target pattern, select the relevant section and insert the library via Library Reference.",Discovery Pattern Design
What role is required to access Pattern Designer for creating discovery patterns?,multiple-choice,discovery_admin,pd_admin,pattern_developer,mid_server,,,,,,,,,,,,2,The pd_admin role is required to access Pattern Designer and create or modify discovery patterns. This role grants access to pattern design capabilities including debugging and publishing patterns.,Discovery Pattern Design
Which operations belong to the 'Queries' category in Pattern Designer? (Choose 2),multiple-choice,WMI Query,Merge Table,SNMP Query,Parse Variable,,,,,,,,,,,,"1,3","Operations in the 'Queries' category gather information from the target. WMI Query interrogates Windows Servers, while SNMP Query gathers information from network devices on port 161. These operations can use predefined queries or be customized using query methods like WMI, SNMP, or LDAP.",Discovery Pattern Design
What is the primary difference between the Transform Table and Merge Table operations?,multiple-choice,Transform Table works only on XML data,Merge Table matches variable names while Transform Table builds tables using concatenation,Transform Table requires more system resources,Merge Table can only combine two tables at a time,,,,,,,,,,,,2,Transform Table works similarly to Merge Table but works on one or two tables and does not merge matching variables. It allows you to use scalar or tabular variables to build larger pattern tables using concatenation with constants and/or variable values. Merge Table keeps data that matches variable names.,Discovery Pattern Design
Why must Application Patterns have a corresponding CI type and CI classification before they can be created?,multiple-choice,To ensure the pattern can be exported properly,So Discovery can process and store the discovered application correctly in the CMDB,To enable email notifications for discovered applications,Because patterns inherit security settings from CI classes,,,,,,,,,,,,2,"Every application in your organization must have a corresponding configuration item (CI) type which allows Service Mapping and Discovery to discover and process this application correctly. Without a CI type and classification, Discovery cannot properly store the discovered application in the CMDB.",Discovery Pattern Design
Which parsing strategies can be used with the Parse Variable operation? (Choose 2),multiple-choice,Regular expressions (regex),Delimited text,WMI query,SNMP OID lookup,,,,,,,,,,,,"1,2","The Parse Variable operation is used to isolate data from retrieved information. Common parsing strategies include regex (regular expressions) and delimited text, though there are multiple other options available for searching through data to find specific information.",Discovery Pattern Design
What happens to temporary variables created during pattern execution when the pattern completes?,multiple-choice,They are deleted and lost permanently,They become actual CI data if the variable name matches a CMDB table field,They are stored in the Discovery Log for review,They are exported to a CSV file automatically,,,,,,,,,,,,2,"The temporary variable table only exists in the pattern until the pattern is completed. Once the pattern completes, any information in a variable in this table will become actual data in a CI, as long as the variable name matches or transforms to the name of the attribute, or field, in the CMDB table in ServiceNow.",Discovery Pattern Design
Which temporary variable table is available by default on all Infrastructure Discovery Patterns?,multiple-choice,cmdb_ci_server,process,computer_system,hardware_info,,,,,,,,,,,,3,"The computer_system temporary variable table is available by default on all Infrastructure Discovery Patterns. For Application Discovery Patterns, the 'process' temporary variables are available by default instead.",Discovery Pattern Design
Why is it considered a best practice to avoid hard-coding values in discovery patterns?,multiple-choice,Hard-coded values consume more system memory,Hard-coded values may become stale or incorrect when targets change,Hard-coded values are not supported in newer ServiceNow versions,Hard-coded values cannot be used in pattern debugging,,,,,,,,,,,,2,"Design your patterns to use information queried from the targets. As the targets are updated or changed in any way, hard-coded operations may become stale and incorrect. Always design for change by querying actual values from devices rather than assuming static values.",Discovery Pattern Design
What happens to temporary variables created during pattern execution when the pattern completes successfully?,multiple-choice,They are permanently stored in a separate pattern variable table,Variables matching CMDB field names populate the CI record; others are discarded,All variables are saved to the Discovery Log for auditing,They persist in memory for the next pattern execution,,,,,,,,,,,,2,"When a pattern completes, any temporary variable whose name matches a field on the CI's CMDB table is used to populate that field. Variables that don't match are discarded.",Discovery Pattern Design
"In Pattern Designer, what does the Transform Table operation do that differs from Merge Table?",multiple-choice,Transform Table merges matching variables from two tables while Merge Table does not,"Transform Table works on one or two tables and builds new variables using concatenation, without merging matching variables",Transform Table is used only for scalar variables while Merge Table handles tabular data,Transform Table automatically publishes the pattern after execution,,,,,,,,,,,,2,"Transform Table works on one or two tables and allows you to build larger pattern tables using scalar or tabular variables with concatenation. Unlike Merge Table, it does not merge matching variable names between tables.",Discovery Pattern Design
What must you do after successfully modifying a discovery pattern for the changes to take effect in production? (Choose 2),multiple-choice,Click the Publish button in Pattern Designer,Restart the MID Server,Save the pattern,Clear the Discovery cache,,,,,,,,,,,,"1,3","After modifying a pattern, you must save it and click the Publish button. The most current version will not run if Publish is not clicked. MID Server restart is not required.",Discovery Pattern Design
What syntax is used in Pattern Designer to apply applicative credentials (username and password) within a command?,multiple-choice,${username} and ${password},$$username$$ and $$password$$,$cred.username and $cred.password,{{username}} and {{password}},,,,,,,,,,,,2,"To make the Now Platform apply applicative credentials while executing a command, use $$username$$ for the user name and $$password$$ for the password as placeholders.",Discovery Pattern Design
Which regular expression flavor is used within ServiceNow's Pattern Designer?,multiple-choice,Python (re module),JavaScript (ECMAScript),Ruby flavor with case-insensitive flag hardcoded,POSIX Extended Regular Expressions,,,,,,,,,,,,3,"The regex used within Pattern Designer is Ruby flavor, and the case-insensitive flag is hardcoded. This means [A-Z] matches any letter, not just capitals.",Discovery Pattern Design
How does the WMI Query operation work in Pattern Designer?,multiple-choice,It sends raw SQL queries to Windows Management Instrumentation,"It provides a UI that auto-generates WMI queries based on Namespace with a Condition Clause, and selected Fields become variables in the target table",It requires manually writing PowerShell scripts that are sent to the target,It queries the Windows registry directly without using WMI protocols,,,,,,,,,,,,2,The WMI Query operation has its own UI that auto-generates a WMI query based on Namespace with a Condition Clause. All Fields selected become variables in the target table.,Discovery Pattern Design
"What is the SNMP Query operation's default port, and what variable types does it support?",multiple-choice,Port 162; supports only scalar variables,Port 161; supports both Scalar and Table variable types,Port 161; supports only table variables,"Port 443; supports scalar, table, and array variable types",,,,,,,,,,,,2,SNMP Query operates over port 161 and supports both Scalar (single MIB object) and Table (multiple related MIB objects) variable types.,Discovery Pattern Design
Why is it considered a best practice to avoid hard-coding values in discovery patterns?,multiple-choice,Hard-coded values cause patterns to fail during debugging,Hard-coded values consume more pattern storage space,"If targets are updated or changed, hard-coded values may become stale and incorrect",Hard-coded values prevent patterns from being published,,,,,,,,,,,,3,Hard-coded values (constants) don't adapt when targets change. Best practice is to use queried information from targets so patterns stay accurate as infrastructure evolves.,Discovery Pattern Design
What is the purpose of the 'Shared Library' feature in Pattern Designer?,multiple-choice,It stores all patterns in a central repository for version control,It allows reusable step sequences to be created from existing pattern steps and inserted into other patterns,It provides a library of pre-built patterns from the ServiceNow Store,It shares credential information between multiple patterns,,,,,,,,,,,,2,"Shared Library lets you select existing steps in a pattern, right-click to 'Create shared library', and then reuse that step sequence in other patterns via Library Reference.",Discovery Pattern Design
