Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
A developer needs to make a field read-only when a UI policy condition is true. The developer is deciding whether to use a UI policy action record or accomplish this entirely through scripting. What is a key advantage of using a UI policy action record for this requirement?,multiple-choice,"UI policy actions execute on the server side, providing better security than client-side scripts","UI policy actions automatically reverse the change when the condition is no longer met, without requiring additional scripting",UI policy actions support conditional logic that cannot be replicated in scripts,UI policy actions allow setting multiple field attributes in a single line of code,,,,,,,,,,,,2,"UI policy action records are lightweight and automatically reverse their effects when the UI policy condition is no longer true. For example, if an action sets a field to read-only, the platform automatically makes it editable again when the condition becomes false — no additional scripting required. This auto-reversal is a key advantage over scripted approaches, which require explicit 'Execute if false' logic.",Business Rules
A developer is writing an onChange client script that must replace the current value of a field with a corrected value and display an error message to the user when an invalid entry is detected. Which two GlideForm (g_form) methods should the developer use? (Select all that apply),multiple-choice,g_form.setValue(),g_form.setDisplay(),g_form.addErrorMessage(),g_form.setReadOnly(),,,,,,,,,,,,"1,3","To programmatically replace a field value on the client side, the developer should use g_form.setValue() with the field name and new value as arguments. To display an error message banner at the top of the form, g_form.addErrorMessage() is the appropriate method. These two methods together fulfill the requirements of replacing the invalid value and notifying the user.",Business Rules
A developer needs to pass server-side data to a client script without using an AJAX call. Which type of business rule and mechanism should they use?,multiple-choice,Before business rule with current object,Display business rule with g_scratchpad,After business rule with gs.addInfoMessage(),Async business rule with GlideAjax,,,,,,,,,,,,2,Display business rules run when a form is loaded (before display) and can use g_scratchpad to pass server-side data to client scripts. g_scratchpad is only available in display business rules.,Business Rules
Which of the following are valid GlideSystem logging methods that write to the system log? (Choose two.),multiple-choice,gs.info(),gs.print(),gs.warn(),gs.console(),,,,,,,,,,,,"1,3","gs.info() logs informational messages and gs.warn() logs warning messages to the system log (syslog). Other valid methods include gs.error(), gs.debug(), and gs.log().",Business Rules
A developer has a business rule that sends email notifications after an incident is created. Users report that form submissions are slow. What change would improve performance?,multiple-choice,Change the business rule from 'after' to 'before',Change the business rule to 'async' (asynchronous),Change the business rule to 'display',Add the Advanced checkbox and rewrite in JavaScript,,,,,,,,,,,,2,"Asynchronous business rules run as scheduled jobs separate from the user's transaction, so the user regains control of their UI immediately. Email notifications are not time-sensitive enough to block the user's session.",Business Rules
Which statement about the Script Debugger for business rules is correct?,multiple-choice,Breakpoints set by one developer are visible to all other developers,Asynchronous business rules can be stepped through in the Script Debugger,Each developer's debug session is independent with their own breakpoints,The Script Debugger modifies the production script during debugging,,,,,,,,,,,,3,The Script Debugger creates a unique session per developer. Breakpoints are session-specific and not shared with or visible to other developers. Multiple developers can debug the same script simultaneously without interfering.,Business Rules
"In a 'before' business rule, what is unique about modifying the current record compared to an 'after' business rule?",multiple-choice,Before rules require an explicit current.update() call to save changes,Before rules can modify the current record without calling update() because the record hasn't been written yet,Before rules cannot access the current object at all,Before rules automatically create a new version of the record,,,,,,,,,,,,2,"In a 'before' business rule, changes to the current object are automatically included when the record is written to the database, since the write hasn't happened yet. In contrast, 'after' business rules require explicit update() calls because the record has already been saved.",Business Rules
A developer needs to access the department name of the caller on an incident record in a business rule. Which Dot-walking expression is correct?,multiple-choice,current.caller_id.getDepartment().name,current.caller_id.department.name,current.department.caller_id.name,gs.getUser().department.name,,,,,,,,,,,,2,"Dot-walking allows traversal from the current record through reference fields to related tables. current.caller_id references the User table, .department references the Department table from the user, and .name gets the department's name.",Business Rules
A business rule is configured to run 'before' insert on the Incident table. The rule sets a value on the 'description' field. A developer notices the value is not being saved. What is the MOST likely cause?,multiple-choice,The business rule should use current.update() to save the change,Another business rule running 'after' is overwriting the value,"The business rule order number is too high, causing it to run after the record is saved",A client script is overwriting the value after the form reloads,,,,,,,,,,,,4,"If a client script sets the description field when the form loads, it will overwrite the value set by the before business rule. The record saves correctly but the client script changes the display.",CAD
Which THREE of the following are valid business rule timing options in ServiceNow? (Choose 3),multiple-choice,before,during,after,async,display,,,,,,,,,,,"1,3,5","ServiceNow business rules support four timing options: before, after, async, and display. Before runs before the database operation, after runs immediately after, and display runs when a form is loaded.",CAD
A developer needs to prevent a record from being deleted if it has associated child records. Which business rule configuration should they use?,multiple-choice,Before delete business rule that calls current.setAbortAction(true),After delete business rule that restores the record,Before delete business rule that calls current.deleteRecord(),Display business rule that hides the delete button,,,,,,,,,,,,1,A before delete business rule with current.setAbortAction(true) prevents the delete operation from proceeding. This is the standard pattern for preventing deletions based on conditions.,CAD
What is the purpose of the 'current.operation()' method in a business rule?,multiple-choice,Returns the name of the current business rule,"Returns the database operation being performed (insert, update, delete, query)",Returns the execution order of the current rule,Returns the table name the business rule is running on,,,,,,,,,,,,2,"current.operation() returns the current database operation: insert, update, delete, or query. This is useful in business rules that run on multiple operations.",CAD
Which of the following is NOT one of the four types of client scripts in ServiceNow?,multiple-choice,onLoad,onChange,onBefore,onSubmit,,,,,,,,,,,,3,"The four types of client scripts in ServiceNow are onLoad, onChange, onSubmit, and onCellEdit. 'onBefore' is not a client script type; it relates to business rule timing (before business rules).",Client Scripts
Where do ServiceNow client scripts execute?,multiple-choice,On the ServiceNow application server,On the client's web browser,On the MID Server,On the database server,,,,,,,,,,,,2,"Client scripts execute on the client's web browser. When a form loads, client scripts are loaded with the form and execute in the browser, waiting for user interaction to trigger them.",Client Scripts
A developer creates a client script on the Task table and enables the Inherited checkbox. What is the effect of this configuration?,multiple-choice,The client script will only execute on the Task table and no other tables,"The client script can also execute on child tables of Task, such as Incident, Problem, and Change Request",The client script will be automatically copied as separate records to all child tables,The client script will execute on every table in the ServiceNow instance,,,,,,,,,,,,2,"When the Inherited checkbox is enabled on a client script, the script can execute on child tables that extend the selected table. For example, a client script on the Task table with Inherited enabled can execute on Incident, Problem, and Change Request tables.",Client Scripts
Which of the following statements about the Order field on client scripts are correct? (Select all that apply),multiple-choice,The Order field appears on the Client Script form by default,Client scripts with a lower Order value execute first,The Order field should be used when multiple client scripts of the same type exist on the same table,The Order field determines whether a client script is active or inactive,,,,,,,,,,,,"2,3","Client scripts execute in order from lowest to highest Order value. The Order field should be used when multiple client scripts of the same type exist for the same table and may have conflicting logic, to control which executes first.",Client Scripts
"When a user clicks 'New' to open a new incident form, which of the following can fire during the form rendering process? (Select all that apply)",multiple-choice,Query business rules,Display business rules,onLoad client scripts,Before business rules,,,,,,,,,,,,"1,2,3","When clicking 'New' to open a form, query business rules fire when the table is queried for a new record, display business rules fire as the form renders to populate the scratchpad, and onLoad client scripts fire in the browser after the form loads but before the user gets control.",Client Scripts
"A developer needs to highlight VIP callers when the Caller field changes on the Incident form, but only when users are viewing the Self-Service (ESS) view. Which client script configuration should the developer use?",multiple-choice,An onLoad client script with the View field set to ESS,An onChange client script on the Caller field with the View field set to ESS,An onSubmit client script with a condition that checks the current view,An onChange client script on the Caller field with no View specified,,,,,,,,,,,,2,An onChange client script is required because the action must trigger when the Caller field value changes. Setting the View field to ESS restricts the script to execute only when users view the Self-Service view.,Client Scripts
Which GlideForm (g_form) method is used to retrieve the current value of a field on a form in a client script?,multiple-choice,g_form.getFieldValue(),g_form.getValue(),g_form.get(),g_form.readValue(),,,,,,,,,,,,2,The g_form.getValue('fieldName') method retrieves the value of a specified field on the current form. This is the standard GlideForm API method for reading field values in client scripts and UI policies.,Client Scripts
In which type of ServiceNow script are the 'current' and 'previous' objects available for accessing record field values?,multiple-choice,Client scripts,UI policies,Business rules,UI scripts,,,,,,,,,,,,3,"The 'current' and 'previous' objects are available in server-side scripts that are associated with a table, such as business rules. The 'current' object contains the values being submitted, while 'previous' contains the values before the update. These objects are not available client-side.",Client Scripts
Why are display business rules with the g_scratchpad object preferred over GlideAjax calls when server-side data is needed at form load?,multiple-choice,Display business rules can dynamically update data when field values change on the form,"Display business rules send data along with the initial form load, avoiding an additional round trip to the server",The g_scratchpad object allows client scripts to directly query the database without server involvement,Display business rules execute asynchronously and therefore do not impact form load performance,,,,,,,,,,,,2,"Display business rules run on the server before the form is sent to the client. By writing values to the g_scratchpad object, the data 'rides along' with the form response, eliminating the need for a separate asynchronous server call (GlideAjax). This avoids an additional round trip and improves performance.",Client Scripts
In which of the following server-side script types must a developer query records using GlideRecord or GlideQuery instead of relying on the 'current' object? (Select all that apply),multiple-choice,Business rules,Scheduled scripts,Script includes,Script actions,,,,,,,,,,,,"2,3","Scheduled scripts and script includes are server-side scripts that are not directly associated with a table record operation. They do not have the 'current' or 'previous' objects automatically provided. To access records, developers must explicitly query using GlideRecord or GlideQuery.",Client Scripts
A developer needs to display the Assigned To user's manager's email address in a field message on the Incident form. The email should appear when the form loads but does not need to update when the Assigned To field value changes. What is the recommended approach?,multiple-choice,Use dot-walking in an onLoad client script to access current.assigned_to.manager.email,Write a GlideAjax call in an onChange client script to fetch the manager's email from the server,Use a display business rule to dot-walk to the manager's email and pass it to the client via g_scratchpad,Create a UI macro that queries the manager's email and renders it on the form,,,,,,,,,,,,3,"A display business rule can dot-walk server-side to retrieve the assigned user's manager's email (e.g., current.assigned_to.manager.email) and write it to g_scratchpad. The client script then reads the value from g_scratchpad when the form loads. This avoids an extra round trip to the server since the data is sent along with the form.",Client Scripts
Which of the following are valid Client Script types in ServiceNow? (Choose two.),multiple-choice,onLoad,onDisplay,onCellEdit,onChange,,,,,,,,,,,,"1,4","The four valid Client Script types are onLoad, onChange, onSubmit, and onCellEdit. onLoad executes when a form loads, and onChange executes when a specific field value changes.",Client Scripts
A developer creates a Client Script on the Task table with the 'Inherited' checkbox enabled. Which tables will this script execute against?,multiple-choice,Only the Task table,"Task and all tables that extend Task (Incident, Problem, Change, etc.)",All tables in the instance,"Only child tables of Task, not the Task table itself",,,,,,,,,,,,2,"When the Inherited checkbox is enabled on a Client Script, it executes on the specified table AND all tables that extend it. Since Incident, Problem, Change Request, and other tables extend Task, the script runs on all of them.",Client Scripts
Multiple onChange Client Scripts exist on the Incident table's Caller field. What determines the order in which they execute?,multiple-choice,Alphabetical order by script name,"The Order field value, from lowest to highest","The sys_created_on timestamp, oldest first",Random order determined by the server,,,,,,,,,,,,2,The Order field controls execution sequence for multiple Client Scripts of the same type on the same table/field. Scripts execute from lowest Order value to highest. The Order field is not on the Client Script form by default and must be added via Form Layout.,Client Scripts
Which Client Script type is NOT one of the four standard types in ServiceNow?,multiple-choice,onLoad,onSubmit,onCellEdit,onSave,,,,,,,,,,,,4,"The four Client Script types are onLoad, onChange, onSubmit, and onCellEdit. There is no 'onSave' type — save actions are handled by the onSubmit type, which runs when a form is saved, updated, or submitted.",Client Scripts
A developer wants a Client Script to run only when users view the Self-Service (ESS) view of the Incident form. How should this be configured?,multiple-choice,Set the Type to 'onLoad' and add a condition checking the current view in script,Uncheck the 'Global' checkbox and enter 'ess' in the View field,Create the Client Script on the Service Portal table instead,Set the UI Type to 'Mobile' only,,,,,,,,,,,,2,"When the Global checkbox is unchecked on a Client Script, a View field appears where you can specify which view(s) the script should execute on. Entering 'ess' (the system name for the Self-Service view) restricts the script to only that view. Multiple views can be specified comma-separated.",Client Scripts
A developer writes an onSubmit Client Script that returns false. What happens when a user clicks the Submit button?,multiple-choice,The record is submitted and then immediately deleted,The form submission is cancelled and the record is not saved,The record is saved but marked as draft,An error is thrown and the page crashes,,,,,,,,,,,,2,"When an onSubmit Client Script returns false, it cancels the form submission. The record is not created or updated in the database, and the user remains on the form. This is commonly used for client-side validation.",Client Scripts
A developer needs to make the 'Short description' field mandatory only when the Priority is set to 1 - Critical. Which client script type should they use?,multiple-choice,onLoad client script,onChange client script on the Priority field,onSubmit client script,onCellEdit client script,,,,,,,,,,,,2,"An onChange client script on the Priority field fires whenever the user changes the priority value, allowing you to call g_form.setMandatory('short_description', true) when priority is 1.",CAD
Which of the following is NOT a valid g_form method for controlling field visibility?,multiple-choice,"g_form.setVisible('field_name', false)","g_form.setDisplay('field_name', false)",g_form.hideFieldMsg('field_name'),g_form.hideRelatedList('list_name'),,,,,,,,,,,,1,There is no setVisible() method on g_form. The correct method to hide a field is g_form.setDisplay() or g_form.setVisible() does not exist as a standard API.,CAD
A developer writes an onChange client script but it does not fire when the form loads with a pre-populated value. What should they add?,multiple-choice,Set the 'Inherited' checkbox on the client script,Add an onLoad client script that manually triggers the onChange logic,Check the 'Fire on load' option in the onChange client script,Set the business rule to populate the field after form load,,,,,,,,,,,,3,"The onChange client script has an 'Inherit' checkbox but lacks... Actually, onChange scripts in ServiceNow do not fire on initial form load by default. However, adding an onLoad script that calls the same logic is the standard workaround.",CAD
Which TWO methods can be used to get the value of a field in a client script? (Choose 2),multiple-choice,g_form.getValue('field_name'),g_form.getReference('field_name'),current.field_name,g_form.getDisplayValue('field_name'),,,,,,,,,,,,"1,4","g_form.getValue() returns the actual value of a field, and g_form.getDisplayValue() returns the display value. Both are valid client-side methods to retrieve field values.",CAD
What new Zurich feature automates the entire application lifecycle from design to deployment?,multiple-choice,App Engine Studio,Build Agent,Flow Designer,Update Set Manager,,,,,,,,,,,,2,"Build Agent is a new Zurich feature that automates the entire application lifecycle, from design to deployment, ensuring consistency and compliance across the development process.",Application Development
Which JavaScript version is now supported in Zurich that enables Promises and async/await patterns?,multiple-choice,ECMAScript 2015 (ES6),ECMAScript 2018 (ES9),ECMAScript 2021 (ES12),ECMAScript 2023 (ES14),,,,,,,,,,,,3,"Zurich supports ECMAScript 2021 (ES12) JavaScript mode, enabling Promises and async/await for cleaner, non-blocking server-side scripting.",Scripting
What new Studio feature in Zurich provides a more comfortable visual environment for developers?,multiple-choice,High contrast mode,Dark theme,Compact view,Split screen,,,,,,,,,,,,2,"The Zurich release adds a dark theme to ServiceNow Studio, providing a more comfortable visual environment for developers during extended coding sessions.",Developer Tools
What new capability does Zurich add for generating subflows in App Engine Studio?,multiple-choice,Template-based generation,AI-powered generation from images or sketches,Import from external tools,Clone existing subflows,,,,,,,,,,,,2,"Zurich introduces AI-powered generation of subflows from an image (e.g., diagram or sketch), allowing developers to quickly create automation from visual designs.",Application Development
What new ATF feature in Zurich helps developers understand why tests failed more quickly?,multiple-choice,Test Replay,ATF Failure Insights,Debug Console,Error Stack Trace,,,,,,,,,,,,2,ATF Failure Insights is a new Zurich feature that helps developers quickly understand why tests failed by providing detailed failure information.,Testing
What new Flow Designer capability in Zurich allows flows to be triggered by external systems via webhooks?,multiple-choice,Scheduled triggers,Record-based triggers,External event sources,Email triggers,,,,,,,,,,,,3,"Zurich adds the ability to create and manage external event sources in Flow Designer, allowing external systems to trigger flows via REST/webhooks.",Flow Designer
What does the acronym REST stand for in the context of ServiceNow web services?,multiple-choice,Remote Execution Service Transfer,REpresentational State Transfer,Reliable Endpoint Service Technology,Resource Exchange Standard Transport,,,,,,,,,,,,2,"REST stands for REpresentational State Transfer. It is the common web service framework used in ServiceNow for both inbound and outbound integrations, as opposed to SOAP (Simple Object Access Protocol). See",Integration & REST APIs
Which HTTP method is used to perform a partial update of a resource when working with RESTful web services in ServiceNow?,multiple-choice,PUT,POST,PATCH,GET,,,,,,,,,,,,3,"PATCH is the HTTP method used for partial updates. Unlike PUT, which performs a complete overwrite of a resource, PATCH updates only the specified fields. See",Integration & REST APIs
"When testing an outbound REST message HTTP method in ServiceNow, which HTTP response status code indicates that a GET request was successful?",multiple-choice,201 Created,200 OK,301 Moved Permanently,401 Unauthorized,,,,,,,,,,,,2,A status code of 200 indicates that the HTTP GET request was successful and the server returned the requested data. This is the expected result when testing outbound REST messages in ServiceNow. See,Integration & REST APIs
"When configuring an outbound REST message in ServiceNow, which elements are defined on the top-level REST Message record rather than on the HTTP Method record? (Select all that apply)",multiple-choice,The endpoint URL of the web service provider,HTTP query parameters for the specific request,Authentication type and credentials,Variable substitution test values,,,,,,,,,,,,"1,3","The top-level REST Message record stores information common to all requests, including the endpoint URL (location of the provider) and authentication information. These are inherited by all HTTP Method records created under it. See",Integration & REST APIs
What must be enabled on a ServiceNow table to allow it to be accessed by inbound web service requests from external systems?,multiple-choice,The 'REST Enabled' system property must be set to true,The 'Allow access to this table via web services' checkbox in the Application Access section of the table record,The 'Inbound Integration' module must be activated in the table definition,A Scripted REST API resource must be created for the table,,,,,,,,,,,,2,"To allow external systems to access a ServiceNow table via web services, the 'Allow access to this table via web services' checkbox must be checked in the Application Access section of the table record. Access control rules for the table will also be honored. See",Integration & REST APIs
A developer has configured an outbound REST message with dynamic variable placeholders in the HTTP query parameters. They need to generate the server-side JavaScript code to call this REST message from a business rule. What should the developer use to obtain the starter script?,multiple-choice,The REST API Explorer,The 'Preview Script Usage' related link on the HTTP Method record,The 'Generate Business Rule' button on the REST Message record,The Script Include template in ServiceNow Studio,,,,,,,,,,,,2,"Once variables and variable substitutions are created on an HTTP Method record, the 'Preview Script Usage' related link generates ready-to-use ServiceNow JavaScript code that can be copied into any server-side script such as a business rule, scheduled script, or script include. See",Integration & REST APIs
"A developer has configured dynamic variable placeholders using ${variable_name} syntax in the HTTP query parameters of an outbound REST message method. When they click the Test link, the request fails because required parameters are empty. What must the developer do to successfully test the request?",multiple-choice,Replace the variable placeholders with hard-coded values before testing,Provide temporary test values in the Variable Substitutions related list on the HTTP Method record,Create a business rule to pass runtime values during the test,Set default values for each variable in System Properties,,,,,,,,,,,,2,"When an outbound REST message HTTP method uses dynamic variable placeholders, the developer must provide temporary test values in the Variable Substitutions related list on the HTTP Method record. These values are used only during testing and allow the Test feature to send a complete request. See",Integration & REST APIs
A developer is configuring ServiceNow as a web service provider so that an external monitoring tool can query incident data via the Table API. Which of the following steps are necessary for this integration? (Select all that apply),multiple-choice,Enable the 'Allow access to this table via web services' checkbox in the Incident table's Application Access settings,Create a user account with appropriate roles for the external system to authenticate with,Configure an outbound REST message with the monitoring tool's endpoint URL,Install the Integration Hub spoke for the monitoring tool,,,,,,,,,,,,"1,2","When ServiceNow acts as a web service provider, the table must have 'Allow access to this table via web services' enabled in its Application Access settings, and a user account with appropriate roles must exist for the external system to authenticate. ServiceNow honors ACLs for the authenticating user, so the account needs the correct roles. A dedicated 'Web Service Access Only' user can be created for this purpose. See",Integration & REST APIs
What is the purpose of an import set table in ServiceNow?,multiple-choice,A permanent table that stores all imported records for long-term reference,A staging table that temporarily holds imported data before it is transformed to a target table,A log table that records the history and status of all import operations,A system table used to define and schedule recurring data imports,,,,,,,,,,,,2,"Import set tables serve as temporary staging tables. Source data is first loaded into the import set table, where it is converted into GlideRecords and can be validated before being transformed and moved to the target table. This intermediate step helps manage data quality challenges that arise from bringing in external data. See docs.servicenow.com — Import sets.",Integration & REST APIs
What is the function of a Transform Map in the ServiceNow import set process?,multiple-choice,It converts imported files into XML format before processing,It defines the mapping and rules for moving data from the import set table to the target table,It validates user permissions before allowing data imports to proceed,It automatically creates new target tables for each imported file,,,,,,,,,,,,2,"A Transform Map contains the set of instructions that maps columns from the import set table to fields on the target table, and provides automation for handling data quality issues during the transformation process. Multiple Transform Maps can be stacked for more sophisticated operations. See docs.servicenow.com — Transform Maps.",Integration & REST APIs
"When importing data from a spreadsheet into ServiceNow using import sets, what happens when the Auto Map Matching Fields option is used?",multiple-choice,The import skips the Transform Map step and loads data directly into the target table,Field map records are automatically created for columns whose names match between the import set table and the target table,The platform renames the import set table columns to match the target table column names,Matching fields are merged into a single column on the target table,,,,,,,,,,,,2,The Auto Map Matching Fields feature automatically creates field map records based on matching column names between the import set table and the target table. This eliminates the need to manually drag and drop columns in the Mapping Assist tool when column names already match. See docs.servicenow.com — Auto Map Matching Fields.,Integration & REST APIs
Which of the following are functions performed by the import set table during the ServiceNow data import process? (Select all that apply),multiple-choice,Converts source data from its original format into GlideRecords,Automatically cleans and deduplicates all imported records,Provides a staging area to validate imported data before transformation,Permanently stores imported data as a backup copy,,,,,,,,,,,,"1,3","The import set table serves two key functions: (1) it converts the source data from its original format (Excel, CSV, XML, etc.) into GlideRecords within the ServiceNow platform, and (2) it acts as a staging area where the data can be validated and verified before being transformed and moved to the target table. See docs.servicenow.com — Import Sets.",Integration & REST APIs
A developer is importing employee records from an Excel spreadsheet into a custom table. Several cells in a mandatory field column are empty. The developer wants the records to still be imported but needs to control how strictly mandatory field rules are applied during the transform. Which Transform Map setting should the developer configure?,multiple-choice,Coalesce Fields,Run Business Rules,Enforce Mandatory Fields,Choice Action,,,,,,,,,,,,3,"The Enforce Mandatory Fields setting on the Transform Map controls how strictly mandatory field requirements are applied during the import process. By default, records can be imported even if mandatory fields are empty — unlike submitting through a form. This setting provides options for different levels of strictness regarding mandatory field enforcement. See docs.servicenow.com — Transform Map properties.",Integration & REST APIs
"Which ServiceNow feature allows developers to define custom API endpoints with specific HTTP methods, paths, and scripted logic?",multiple-choice,Outbound REST Message,Scripted REST API,Import Set API,Web Service Provider,,,,,,,,,,,,2,"Scripted REST APIs allow developers to create custom RESTful endpoints in ServiceNow with specific HTTP methods (GET, POST, PUT, DELETE), URL paths, and server-side scripting logic. They provide full control over request/response handling.",Integration & REST
Which of the following are components of an Outbound REST Message in ServiceNow? (Choose two.),multiple-choice,REST Message record with endpoint URL and authentication,"HTTP Methods (GET, POST, PUT, DELETE) configured as child records",A Transform Map for response parsing,A MID Server connection profile,,,,,,,,,,,,"1,2","An Outbound REST Message consists of a parent record defining the endpoint URL and authentication method, plus child HTTP Method records for each operation (GET, POST, etc.) that define specific paths, headers, and request bodies.",Integration & REST
A developer needs to allow an external system to create incidents in ServiceNow via REST. Which approach requires the least custom development?,multiple-choice,Create a Scripted REST API with custom incident creation logic,Use the built-in Table API (api/now/table/incident) with POST method,Create an Outbound REST Message to pull data from the external system,Build a custom MID Server integration,,,,,,,,,,,,2,The ServiceNow Table API provides built-in CRUD operations on any table. An external system can POST JSON to /api/now/table/incident to create incidents with no custom development needed — only authentication setup is required.,Integration & REST
What authentication method is NOT supported by ServiceNow's Outbound REST Message?,multiple-choice,Basic authentication,OAuth 2.0,Mutual TLS (certificate-based),SAML assertion authentication,,,,,,,,,,,,4,"Outbound REST Messages support Basic, OAuth 2.0, and Mutual TLS (certificate-based) authentication. SAML is a browser-based SSO protocol not designed for server-to-server REST API communication.",Integration & REST
Which HTTP method should be used to create a new record via the ServiceNow Table API?,multiple-choice,GET,PUT,POST,PATCH,,,,,,,,,,,,3,POST is the standard HTTP method for creating new resources. The ServiceNow Table API uses POST to /api/now/table/{tableName} to insert new records.,CAD
A developer needs to limit the fields returned by a Table API GET request to only sys_id and short_description. Which query parameter should they use?,multiple-choice,"sysparm_fields=sys_id,short_description","sysparm_display_value=sys_id,short_description","sysparm_query=fieldsIN sys_id,short_description","sysparm_columns=sys_id,short_description",,,,,,,,,,,,1,"sysparm_fields is the query parameter used to specify which fields to return in a Table API response, reducing payload size.",CAD
Which TWO authentication methods are supported by ServiceNow's inbound REST APIs? (Choose 2),multiple-choice,Basic Authentication with username and password,OAuth 2.0 bearer tokens,API key in request header,SAML assertion in request body,,,,,,,,,,,,"1,2",ServiceNow REST APIs support Basic Authentication (username/password in Authorization header) and OAuth 2.0 (bearer tokens). Both are commonly used for API integrations.,CAD
What is the correct endpoint format to retrieve a specific incident record using the Table API?,multiple-choice,/api/now/table/incident?sys_id=<sys_id>,/api/now/table/incident/<sys_id>,/api/now/incident/<sys_id>,/api/now/table/incident/get/<sys_id>,,,,,,,,,,,,2,The Table API uses the format /api/now/table/{tableName}/{sys_id} to retrieve a specific record by its sys_id.,CAD
What is the primary purpose of a Script Include in ServiceNow?,multiple-choice,To execute client-side scripts automatically when a form loads,To store reusable JavaScript for execution on the server,To define UI Policies that dynamically control form field behavior,To create scheduled automation jobs that run at defined intervals,,,,,,,,,,,,2,"A Script Include stores reusable JavaScript for server-side execution. Script Includes follow a 'write once, use many' pattern — they are written once and can be called from anywhere server-side JavaScript is accepted. They must be explicitly called to run and do not have automatic triggers.",Script Includes
Why is the 'current' object NOT available inside a Script Include?,multiple-choice,Script Includes only execute on the client side where current is not defined,"Script Includes are not associated with a specific table, so there is no current record context",The current object was deprecated and replaced by GlideRecord in the Yokohama release,Script Includes can only access records through the previous object,,,,,,,,,,,,2,"The 'current' object is only available in scripts that are associated with a specific table (such as Business Rules). Since the Script Include form has no table field or condition builder, there is no record context, and therefore the current object does not exist within a Script Include. Developers must use GlideRecord to access specific records instead.",Script Includes
What must a developer do differently when creating a classless (on-demand function) Script Include compared to a class-based Script Include?,multiple-choice,Enable the Client callable / GlideAjax checkbox so the function can be invoked,Delete the default class template code that ServiceNow places in the Script field and define a standalone function instead,Select a target table on the Script Include form so the function knows which records to process,Extend the AbstractAjaxProcessor class to make the function available server-side,,,,,,,,,,,,2,"When creating a new Script Include, ServiceNow automatically populates the Script field with a class template (prototype pattern). For a classless on-demand function, the developer must manually clear out this template code and define a standalone function using the standard 'function functionName() { }' syntax. The function name must exactly match the Script Include Name field.",Script Includes
Which of the following are true about Script Includes in ServiceNow? (Select all that apply),multiple-choice,They must be explicitly called to execute and do not run based on table events,The Script Include record name must exactly match the function or class name defined in the Script field,They automatically have access to the current and previous objects,They can only be called from Business Rules,,,,,,,,,,,,"1,2","Script Includes must be explicitly called to run — they have no automatic triggers tied to table events. Additionally, the Name field of the Script Include record must exactly match the function name (for classless) or the class variable name (for class-based) defined in the Script field. This naming match is critical for the Script Include to work properly.",Script Includes
What is the strongly observed naming convention for class-based Script Includes that contain a library of reusable methods?,multiple-choice,Prefix the name with 'SI_' followed by the application name,Include the word 'Utils' in the Script Include name,End the name with 'Handler' to indicate server-side processing,Start the name with 'Ajax' to indicate it supports asynchronous calls,,,,,,,,,,,,2,"There is a strongly observed convention in ServiceNow to include the word 'Utils' in the name of class-based Script Includes that serve as function libraries (e.g., ClaimsUtils, LoanerUtils). These Script Includes follow JavaScript class conventions with PascalCase naming and camelCase for subsequent words.",Script Includes
Which of the following correctly describe the initialize function in a class-based Script Include? (Select all that apply),multiple-choice,It must be manually invoked each time before calling any method on the Script Include,It runs automatically when a new object of the Script Include class is created,Properties defined using the 'this' keyword in initialize are accessible to all methods in the class,It is required only when creating client-callable Script Includes that extend AbstractAjaxProcessor,,,,,,,,,,,,"2,3","The initialize function in a class-based Script Include runs automatically when a new instance of the class is created (e.g., var obj = new MyUtils()). Properties defined using 'this.propertyName' within initialize are available throughout the entire Script Include class, accessible to all methods. This is commonly used to set up shared GlideRecord queries or property values needed across multiple methods.",Script Includes
A developer needs to retrieve server-side data from a Script Include and display it on a form without reloading the page. Which approach should the developer take?,multiple-choice,Create a classless Script Include and call it directly from a Client Script using the Script Include name,"Create a Script Include that extends AbstractAjaxProcessor, enable the Client callable checkbox, and invoke it from a Client Script using GlideAjax",Create a UI Script marked as global and call the server-side function from the form's Client Script,Create a synchronous Business Rule on the target table that populates a scratchpad variable for the client to read,,,,,,,,,,,,2,"To retrieve server-side data asynchronously from a client-side script, the developer should create a Script Include that extends AbstractAjaxProcessor and check the Client callable (GlideAjax enabled) checkbox. The client-side code then uses the GlideAjax API to call methods on this Script Include without reloading the page. This is the standard pattern for client-to-server communication in ServiceNow.",Script Includes
"When creating a new Script Include in ServiceNow, what happens to the variable name in the generated template script when the Name field is populated?",multiple-choice,The variable name is set to a system-generated unique identifier,The variable name is automatically set to match the value in the Name field,The variable name defaults to 'ScriptInclude' and must be manually changed,The variable name is set to the Name field value converted to camelCase,,,,,,,,,,,,2,"When a Script Include name is entered and the user tabs out of the Name field, ServiceNow automatically generates a template script where the variable name exactly matches the Name field value. This ensures the class name and the Script Include record name stay in sync.",Script Includes
