Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
A company wants to ensure that users in a child domain cannot see records from the parent domain. Which property should be configured?,multiple-choice,glide.sys.domain.force_mutual_exclusion,glide.sys.domain.restrict_visibility,glide.sys.domain.deny_parent_access,glide.sys.domain.mutual_exclusion,,,,,,,,,,,,1,"The glide.sys.domain.force_mutual_exclusion property prevents users in child domains from viewing parent domain records, enforcing strict separation between domains.",CIS-SP
What is the maximum recommended depth for a domain hierarchy in ServiceNow?,multiple-choice,2 levels,3 levels,5 levels,There is no recommended limit,,,,,,,,,,,,2,ServiceNow recommends a maximum of 3 levels in the domain hierarchy (global → company → department) to maintain performance and manageability.,CIS-SP
Which domain separation support level includes the ability for service providers to create or modify processes per customer?,multiple-choice,Basic,Standard,Enhanced,Advanced,,,,,,,,,,,,2,"At the Standard support level, business logic allows the service provider (SP) to create or modify processes per customer. The use cases reflect proper use of the application by multiple SP customers in a single instance.",Process Separation
Which business logic and processes can be domain separated by the instance owner in Security Incident Response? (Choose three),multiple-choice,Email parsing rules for incident creation,Security incident SLAs,Platform user authentication methods,Workflows for incident response orchestration,Database connection strings,,,,,,,,,,,"1,2,4","Business logic and processes that can be domain separated by instance owner include: Email parsing rules for incident creation, Security incident SLAs, Workflows for incident response orchestration, as well as user groups, integrations, business rules, risk score calculators, escalation paths, and process definitions.",Process Separation
"In a domain-separated Event Management environment, which statement is true about MID Server configuration?",multiple-choice,A single MID Server can serve all domains simultaneously,Each MID Server can serve only one domain according to the integration user it uses,MID Servers are not affected by domain separation,Multiple MID Servers must share the same service account,,,,,,,,,,,,2,"In a multi-domain environment, each MID Server can serve only one domain according to the integration user that it uses. In the configuration of the connector instance, you must make sure that the MID Server uses the same domain as the Connector instance.",Process Separation
What is NOT fully supported when implementing domain separation in GRC applications?,multiple-choice,Data separation,UI separation,Separation of logic and process,Reporting separation,,,,,,,,,,,,3,"While GRC supports separation of data, separation of logic and process is not fully supported. Many types of records in GRC are automatically generated through user processes, and the domain of automatically generated records is the same as the domain of the user creating them.",Process Separation
A tenant domain owner wants to manage their own Security Incident Response operations. Which capability can they configure independently within their domain?,multiple-choice,Platform system properties,Global authentication settings,Incident response workflows and runbooks,Database schema modifications,,,,,,,,,,,,3,"Tenant domain owners can create their own incident response workflows, incident categories, incident response knowledge base articles, and runbooks to be associated with incident response workflows. This enables domain-specific process customization.",Process Separation
"Evaluate the following statements about domain separation and CMDB reconciliation rules:

Statement 1: Identification rules used during the identification process are always defined at the global level.

Statement 2: Reconciliation definition rules can be defined for different domains.

Which statements are TRUE?",multiple-choice,Statement 1 only,Statement 2 only,Both statements,Neither statement,,,,,,,,,,,,3,Both statements are TRUE. The identification rules and identification inclusion rules used during the identification process are always defined at the global level - tables like Identifier (cmdb_identifier) do not have a sys_domain field. The reconciliation definition rules that are used during the reconciliation process can be defined for different domains - tables like Reconciliation Definition (cmdb_reconciliation_definition) do have sys_domain field.,Process Separation
Which elements can be domain-separated in a service provider use case? (Choose four),multiple-choice,Client scripts,Business rules,Workflows,System dictionary entries,Processes,Platform update sets,,,,,,,,,,"1,2,3,5","In a service provider use case, client scripts, business rules, workflows, and processes can be domain-separated. This allows different tenants to have customized business logic while sharing the same instance.",Process Separation
Starting with which ServiceNow release can third-party integrations in Security Incident Response be configured and activated on a per-domain basis?,multiple-choice,Kingston,London,Madrid,New York,,,,,,,,,,,,3,"In the Madrid release, third-party integrations can be configured and activated on a per-domain basis. This means that the integration activated and configured in one domain cannot be leveraged in another domain, allowing for domain-specific integration configurations.",Process Separation
"In a domain-separated Event Management environment, alert groups are created based on which criteria?",multiple-choice,Alerts from all domains are grouped together,Alert groups are created only for alerts in the same domain,"Alert groups are based on CI type, ignoring domains",Alert groups are manually assigned by administrators,,,,,,,,,,,,2,"Alert Aggregation is supported in domain-separated environments, and alert groups are created only for alerts in the same domain. This ensures that alerts from different tenants are not incorrectly aggregated together.",Process Separation
"At the Enhanced support level for domain separation, what additional capability is provided compared to Standard support?",multiple-choice,Basic data separation,Service provider can create processes per customer,Tenants can modify business logic for themselves based on defined use cases,Runtime UI separation,,,,,,,,,,,,3,"At the Enhanced support level, data-driven process enables service provider customers (tenants) to modify business logic that is based on defined use cases. These configurations are UI-based and fail-safe so that configurations by one customer cannot affect another.",Process Separation
"Evaluate the following statements about domain separation in Performance Analytics:

Statement 1: In the Global approach, Performance Analytics records like indicators and breakdowns are all in the global domain.

Statement 2: In the Domain-specific approach, each domain must have users with pa_admin role for managing Performance Analytics.

Which statements are TRUE?",multiple-choice,Statement 1 only,Statement 2 only,Both statements,Neither statement,,,,,,,,,,,,3,"Both statements are TRUE. In the Global approach, Performance Analytics records such as indicators and breakdowns are all in the global domain, and data collection jobs respect the domains of facts table records. In the Domain-specific approach, the Performance Analytics records themselves are domain-separated, and each domain has users with pa_admin and other roles for managing Performance Analytics.",Process Separation
A Security Incident Response capability like Sighting Search is invoked in a domain-separated environment. How are domain-specific implementations handled?,multiple-choice,Only global integrations are used regardless of domain,The capability invokes a domain-specific implementation based on the security incident's domain,Users must manually select which integration to use,Capabilities are disabled in domain-separated environments,,,,,,,,,,,,2,"Capabilities that are invoked stay generic across domains with domain-specific implementation of the capability being called. For example, a Sighting Search on an IP can invoke a Splunk implementation in one domain and a QRadar implementation in another.",Process Separation
Which three approaches to domain separation are available in Performance Analytics? (Choose three),multiple-choice,Global,Domain-specific,Hybrid,Federated,Distributed,,,,,,,,,,,"1,2,3","There are three approaches to domain separation in Performance Analytics: Global (PA records in global domain, respects fact table domains), Domain-specific (PA records themselves are domain-separated with pa_admin per domain), and Hybrid (low-level records global, high-level records domain-separated).",Process Separation
Which statement is NOT true about orchestration workflows in a domain-separated Security Incident Response environment?,multiple-choice,Workflows created in one domain aren't visible in another domain,Workflows for incident response can be customized per domain,Workflows automatically sync across all domains,Tenant domain owners can create their own incident response workflows,,,,,,,,,,,,3,"Orchestration workflows created in one domain aren't visible in another domain - they do NOT automatically sync across all domains. Each domain maintains its own set of workflows, and tenant domain owners can create their own incident response workflows independently.",Process Separation
"When editing alert management rules in a domain-separated Event Management environment, what restriction applies to workflow selection?",multiple-choice,Any workflow from the instance can be selected,Only global workflows can be selected,Users can only apply relevant workflows visible in their domain,Workflows must be approved by a global administrator,,,,,,,,,,,,3,"Remediation is supported in domain-separated Event Management. While editing alert management rules, users can only apply relevant workflows that are visible in their domain. This follows the principle of domain separation in Flow Designer.",Process Separation
Which SIR automation capabilities are configured in the domain of the security incident for response automation? (Choose three),multiple-choice,Threat Lookup,Sighting Search,Platform authentication,Email Search and Delete,Instance upgrade scheduling,,,,,,,,,,,"1,2,4","Capabilities configured in the domain of the security incident for response automation include: Threat Lookup, Enrich Observable, Enrich Configuration item, Get Running Process, Get Network Statistics, Block Request, Isolate Host, Sighting Search, Email Search and Delete, and Publish to Watchlist.",Process Separation
How can business rules be made domain-specific in a domain-separated instance?,multiple-choice,Business rules cannot be domain-specific,By setting the domain field on the business rule record to the target domain,By prefixing the business rule name with the domain name,By creating separate tables for each domain,,,,,,,,,,,,2,"Business rules can be made domain-specific by setting the domain (sys_domain) field on the business rule record. When a business rule is associated with a specific domain, it only executes when the record operation occurs within that domain.",Process Separation
Which ServiceNow elements can be made domain-specific? (Choose two.),multiple-choice,Workflows,Instance URL,Catalog items,ServiceNow release version,,,,,,,,,,,,"1,3",Workflows and catalog items can both be made domain-specific. Workflows can have domain assignments to control which domains they execute in. Catalog items can be assigned to specific domains to limit visibility and access.,Process Separation
A managed service provider needs different approval processes for incidents based on customer domain. What is the best approach?,multiple-choice,Create one global approval workflow for all domains,Create domain-specific approval workflows for each customer,Disable approvals for all customers,Use email-based approvals only,,,,,,,,,,,,2,"Creating domain-specific approval workflows allows each customer domain to have customized approval processes that meet their unique requirements, while maintaining separation between customers.",Process Separation
"When both a global business rule and a domain-specific business rule exist with the same conditions, what happens?",multiple-choice,Only the global business rule executes,Only the domain-specific business rule executes,"Both execute, with domain-specific running after global",The system throws an error,,,,,,,,,,,,3,"When both global and domain-specific business rules exist, both execute. Global rules execute first, followed by domain-specific rules. This allows for base functionality with domain customizations on top.",Process Separation
Which field on a workflow record controls its domain assignment?,multiple-choice,sys_domain,workflow_domain,domain_id,domain_name,,,,,,,,,,,,1,The sys_domain field controls domain assignment for workflows and most other domain-separated records. This standard field is used throughout ServiceNow for domain separation.,Process Separation
Which SLA-related elements can be domain-separated? (Choose two.),multiple-choice,SLA Definitions,SLA Workflow execution,Global SLA engine,SLA calculations for task records,,,,,,,,,,,,"1,4","SLA Definitions can be made domain-specific to define different service levels per customer. SLA calculations apply to task records based on the record's domain, ensuring correct SLA tracking per tenant.",Process Separation
A service provider needs different notification templates for incidents based on the customer domain. What is the best approach?,multiple-choice,Create a single notification and modify it at runtime with scripts,Create domain-specific notifications using domain overrides so each tenant domain has its own notification version,Disable notifications and use email integration instead,Create separate email accounts for each tenant,,,,,,,,,,,,2,Domain overrides for notifications allow each tenant to have customized notification content and rules while inheriting defaults from the parent domain.,Process Separation
How does domain separation affect scheduled jobs in ServiceNow?,multiple-choice,All scheduled jobs run in the global domain only,"Scheduled jobs can be domain-separated so they execute in the context of their assigned domain, processing only that domain's data",Scheduled jobs ignore domain separation,Each domain requires its own MID Server for scheduled jobs,,,,,,,,,,,,2,"Scheduled jobs can be assigned to specific domains, ensuring they run in that domain's context and only process records within that domain's visibility scope.",Process Separation
A tenant wants a custom approval workflow that differs from the standard process. How should domain separation handle this?,multiple-choice,Create a domain-specific workflow in the tenant's domain,Modify the global workflow to include conditional logic per tenant,Clone the instance for each tenant,Use a single workflow with tenant-specific notification templates only,,,,,,,,,,,,1,"Domain separation supports creating domain-specific workflows that override the global version, allowing each tenant to have customized processes without affecting other domains.",CIS-SP
Which TWO process elements can be domain-separated in ServiceNow? (Choose 2),multiple-choice,Business rules,Update sets,Notifications,System properties (all),,,,,,,,,,,,"1,3","Business rules and notifications support domain separation, allowing different processing logic and notification templates per domain/tenant.",CIS-SP
