Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
"In a scripted audit, which methods from SNC.CertificationProcessing are used to log the results of audited records? (Select TWO)",multiple-choice,logAuditResultPass,logAuditResultWarning,createFollowOnTask,logAuditResultFail,,,,,,,,,,,,"1,4",The SNC.CertificationProcessing class provides logAuditResultPass() to log a passing result and logAuditResultFail() to log a failing result for audited records. These are the two methods specifically for logging audit results.,Govern
What is the primary purpose of the main CI in the duplicate CIs remediation process?,multiple-choice,It is the CI that was created most recently and has the latest data,It is the duplicate CI selected to retain as an active CI after reconciling the other duplicates into it,It is automatically chosen by the system as the CI with the most relationships,It is a new CI created by the system to replace all the duplicate CIs,,,,,,,,,,,,2,"The main CI is one of the duplicate CIs that you want to retain as an active CI after reconciling the rest of the duplicate CIs into it. You can then potentially retire or delete the rest of the duplicate CIs, or assign custom values to their attributes.",Govern
What happens when a CI associated with a change request in 'New' state is deleted during duplicate CI remediation?,multiple-choice,The change request is automatically canceled,The CI reference in the change request is updated to the main CI,The CI is removed from the change request and no replacement is made,The change request is placed on hold until a new CI is manually assigned,,,,,,,,,,,,2,"When a CI is associated with a change request whose state is New, then when duplicate CI remediation processes delete the CI, the CI in the change request is updated to the main CI.",Govern
"An administrator needs to remediate a de-duplication task that has over 1,200 duplicate CIs. The default threshold property glide.duplicate_ci_remediator.max.cis is set to 1,000. What should the administrator do to allow full reconciliation support for this task?",multiple-choice,"Increase the glide.duplicate_ci_remediator.max.cis property to at least 1,200",Enable the glide.duplicate_ci_remediator.enable_restricted_mode property,Split the de-duplication task into multiple smaller tasks manually,"Set the glide.identification_engine.skip_duplicates.threshold property to 1,200",,,,,,,,,,,,1,"The threshold for full reconciliation support is based on the glide.duplicate_ci_remediator.max.cis property (default 1,000). You can update this property to increase the threshold up to a maximum of 5,000. Since 1,200 is under 5,000, increasing the property to at least 1,200 will restore full reconciliation options.",Govern
What is the purpose of the De-duplication Template Library in CMDB Workspace?,multiple-choice,To store a log of all previously completed de-duplication tasks for audit purposes,To create preconfigured de-duplication templates with remediation settings for a class that can be applied to multiple tasks in bulk,To automatically detect and flag duplicate CIs during the IRE process,To define identification rules that prevent duplicate CIs from being created,,,,,,,,,,,,2,The De-duplication Template Library in CMDB Workspace lets you create a preconfigured de-duplication template with the remediation settings for a class. The De-duplication dashboard then lets you run the preconfigured template on multiple de-duplication tasks for that class in bulk.,Govern
Which table stores the individual certification tasks created by the Data Certification plugin?,multiple-choice,Certification Instance [cert_instance],Certification Element [cert_element],Certification Task [cert_task],Certification Schedule [cert_schedule],,,,,,,,,,,,3,The Certification Task [cert_task] table stores individual certification tasks. This table extends the Task table.,Govern
Which TWO business rules does the Data Certification plugin add to the Certification Task [cert_task] table? (Select TWO),multiple-choice,Merge Certification Tasks — merges two tasks when a task is reassigned and another task for the same instance exists with the new user,Cancel Instance — cancels all open certification tasks when an active certification is canceled,Certification Instance Rollup — updates the Percent complete field on the certification instance record,Prevent delete of Filter with Schedule — prevents the deletion of a filter used in a schedule,,,,,,,,,,,,"1,3","Both 'Merge Certification Tasks' and 'Certification Instance Rollup' are business rules on the Certification Task [cert_task] table. Merge Certification Tasks merges two tasks together when reassignment creates a duplicate, and Certification Instance Rollup updates the percent complete on the parent instance.",Govern
What restriction is enforced on the duplicate_of field to ensure data integrity during duplicate CI remediation?,multiple-choice,The duplicate_of field can only reference CIs in the same CMDB class,"A CI cannot be set as a duplicate of another duplicate CI, preventing chains of duplicate references",The duplicate_of field is read-only and can only be set by the IRE process,The duplicate_of field must reference a CI that was created before the duplicate CI,,,,,,,,,,,,2,"The duplicate_of attribute of the main CI cannot reference any CI as its main CI — you cannot set a CI as a duplicate of another duplicate CI to create a chain of duplicate CIs. If you attempt this, the system sets the CI as a duplicate of the main CI of the duplicate CI you're trying to set.",Govern
An administrator is configuring a new Data Certification schedule and needs to understand which UI policies affect the Certification Schedule form. Which TWO behaviors are controlled by UI policies on the Certification Schedule [cert_schedule] table? (Select TWO),multiple-choice,The Next Scheduled Run field is hidden when the schedule is set to run once or on demand only,The Percent complete field is made read-only when the state is Work in Progress,The Table field is made read-only on the schedule form,The Certification Task Elements formatter displays green check marks and red exclamation points,,,,,,,,,,,,"1,3","Two UI policies on the Certification Schedule table are: 'Hide next scheduled run' which hides the Next Scheduled Run field when the schedule is set to run once or on demand only, and 'Make table name read only' which makes the Table field read-only on the schedule form.",Govern
"When you select 'Enable life cycle sync' on the Life cycle mapping table list page, which system property is set to true?",multiple-choice,csdm.lifecycle.migration.activated,csdm.lifecycle.sync.between.ci.and.asset.activated,csdm.lifecycle.bulk.alignment.enabled,csdm.lifecycle.mapping.sync.active,,,,,,,,,,,,2,"Selecting 'Enable life cycle sync' sets the csdm.lifecycle.sync.between.ci.and.asset.activated system property to true, which initiates the align-and-sync process for CSDM life-cycle values.",Govern
Which table in ServiceNow holds the mapping rules that specify how legacy status values are converted to CSDM life-cycle value pairs?,multiple-choice,cmdb_ci_lifecycle,alm_asset_ci_state_mapping,life_cycle_mapping,csdm_status_mapping,,,,,,,,,,,,3,The life_cycle_mapping table holds the mapping rules that define how legacy status values are aligned to CSDM life-cycle value pairs (life cycle stage and life cycle stage status). The base system includes default mapping rules in this table.,Govern
"During Phase 2 of the CSDM life-cycle align-and-sync process, how are life-cycle values determined for a CI that is NOT associated with an asset?",multiple-choice,The CI is skipped and retains only its legacy status values,The CI inherits life-cycle values from the closest related asset in the CMDB hierarchy,CSDM mapping tables are used to derive the CI's life-cycle values from its legacy status,The CI is flagged with a discrepancy error and requires manual remediation,,,,,,,,,,,,3,"In Phase 2 Step 3, for CIs not associated with an asset, the system uses CSDM mapping tables to derive the CI's life-cycle value pair from its legacy status values. This is a one-time sync that won't be repeated because future values derive from bi-directional sync.",Govern
Which TWO changes occur during Phase 3 of the CSDM life-cycle align-and-sync process? (Select TWO),multiple-choice,Bi-directional sync of CSDM life-cycle value pairs between asset and CI is activated,All legacy status fields are permanently removed from the CI table,Bi-directional sync between CMDB CI legacy values and CSDM life-cycle values is deactivated,IBI records are migrated from the life_cycle_mapping table to the cmdb_ci table,,,,,,,,,,,,"1,3","Phase 3 activates bi-directional sync of CSDM life-cycle value pairs between asset and CI, and deactivates the bi-directional sync between CMDB CI legacy values and CSDM life-cycle values. This means CI life-cycle values will now sync with asset life-cycle values instead of being derived from CI legacy values.",Govern
An administrator sets the Operational Status of a hardware CI to 'Retired' in the CMDB. What automatically happens to the CI's Status/Hardware Status field?,multiple-choice,It is set to 'Non-Operational',It remains unchanged and must be manually updated,It is automatically set to 'Retired',It is set to 'Absent',,,,,,,,,,,,3,"In CI Lifecycle Management's integration with Asset Management, when the Operational Status of a CI is set to 'Retired', the Status/Hardware Status field is automatically set to 'Retired' as well. This synchronization keeps both fields consistent.",Govern
"In CMDB CI Lifecycle Management, what is the default behavior regarding Compatible CI Actions?",multiple-choice,All CI actions within the same category are automatically compatible,No two actions for a CI are compatible with each other by default,All CI actions are compatible unless explicitly restricted,Compatibility is determined automatically based on the CI's operational state,,,,,,,,,,,,2,"By default, there are no two actions for a CI that are compatible with each other. Administrators must explicitly define pairs of actions as compatible to allow them to be applied simultaneously to a CI.",Govern
Which TWO types of restrictions can be configured using the CI Lifecycle Management UI? (Select TWO),multiple-choice,Not Allowed CI Actions that prevent specific actions based on operational state,Maximum concurrent CI count limits per operational state,Not Allowed Operational Transitions between specific states for a CI type,Automatic CI archival rules when a CI reaches end-of-life state,,,,,,,,,,,,"1,3",The CI Lifecycle Management UI allows you to configure Not Allowed CI Actions (restricting actions when a CI is in a specific operational state) and Not Allowed Operational Transitions (restricting transitions from one operational state to another for a specified CI type). These are two of the three configurable rule types alongside Compatible CI Actions.,Govern
A non-workflow automation tool needs to use CI Lifecycle Management APIs to apply CI actions. What must the tool do before performing any lifecycle operations?,multiple-choice,Create a record in the Compatible CI Actions table for the target CI,Call the registerOperator API to obtain a unique requestor ID,Submit a change request referencing the target CI,Set the CI's operational status to 'Operational' before applying any actions,,,,,,,,,,,,2,Non-workflow requestors must call the registerOperator API to register and obtain a requestor ID (a unique GUID) before using lifecycle management APIs. Workflow users can use the active Workflow context as the requestor ID and do not need to explicitly call registerOperator.,Govern
"In the context of CMDB Health domain separation, which statement is true about global system properties that control CMDB Health?",multiple-choice,They are domain separated and can be overridden per subdomain,They are not domain separated,They are stored in the cmdb_health_metric_pref table,They require the Domain Extensions Installer plugin to function,,,,,,,,,,,,2,Global system properties that control CMDB Health are not domain separated. They apply uniformly across all domains.,Govern
"Starting with the Tokyo release, how are CIs in the global domain evaluated when viewed from a subdomain in CMDB Health?",multiple-choice,They are evaluated against both global and subdomain local metric tests,They are excluded from health evaluations when viewed in subdomains,They are evaluated only against metric tests specified in the global domain,They are evaluated against subdomain local metric tests only,,,,,,,,,,,,3,"Starting with the Tokyo release, CIs in the global domain are evaluated only against metric tests specified in the global domain. Subdomain local metric tests are applied only to CIs in that subdomain, not to global domain CIs—even though global CIs are visible in the subdomain. This change prevents excessive duplicated data.",Govern
An administrator notices that CMDB Health dashboard jobs are taking an excessively long time to complete. The instance has over 100 active domains. What is the recommended approach to improve job performance?,multiple-choice,Create separate dashboard jobs for each domain to distribute the workload,Increase the job frequency so each run processes fewer changes,"Set Active to false for all root domains, disabling all domains in the hierarchy",Disable domain separation to consolidate all CIs into a single domain,,,,,,,,,,,,3,"The Active setting is the most important because it affects how long jobs run. When there is a large number of domains (>100), the job can take a very long time. The recommended mitigation is to set Active to false for all root domains, thereby disabling all other domains in the hierarchy. Then selectively enable only the domains needed.",Govern
Which of the following CMDB Health-related rules are domain separated? (Select TWO),multiple-choice,Required fields for Completeness,Recommended fields for Completeness,Duplicate identification rules for Correctness,Orphan rules for Correctness,,,,,,,,,,,,"2,4","Recommended fields are domain separated (stored in the CMDB Recommended Fields [cmdb_recommended_fields] table, which is domain separated). Orphan rules are also domain separated (stored in the CMDB Health Orphan Rule [cmdb_health_orphan_rule] table, which is domain separated).",Govern
What is the correct navigation path to create a new certification schedule in ServiceNow?,multiple-choice,All > CMDB > Data Certification > Schedules,All > Data Certification > Schedule Definitions,All > Configuration > Certification > Schedule Setup,All > Governance > Data Certification > New Schedule,,,,,,,,,,,,2,"The correct navigation path to define a certification schedule is All > Data Certification > Schedule Definitions, then click New and fill in the required fields.",Govern
"When defining a certification schedule, the Table field is read-only. How can an administrator change which table's records are certified?",multiple-choice,Edit the Table field directly after unlocking it with the admin role,Select a different Filter or create a new Filter,Modify the Certification fields selection to reference a different table,Change the Assignment type to point to a different table,,,,,,,,,,,,2,"The Table field on a certification schedule is read-only and displays the table holding the records to be certified. To change the table, an administrator must select a different Filter or create a new Filter, which determines the table.",Govern
"An administrator needs to create a certification schedule where tasks are assigned to the user listed in each CI's 'Managed by' field. If the 'Managed by' field is empty on a record, no certification task should be created for that record. Which configuration should the administrator use?",multiple-choice,"Assignment type: Specific User, and manually select the Managed by user","Assignment type: User Field, Assign to: Managed by, Assign to empty: Create Unassigned Task","Assignment type: User Field, Assign to: Managed by, Assign to empty: Do Not Create Task","Assignment type: Group Field, Assign to group: Managed by, Assign to empty: Do Not Create Task",,,,,,,,,,,,3,The User Field assignment type allows selecting a user reference field (such as 'Managed by') on the table being certified. Setting 'Assign to empty' to 'Do Not Create Task' ensures no task is created when the Managed by field is empty on a record.,Govern
"When the Domain Support — Domain Extensions Installer plugin is activated, which statements are true about the CMDB Health dashboard? (Select TWO)",multiple-choice,Separate dashboard jobs are created for each domain to improve performance,The dashboard aggregates and reports health failures based on the user's domain visibility of CIs,"Users can configure KPI and metric settings specific to their domain, such as active/inactive and thresholds",Child domains must independently configure their own health configurations and cannot inherit from parent domains,,,,,,,,,,,,"2,3","When the Domain Extensions Installer plugin is activated, the CMDB Health dashboard becomes domain aware. It aggregates and reports health failures and scores based on the user's domain visibility of CIs, and users can configure KPI and metric settings specific to their domain (such as active/inactive and thresholds).",Govern
Which role is required to create a compliance audit in ServiceNow?,multiple-choice,certification,certification_admin,certification_filter_admin,itil,,,,,,,,,,,,2,"The certification_admin role is required to create a compliance audit. This role can manage the entire certification process, including creating, editing, and deleting all certification records. The documentation explicitly states 'Role required: certification_admin' as a prerequisite.",Govern
"Which table stores the definition of the desired state of a record, including the filter that identifies records to evaluate and expected attribute and relationship values?",multiple-choice,Audit [cert_audit],Audit Result [cert_audit_result],Certification Template [cert_template],Certification Condition [cert_cond],,,,,,,,,,,,3,The Certification Template [cert_template] table contains the definition of the desired state of the record. The template includes a filter that identifies the records to evaluate and the expected attributes and relationship values.,Govern
"When the Certification Core plugin is activated, what happens when a user who has the certification role also has a manager specified on their user record?",multiple-choice,The manager is automatically assigned the certification_admin role,The manager is automatically granted the certification role,The certification role is propagated to all users up the management chain,The manager must manually request the certification role through a catalog item,,,,,,,,,,,,2,"When both a manager and the certification role are specified for a user, the system automatically grants the certification role to the manager. This ensures that a certification task can be escalated successfully to the next level. The automatic role is granted to the user's immediate manager only.",Govern
"A CMDB administrator is configuring a compliance audit and wants follow-on tasks to be assigned to the person listed in the Managed by field on each failed CI record. If the Managed by field is empty on a specific CI, the administrator wants an unassigned task created so it can be manually assigned later. Which combination of settings should the administrator configure?",multiple-choice,"Assignment type: Specific User, and select a fallback user","Assignment type: User Field, Assign to: Managed by, Assign to empty: Create Unassigned Task","Assignment type: User Field, Assign to: Managed by, Assign to empty: Do Not Create Task","Assignment type: Group Field, Assign to group: Support group, Assign to empty: Create Assigned Task",,,,,,,,,,,,2,"The User Field assignment type allows selecting a user reference field (like Managed by) on the table being audited. Setting Assign to empty to 'Create Unassigned Task' creates a follow-on task without assigning it to any user when the field is blank, allowing manual assignment later.",Govern
Which TWO types of certification condition tables extend the base Certification Condition [cert_cond] table in the Compliance Certification Core? (Select TWO),multiple-choice,Certification Attribute Condition [cert_attr_cond],Certification Audit Schedule [cert_audit_schedule],Certification CI Relationship Condition [cert_ci_rel_cond],Certification Task Assignment [cert_task_assign],,,,,,,,,,,,"1,3","Both the Certification Attribute Condition [cert_attr_cond] and Certification CI Relationship Condition [cert_ci_rel_cond] tables extend the base Certification Condition [cert_cond] table. Other tables that also extend it include cert_user_rel_cond, cert_group_rel_cond, and cert_related_list_cond.",Govern
What are the default values for the Health window and Threshold count fields when creating a new compliance audit?,multiple-choice,"Health window: 30 Days, Threshold count: 10","Health window: 7 Days, Threshold count: 5","Health window: 7 Hours, Threshold count: 3","Health window: 14 Days, Threshold count: 5",,,,,,,,,,,,2,"The default value for the Health window field is 7, with the default Health window unit being Days. The default value for the Threshold count is 5. Together these define a 7-day evaluation period where up to 5 audit failures are acceptable before the threshold is exceeded.",Govern
An administrator attempts to delete an audit record that has been previously run. The Delete option is disabled. What is the most likely reason?,multiple-choice,The audit record is still in an Active state,The audit record has existing audit results,"The administrator only has the certification role, not certification_admin",The audit is linked to a scheduled job that is currently running,,,,,,,,,,,,2,"ServiceNow prevents deletion of an audit containing results. A business rule called 'Prevent deletion of audit with results' enforces this restriction. Similarly, audit results that have follow-on tasks cannot be deleted. The Delete option is disabled in records and lists where these dependent records exist.",Govern
An administrator wants to create a compliance audit using the CI Class Manager. Which steps are required to access the audit creation form from the CI Class Manager? (Select TWO),multiple-choice,Select a class from the Class Hierarchy,Navigate to the Health Dashboard and select the Compliance tab,"In the sidebar, check Advanced and then select Audit in the Compliance group",Right-click the class and choose Create Compliance Audit from the context menu,,,,,,,,,,,,"1,3","To create a compliance audit via the CI Class Manager, you first navigate to All > Configuration > CI Class Manager, then select a class from the Class Hierarchy. In the sidebar, you check Advanced and then select Audit in the Compliance group. This opens the audit creation interface for the selected class.",Govern
"Which role provides full access to policies in the CMDB Data Manager, including the ability to create, edit, delete policies, and manage exclusion lists?",multiple-choice,cmdb_admin,data_manager_user,data_manager_admin,itil_admin,,,,,,,,,,,,3,"The data_manager_admin role provides full access to all features in the CMDB Data Manager, including full access to assigned tasks and policies, the ability to associate subflow categories to policy types, and the ability to create, edit, delete policies, calculate previews, approve tasks, and manage exclusion lists. This role contains data_manager_user, task_editor, and cmdb_query_builder_read.",Govern
"What is the default number of days that archived CIs are retained in archive tables before they are permanently deleted, as defined by the glide.cmdb.data_manager.default_archive_time property?",multiple-choice,30 days,60 days,90 days,120 days,,,,,,,,,,,,4,The glide.cmdb.data_manager.default_archive_time property controls how many days archived CIs can be restored from archive tables before permanent deletion. The default value is 120 days.,Govern
Which TWO of the following are scheduled jobs related to CMDB Data Manager? (Select TWO),multiple-choice,CMDB Data Manager Retire Policy Processor,CMDB Health Audit Scheduled Job,CMDB Data Manager - Stale Task Cleaner,CMDB Discovery Reconciliation Engine,,,,,,,,,,,,"1,3","CMDB Data Manager includes four scheduled jobs: CMDB Data Manager Archive/Delete Policy Processor, CMDB Data Manager Retire Policy Processor, CMDB Data Manager - Stale Task Cleaner, and CMDB Data Manager Delete Related Entry Policy Processor. The Retire Policy Processor processes all published policies of type Retire, applying them only to CIs that are not retired. The Stale Task Cleaner sets stale tasks (open and unapproved after 90 days by default) to Closed Cancelled.",Govern
How does the Attestation policy type in CMDB Data Manager differ from other policy types such as Delete or Retire?,multiple-choice,It cannot be scheduled to run on a recurring basis,It does not support condition filters for targeting CIs,It is not associated with a subflow,It does not generate policy tasks for assigned users,,,,,,,,,,,,3,"The Attestation policy type is unique because it is not associated with a subflow. For Attestation policies, a user must manually process all CIs in the task and submit the task to close it, unlike other policy types where the subflow automatically closes the task after completion.",Govern
"When the CMDB Data Manager Archive/Delete Policy Processor scheduled job runs, in what order does it process published policies?",multiple-choice,"It processes Delete policies first, then Archive policies","It processes all Archive policies first, and if no errors are encountered, continues to process Delete policies",It processes Archive and Delete policies simultaneously in parallel,It alternates between Archive and Delete policies based on their priority and creation date,,,,,,,,,,,,2,The CMDB Data Manager Archive/Delete Policy Processor processes all Archive policies first. Only if no errors are encountered during the Archive processing does it continue to process any Delete policies. This ensures data integrity by completing archival before permanent deletion. Both policy types apply only to CIs that are already retired.,Govern
"When a CMDB Data Manager policy of type Archive or Delete is evaluated, what happens to CIs that match the policy's condition filters but are not yet in a retired state?",multiple-choice,"They are automatically retired first, then processed by the Archive or Delete policy",They are added to the policy's CI exclusion list for future processing,They are not targeted for the policy,They are flagged with an error and notification is sent to the Data Manager administrator,,,,,,,,,,,,3,"For Archive and Delete policy types, CIs that meet the policy filters but are not retired according to the class retirement definitions are simply not targeted for the policy. Retirement is a prerequisite — these policy types require that an active retirement definition exists for each targeted class, and only already-retired CIs are included in the policy execution.",Govern
A CMDB administrator wants to configure a CMDB Data Manager policy so that policy tasks require review and approval before the associated subflow executes. Which TWO requirements must be met to enable this? (Select TWO),multiple-choice,The Needs Review checkbox must be checked on the policy definition,The policy type must be set to Attestation,The Managed By Group attribute must be populated in the target CIs,The Apply Retention Time field must be configured on the policy,,,,,,,,,,,,"1,3","Two things must be in place: (1) The Needs Review checkbox must be checked on the policy to require review and approval of policy tasks. (2) The Managed By Group attribute must be populated in target CIs so that email notifications can be sent to members of that group for approval. Assigned users must also have the privilege to approve the policy tasks. When configured, a policy task triggers its subflow only after the task is approved.",Govern
"An administrator creates an attestation policy in CMDB Data Manager that targets 30,000 CIs. After publishing the policy, how does CMDB Data Manager handle the task generation?",multiple-choice,The policy is rejected because it exceeds the maximum number of CIs allowed per policy,"A single attestation task is created containing all 30,000 CIs","Three attestation tasks are automatically created, each targeting 10,000 CIs",The administrator must manually split the CIs into separate policies before publishing,,,,,,,,,,,,3,"CMDB Data Manager limits the number of target CIs per task to 10,000. When a policy targets more than 10,000 CIs, Data Manager automatically creates as many additional tasks as needed. In this case, 30,000 CIs are automatically split into three tasks of 10,000 CIs each. This is handled transparently without requiring manual intervention from the administrator.",Govern
Which role is required to cancel an attestation task in CMDB Data Manager?,multiple-choice,data_manager_user,data_manager_admin,sn_cmdb_user,itil,,,,,,,,,,,,2,Canceling an attestation task requires the data_manager_admin or sn_cmdb_admin role. This action is only available for tasks in the 'In progress' or 'Not started' status.,Govern
What are the three Key Performance Indicators (KPIs) that CMDB Health calculates aggregated scores for?,multiple-choice,"Accuracy, Completeness, and Timeliness","Correctness, Compliance, and Completeness","Reliability, Availability, and Serviceability","Integrity, Consistency, and Completeness",,,,,,,,,,,,2,"CMDB Health calculates an aggregated score for three KPIs: Correctness, Compliance, and Completeness. Each KPI further consists of sub-metrics that can be configured for inclusion in health evaluations and dashboards.",Govern
What is the default Effective Duration defined by the base system staleness rule for the Configuration Item [cmdb_ci] class?,multiple-choice,30 days,45 days,60 days,90 days,,,,,,,,,,,,3,The base system includes a default staleness rule for the Configuration Item [cmdb_ci] class which sets the Effective Duration time to 60 days. This rule applies to all extended CMDB classes and can be overridden by class-specific staleness rules.,Govern
"In CMDB Health, under which conditions is a CI determined to be an orphan?",multiple-choice,The CI has not been updated within the staleness Effective Duration period,"The CI satisfies the criteria in an orphan rule, or data is missing for the CI in its respective table or a parent table",The CI has duplicate identification rules matching other CIs in the same class,The CI has unpopulated mandatory fields defined in the system dictionary,,,,,,,,,,,,2,"A CI is determined to be orphan if it satisfies the criteria in an orphan rule (which checks for specific attributes and missing relationships), or if data is missing for the CI in its respective table or in one of its parents' tables. An orphan CI is one that was unintentionally left in the CMDB when it is no longer needed.",Govern
"During an attestation task review in CMDB Workspace, what happens when a CI owner excludes CIs from the task?",multiple-choice,The CIs are moved to the Rejected CIs list and flagged for administrator review,The CIs are permanently retired from the CMDB and marked as decommissioned,The CIs are added to the exclusion list of CMDB Data Manager attestation policies,The CIs are reassigned to a different attestation task for a different CI owner,,,,,,,,,,,,3,"When CIs are excluded from an attestation task, they are added to the exclusion list of CMDB Data Manager attestation policies. This means they will not be included in the current task or in future attestation policies. Only an admin can undo this operation using the CMDB Data Manager.",Govern
Which of the following are sub-metrics of the Correctness KPI in CMDB Health? (Select TWO),multiple-choice,Required,Orphan,Audit,Staleness,,,,,,,,,,,,"2,4","The Correctness KPI is an aggregation of three sub-metrics: Orphan (percentage of orphan CIs), Staleness (percentage of stale CIs), and Duplicate (percentage of duplicate CIs). Both Orphan and Staleness are correct sub-metrics of Correctness.",Govern
"A CI owner is reviewing an attestation task and identifies several CIs that are duplicates of other CIs. What action should they take, and what is the result?",multiple-choice,Click Reject to move the duplicate CIs to the Rejected CIs list and manually create a de-duplication task,"Click Remove duplicates from task, which removes the CIs from the attestation task and automatically generates a de-duplication task",Click Exclude to add the duplicate CIs to the attestation policy exclusion list and flag them for deletion,Click Unattest to move the duplicate CIs back to the Not Yet Reviewed list and notify the CMDB administrator,,,,,,,,,,,,2,"When duplicate CIs are identified during attestation review, the CI owner should select them and click 'Remove duplicates from task'. This removes those CIs from the attestation task and automatically generates a de-duplication task, similar to those created by the Identification and Reconciliation Engine (IRE). Only an admin can undo this operation.",Govern
A CMDB administrator is analyzing relationship health in the CMDB Health dashboard and notices several relationships failing health checks. Which of the following are relationship health metrics reported by CMDB Health? (Select TWO),multiple-choice,Incomplete relationships,Orphan relationships,Stale relationships,Expired relationships,,,,,,,,,,,,"2,3","CMDB Health measures the health of CI relationships using three non-configurable metrics: Duplicate relationships, Orphan relationships, and Stale relationships. A single relationship can fail more than one health test — for example, a duplicate relationship can also be stale.",Govern
Which business rule is responsible for synchronizing group attributes from a technical service offering to the underlying CIs within a dynamic CI group?,multiple-choice,Sync Ops Status for CMDB CI,CSDM Data Sync on TSO deletion,CSDM - Sync Group Attributes,Sync teams to CI assigned groups,,,,,,,,,,,,3,"The 'CSDM - Sync Group Attributes' business rule cascades group attributes (Support Group, Managed By Group, Assignment Group) from a Technical Service Offering down to the CIs within its associated Dynamic CI Group. This was added in the San Diego release.",Govern
Which components are displayed on the CMDB and CSDM Data Foundations Dashboards?,multiple-choice,"Incident Management, Change Management, and Problem Management","Configuration Items, Relationships, and Business Services","Foundational Metric Results, Priorities, and Remediation Playbook URLs","Knowledge Articles, Service Catalog Items, and Catalog Categories",,,,,,,,,,,,3,"The CMDB and CSDM Data Foundations Dashboards display foundational metric results (0-100% scores), priorities (Critical to Low), and remediation playbook URLs (KB articles with fix instructions). These dashboards are free from the ServiceNow Store.",Govern
"From the CMDB Data Foundations Dashboard, if the 'Unique Locations' metric displays less than 100%, what is the most efficient way to obtain a list of duplicate location records?",multiple-choice,"From the Locations table, configure an encoded query to search for duplicate records","From the CMDB Data Foundations Dashboard, select and open the Duplicate Locations tile and then select Show Records","From Query Builder, create a query to search for duplicate records","From CMDB Workspace, configure a certification policy",,,,,,,,,,,,2,"The most efficient method is to use the built-in functionality: from the Data Foundations Dashboard, click on the Duplicate Locations tile and select 'Show Records' to immediately see all duplicate location records that need remediation.",Govern
Which tabs are part of the CMDB Data Foundations Dashboard? (Choose 4),multiple-choice,Data Management Practices,ITSM Processes,Best Practices,Foundation,Customization,Run,,,,,,,,,,"1,2,3,4","The CMDB Data Foundations Dashboard has four tabs: Data Management Practices, ITSM Processes, Best Practices, and Foundation. These tabs organize different categories of health metrics.",Govern
Duplicate locations in the location table can be caused by which configurations? (Choose 2),multiple-choice,Naming standard for Locations has not been defined and/or published,A well thought out naming convention for location names has been defined and adopted,Source of location data is not maintained and has duplicates,Well tested import process for location names,,,,,,,,,,,,"1,3","Duplicate locations are caused by: (1) lack of defined naming standards allowing inconsistent entries like 'NYC' vs 'New York City', and (2) source data that already contains duplicates being imported without deduplication.",Govern
What are the three pillars for successful foundational data in a ServiceNow CMDB? (Choose 3),multiple-choice,Ingest,Govern,Insight,Completeness,Correctness,Compliance,,,,,,,,,,"1,2,3","The three pillars for successful CMDB foundational data are: Ingest (connecting data sources), Govern (maintaining data health), and Insight (using data in reporting and processes). These are distinct from the CMDB Health Dashboard's 3 C's (Completeness, Correctness, Compliance).",Govern
"When configuring technical services, technical service offerings, and dynamic CI groups, which statements correctly describe the relationships between them? (Choose 2)",multiple-choice,Technical service offering is the parent to a technical service,Technical service is the parent to a technical service offering,Technical service offering contains a Dynamic CI group,Dynamic CI group contains a technical service offering,,,,,,,,,,,,"2,3","In CSDM hierarchy: Technical Service is the parent of Technical Service Offering (TSO), and the TSO contains/references the Dynamic CI Group. The TSO is where you configure tiers of service with different SLAs and groups.",Govern
The Remediation playbook URL provided by the CMDB and CSDM Data Foundations Dashboards provides what information for each health metric? (Choose 3),multiple-choice,Upstream Causes,Downstream Consequences,Remediation Plays,Client Scripts,Transform Maps,,,,,,,,,,,"1,2,3","Each remediation playbook (KB article) contains: Upstream Causes (what leads to the problem), Downstream Consequences (business impact), and Remediation Plays (step-by-step fixes). They do not contain scripts or transform maps.",Govern
"From the Get Well Playbook 'Percentage of Dynamic CI Groups with CMDB Group', which is a potential benefit to the business if this metric is properly governed?",multiple-choice,Complicates the auto-population of affected CIs during changes,Reduces IT asset management tracking capabilities,"Improves successful changes, such as patch management for all servers",Decreases efficiency in impact analysis,,,,,,,,,,,,3,"When Dynamic CI Groups are properly configured with CMDB Groups, it enables better change management by allowing targeted changes like patch management to be applied to specific groups of servers efficiently.",Govern
"From the Get Well Playbook 'Handle Duplicate CIs in your CMDB', what are potential benefits to the business if this metric is properly governed? (Choose 2)",multiple-choice,Enhances binding and CI selection for Incident Management,Decreases the speed of incident resolution and increases MTTR,Worsens accuracy in CI matching for Vulnerability Response,Reduces confusion from duplicate records appearing in the list view,,,,,,,,,,,,"1,4","Removing duplicate CIs: (1) enhances CI selection in Incident Management by eliminating confusion about which CI to select, and (2) reduces confusion in list views by showing only unique records.",Govern
